country_co,country_na,mean,month
CD,Chad,0.0001283646871787,2020-05
MI,Malawi,0.0001158184308924,2020-05
ZA,Zambia,0.0001304535754414,2020-05
ZI,Zimbabwe,0.0001137039314369,2020-05
BC,Botswana,0.0001152109087456,2020-05
WA,Namibia,0.0001084186145146,2020-05
AO,Angola,0.000173218503051,2020-05
BY,Burundi,9.164972819817644e-05,2020-05
RW,Rwanda,0.0001002692960933,2020-05
SF,South Africa,0.0001001420995534,2020-05
LT,Lesotho,9.66595729458602e-05,2020-05
WZ,Swaziland,0.0001263378677192,2020-05
MF,Mayotte,7.170415790621176e-05,2020-05
NG,Niger,0.0001003308601421,2020-05
SU,Sudan,0.0001120865943514,2020-05
LY,Libya,6.576615724099862e-05,2020-05
UU,Koualou Area,0.0001956718397036,2020-05
TS,Tunisia,8.268248786034642e-05,2020-05
EG,Egypt,8.159618283347412e-05,2020-05
EG,Bir Tawil,7.833184703561899e-05,2020-05
SU,Halaib Triangle,7.330944700131285e-05,2020-05
ER,Eritrea,0.0001112522863649,2020-05
ET,Ethiopia,0.0001076419830488,2020-05
DJ,Djibouti,0.0001042754619218,2020-05
SO,Somalia,9.478103660503104e-05,2020-05
OD,South Sudan,0.0001730135032755,2020-05
UU,Abyei Area,0.0002072647354945,2020-05
KE,Kenya,8.951604384323845e-05,2020-05
UG,Uganda,0.0001114655308385,2020-05
TZ,Tanzania,9.22342479643363e-05,2020-05
MZ,Mozambique,9.47723540305154e-05,2020-05
CN,Comoros,7.121254221106453e-05,2020-05
MA,Madagascar,0.00010284543553,2020-05
CV,Cabo Verde,6.471759891601899e-05,2020-05
WI,Western Sahara,6.386306493687788e-05,2020-05
MR,Mauritania,8.11586431711334e-05,2020-05
MO,Morocco,7.583913389552915e-05,2020-05
SP,Spain (Canary Is),5.710542018624211e-05,2020-05
PO,Portugal (Madeira Is),5.104462073786499e-05,2020-05
SP,Spain (Africa),9.259522555526044e-05,2020-05
AG,Algeria,6.824906225346646e-05,2020-05
ML,Mali,0.0001180361672996,2020-05
UV,Burkina Faso,0.000186050467683,2020-05
TO,Togo,0.0001622932558891,2020-05
GH,Ghana,0.0001647015863113,2020-05
IV,Cote d'Ivoire,0.0001511433217003,2020-05
GV,Guinea,0.0002065858236228,2020-05
SG,Senegal,0.0001543134985773,2020-05
GA,"Gambia, The",0.0001722329673933,2020-05
PU,Guinea-Bissau,0.0002191082616688,2020-05
SL,Sierra Leone,0.0001571886485017,2020-05
LI,Liberia,0.0001291158260982,2020-05
BN,Benin,0.0001870903970727,2020-05
NI,Nigeria,0.0001876317050699,2020-05
CM,Cameroon,0.0001519961497123,2020-05
EK,Equatorial Guinea,0.0001185635045289,2020-05
TP,Sao Tome & Principe,0.0001062503271264,2020-05
GB,Gabon,0.0001325850010837,2020-05
CF,Rep of the Congo,0.0001691131448982,2020-05
CT,Central African Rep,0.0001859875594861,2020-05
CG,Dem Rep of the Congo,0.0001861131686326,2020-05
CD,Chad,0.000120618701197,2020-06
MI,Malawi,0.0001122839841834,2020-06
ZA,Zambia,0.0001319530161816,2020-06
ZI,Zimbabwe,9.256783564675206e-05,2020-06
BC,Botswana,0.0001015841290312,2020-06
WA,Namibia,9.51619390272686e-05,2020-06
AO,Angola,0.0001859751710187,2020-06
BY,Burundi,0.0001151635670354,2020-06
RW,Rwanda,0.0001198225842775,2020-06
SF,South Africa,9.367014933206516e-05,2020-06
LT,Lesotho,8.763200353590019e-05,2020-06
WZ,Swaziland,0.0001318920996449,2020-06
MF,Mayotte,6.0798209255429726e-05,2020-06
NG,Niger,0.0001035640639426,2020-06
SU,Sudan,0.0001155905579251,2020-06
LY,Libya,8.182133301905447e-05,2020-06
UU,Koualou Area,0.0001496764324749,2020-06
TS,Tunisia,0.0001111567482839,2020-06
EG,Egypt,9.671769083545022e-05,2020-06
EG,Bir Tawil,8.551457401603824e-05,2020-06
SU,Halaib Triangle,8.70174741807903e-05,2020-06
ER,Eritrea,0.000115030807124,2020-06
ET,Ethiopia,9.740956267077128e-05,2020-06
DJ,Djibouti,0.0001138774604618,2020-06
SO,Somalia,8.95168249816176e-05,2020-06
OD,South Sudan,0.0001485328435457,2020-06
UU,Abyei Area,0.0001890294237159,2020-06
KE,Kenya,9.87991958655588e-05,2020-06
UG,Uganda,0.0001233718746384,2020-06
TZ,Tanzania,0.0001190157181765,2020-06
MZ,Mozambique,8.360057940324942e-05,2020-06
CN,Comoros,6.130526868372071e-05,2020-06
MA,Madagascar,9.048148498743704e-05,2020-06
CV,Cabo Verde,6.697601364132074e-05,2020-06
WI,Western Sahara,7.071903460271346e-05,2020-06
MR,Mauritania,9.031475126508348e-05,2020-06
MO,Morocco,9.42249548122016e-05,2020-06
SP,Spain (Canary Is),6.14518356343514e-05,2020-06
PO,Portugal (Madeira Is),5.558260748761919e-05,2020-06
SP,Spain (Africa),0.0001105735255757,2020-06
AG,Algeria,8.430800355622765e-05,2020-06
ML,Mali,0.0001211143499852,2020-06
UV,Burkina Faso,0.0001624526540359,2020-06
TO,Togo,0.0001222758300205,2020-06
GH,Ghana,0.0001204948341207,2020-06
IV,Cote d'Ivoire,0.0001113377113853,2020-06
GV,Guinea,0.0001426501829458,2020-06
SG,Senegal,0.000151171142851,2020-06
GA,"Gambia, The",0.0001558393660258,2020-06
PU,Guinea-Bissau,0.0001684352621553,2020-06
SL,Sierra Leone,0.0001180216224608,2020-06
LI,Liberia,9.45348845239672e-05,2020-06
BN,Benin,0.0001443876535246,2020-06
NI,Nigeria,0.0001536679972624,2020-06
CM,Cameroon,0.0001223872126245,2020-06
EK,Equatorial Guinea,9.385274191386791e-05,2020-06
TP,Sao Tome & Principe,8.781653009017252e-05,2020-06
GB,Gabon,0.0001195413047171,2020-06
CF,Rep of the Congo,0.0001697316233444,2020-06
CT,Central African Rep,0.0001564749545927,2020-06
CG,Dem Rep of the Congo,0.0002055554611256,2020-06
CD,Chad,0.0001115646250089,2020-07
MI,Malawi,0.0001203636990785,2020-07
ZA,Zambia,0.0001541743025123,2020-07
ZI,Zimbabwe,0.0001010409016872,2020-07
BC,Botswana,9.46516677243705e-05,2020-07
WA,Namibia,9.264742351658928e-05,2020-07
AO,Angola,0.000206871260544,2020-07
BY,Burundi,0.000139858347255,2020-07
RW,Rwanda,0.0001352032492182,2020-07
SF,South Africa,8.680919451621482e-05,2020-07
LT,Lesotho,8.233291093059757e-05,2020-07
WZ,Swaziland,0.0001222692753173,2020-07
MF,Mayotte,7.24403842209567e-05,2020-07
NG,Niger,0.0001100262313171,2020-07
SU,Sudan,0.0001177319345091,2020-07
LY,Libya,9.727360033998224e-05,2020-07
UU,Koualou Area,0.0001084081480691,2020-07
TS,Tunisia,0.0001287788474786,2020-07
EG,Egypt,0.0001143125901086,2020-07
EG,Bir Tawil,0.0001018177155793,2020-07
SU,Halaib Triangle,0.0001076880339371,2020-07
ER,Eritrea,0.0001199081615554,2020-07
ET,Ethiopia,8.873447376695393e-05,2020-07
DJ,Djibouti,0.0001174335961032,2020-07
SO,Somalia,8.548188458606079e-05,2020-07
OD,South Sudan,0.0001185699581476,2020-07
UU,Abyei Area,0.0001442015432524,2020-07
KE,Kenya,0.0001107968129693,2020-07
UG,Uganda,0.0001315689050982,2020-07
TZ,Tanzania,0.0001395441504328,2020-07
MZ,Mozambique,9.839362257202717e-05,2020-07
CN,Comoros,6.75372086932784e-05,2020-07
MA,Madagascar,8.523504336137847e-05,2020-07
CV,Cabo Verde,7.169978924546403e-05,2020-07
WI,Western Sahara,8.471611837950315e-05,2020-07
MR,Mauritania,0.0001007293221814,2020-07
MO,Morocco,0.0001172773836766,2020-07
SP,Spain (Canary Is),6.880238341030848e-05,2020-07
PO,Portugal (Madeira Is),6.10366248604042e-05,2020-07
SP,Spain (Africa),0.0001736851950031,2020-07
AG,Algeria,0.0001020003111136,2020-07
ML,Mali,0.0001184887769995,2020-07
UV,Burkina Faso,0.00012882299234,2020-07
TO,Togo,9.762393280294556e-05,2020-07
GH,Ghana,9.320739881423374e-05,2020-07
IV,Cote d'Ivoire,9.103030485899796e-05,2020-07
GV,Guinea,0.0001044263543089,2020-07
SG,Senegal,0.0001266340660488,2020-07
GA,"Gambia, The",0.0001188778686998,2020-07
PU,Guinea-Bissau,0.0001117130141179,2020-07
SL,Sierra Leone,8.820856431158254e-05,2020-07
LI,Liberia,7.710827020627757e-05,2020-07
BN,Benin,0.0001071911813155,2020-07
NI,Nigeria,0.0001113127295256,2020-07
CM,Cameroon,9.635918508105872e-05,2020-07
EK,Equatorial Guinea,9.643646232840653e-05,2020-07
TP,Sao Tome & Principe,7.591538840753604e-05,2020-07
GB,Gabon,0.0001134835496868,2020-07
CF,Rep of the Congo,0.0001579214278018,2020-07
CT,Central African Rep,0.0001130882115677,2020-07
CG,Dem Rep of the Congo,0.0002001621845704,2020-07
CD,Chad,9.601542127228149e-05,2020-08
MI,Malawi,0.0001673107173014,2020-08
ZA,Zambia,0.000208495406356,2020-08
ZI,Zimbabwe,0.0001476778443926,2020-08
BC,Botswana,0.0001168173343511,2020-08
WA,Namibia,0.0001003090278356,2020-08
AO,Angola,0.0002195231487591,2020-08
BY,Burundi,0.0001770871272512,2020-08
RW,Rwanda,0.0001435555617312,2020-08
SF,South Africa,8.727803243831652e-05,2020-08
LT,Lesotho,9.116824234337512e-05,2020-08
WZ,Swaziland,0.0001659583719158,2020-08
MF,Mayotte,6.042611022613154e-05,2020-08
NG,Niger,9.930960599682657e-05,2020-08
SU,Sudan,0.0001050065427285,2020-08
LY,Libya,9.37437598226576e-05,2020-08
UU,Koualou Area,9.29135951865158e-05,2020-08
TS,Tunisia,0.0001159841488739,2020-08
EG,Egypt,0.0001159563195376,2020-08
EG,Bir Tawil,0.000103520426698,2020-08
SU,Halaib Triangle,0.0001054187766397,2020-08
ER,Eritrea,0.0001055360015167,2020-08
ET,Ethiopia,8.62917141463903e-05,2020-08
DJ,Djibouti,0.0001094792159615,2020-08
SO,Somalia,8.558537894112873e-05,2020-08
OD,South Sudan,9.858836965263004e-05,2020-08
UU,Abyei Area,9.510211605145806e-05,2020-08
KE,Kenya,9.46432046023835e-05,2020-08
UG,Uganda,0.0001137315376673,2020-08
TZ,Tanzania,0.0001461714857027,2020-08
MZ,Mozambique,0.0001660698685071,2020-08
CN,Comoros,6.562976676978196e-05,2020-08
MA,Madagascar,0.0001021931428893,2020-08
CV,Cabo Verde,6.452887951298718e-05,2020-08
WI,Western Sahara,8.250598982958602e-05,2020-08
MR,Mauritania,9.61758875729229e-05,2020-08
MO,Morocco,0.0001020455682411,2020-08
SP,Spain (Canary Is),6.634541644312131e-05,2020-08
PO,Portugal (Madeira Is),6.018508820734574e-05,2020-08
SP,Spain (Africa),0.0001213775694858,2020-08
AG,Algeria,9.196117937110783e-05,2020-08
ML,Mali,0.0001037903398395,2020-08
UV,Burkina Faso,9.878023441871943e-05,2020-08
TO,Togo,9.159925628637248e-05,2020-08
GH,Ghana,9.138813379318794e-05,2020-08
IV,Cote d'Ivoire,8.298605898059854e-05,2020-08
GV,Guinea,7.618935702247639e-05,2020-08
SG,Senegal,9.35466643838497e-05,2020-08
GA,"Gambia, The",8.684340068362497e-05,2020-08
PU,Guinea-Bissau,7.632142548925462e-05,2020-08
SL,Sierra Leone,6.656121800261211e-05,2020-08
LI,Liberia,6.41325700707878e-05,2020-08
BN,Benin,9.480994596997667e-05,2020-08
NI,Nigeria,0.0001023603709239,2020-08
CM,Cameroon,8.751586871801725e-05,2020-08
EK,Equatorial Guinea,9.32884436741652e-05,2020-08
TP,Sao Tome & Principe,7.775253694623481e-05,2020-08
GB,Gabon,0.0001113961951783,2020-08
CF,Rep of the Congo,0.0001408759056903,2020-08
CT,Central African Rep,9.69497396251696e-05,2020-08
CG,Dem Rep of the Congo,0.0001978819101173,2020-08
CD,Chad,9.953698699589637e-05,2020-09
MI,Malawi,0.0002044642686114,2020-09
ZA,Zambia,0.000236027585044,2020-09
ZI,Zimbabwe,0.0001658510636696,2020-09
BC,Botswana,0.0001455721941493,2020-09
WA,Namibia,0.0001180221679089,2020-09
AO,Angola,0.0002254635843579,2020-09
BY,Burundi,0.000177762482846,2020-09
RW,Rwanda,0.0001380536670676,2020-09
SF,South Africa,0.0001000582795394,2020-09
LT,Lesotho,9.123104128399652e-05,2020-09
WZ,Swaziland,0.0001411166146824,2020-09
MF,Mayotte,7.478191376239789e-05,2020-09
NG,Niger,9.441761187622415e-05,2020-09
SU,Sudan,0.0001106831690845,2020-09
LY,Libya,7.21269837961765e-05,2020-09
UU,Koualou Area,0.0001015479974075,2020-09
TS,Tunisia,8.202146752464508e-05,2020-09
EG,Egypt,9.56557747852076e-05,2020-09
EG,Bir Tawil,9.273214926664572e-05,2020-09
SU,Halaib Triangle,9.000984561287738e-05,2020-09
ER,Eritrea,0.0001082130230386,2020-09
ET,Ethiopia,8.588022735979318e-05,2020-09
DJ,Djibouti,0.0001091670404417,2020-09
SO,Somalia,8.144042739003508e-05,2020-09
OD,South Sudan,0.0001074670686323,2020-09
UU,Abyei Area,0.0001130489680372,2020-09
KE,Kenya,9.770671270583848e-05,2020-09
UG,Uganda,0.0001127156939446,2020-09
TZ,Tanzania,0.0001529146917819,2020-09
MZ,Mozambique,0.0001954247570853,2020-09
CN,Comoros,6.457558623362768e-05,2020-09
MA,Madagascar,0.000116376852462,2020-09
CV,Cabo Verde,6.201432794016337e-05,2020-09
WI,Western Sahara,6.732672707258954e-05,2020-09
MR,Mauritania,8.452541373349306e-05,2020-09
MO,Morocco,8.518533694718541e-05,2020-09
SP,Spain (Canary Is),6.190208582553502e-05,2020-09
PO,Portugal (Madeira Is),4.9731715841014126e-05,2020-09
SP,Spain (Africa),8.974835520609764e-05,2020-09
AG,Algeria,7.085149188852017e-05,2020-09
ML,Mali,9.87648711625592e-05,2020-09
UV,Burkina Faso,0.0001169069254249,2020-09
TO,Togo,0.0001079199522052,2020-09
GH,Ghana,0.0001007866442613,2020-09
IV,Cote d'Ivoire,8.801143372380712e-05,2020-09
GV,Guinea,0.000106478656848,2020-09
SG,Senegal,0.0001108857810029,2020-09
GA,"Gambia, The",0.0001050277202098,2020-09
PU,Guinea-Bissau,0.0001217825146824,2020-09
SL,Sierra Leone,9.26584023400064e-05,2020-09
LI,Liberia,8.131780192816304e-05,2020-09
BN,Benin,0.0001078533803262,2020-09
NI,Nigeria,0.0001096300816789,2020-09
CM,Cameroon,8.313022896546429e-05,2020-09
EK,Equatorial Guinea,7.03849223272799e-05,2020-09
TP,Sao Tome & Principe,9.472940556470805e-05,2020-09
GB,Gabon,9.085004792450152e-05,2020-09
CF,Rep of the Congo,0.000124800283054,2020-09
CT,Central African Rep,9.964451307081776e-05,2020-09
CG,Dem Rep of the Congo,0.0001802061852491,2020-09
CD,Chad,0.0001004668183904,2020-10
MI,Malawi,0.0002004917321242,2020-10
ZA,Zambia,0.0002138107813418,2020-10
ZI,Zimbabwe,0.0001710635511485,2020-10
BC,Botswana,0.000153450143225,2020-10
WA,Namibia,0.0001272276327674,2020-10
AO,Angola,0.0001898523574323,2020-10
BY,Burundi,0.0001590448958874,2020-10
RW,Rwanda,0.0001275198722672,2020-10
SF,South Africa,0.0001075634726889,2020-10
LT,Lesotho,9.805263861047872e-05,2020-10
WZ,Swaziland,0.0001630815947546,2020-10
MF,Mayotte,9.534051462270936e-05,2020-10
NG,Niger,8.202723683991902e-05,2020-10
SU,Sudan,0.0001029897216654,2020-10
LY,Libya,5.7333429545086296e-05,2020-10
UU,Koualou Area,0.0001199266796062,2020-10
TS,Tunisia,6.79128901269207e-05,2020-10
EG,Egypt,8.316150597483592e-05,2020-10
EG,Bir Tawil,7.829076044047147e-05,2020-10
SU,Halaib Triangle,7.664888049119746e-05,2020-10
ER,Eritrea,9.602321832095544e-05,2020-10
ET,Ethiopia,9.788126461947792e-05,2020-10
DJ,Djibouti,8.518244244455907e-05,2020-10
SO,Somalia,8.239236921585972e-05,2020-10
OD,South Sudan,0.000138696761994,2020-10
UU,Abyei Area,0.0001641024456261,2020-10
KE,Kenya,9.75367248578828e-05,2020-10
UG,Uganda,0.0001158026327924,2020-10
TZ,Tanzania,0.0001538722332526,2020-10
MZ,Mozambique,0.0001831192412494,2020-10
CN,Comoros,7.226332460528227e-05,2020-10
MA,Madagascar,0.0001322703536188,2020-10
CV,Cabo Verde,6.86428103314523e-05,2020-10
WI,Western Sahara,6.070224687781578e-05,2020-10
MR,Mauritania,7.268212224268751e-05,2020-10
MO,Morocco,7.555351863853815e-05,2020-10
SP,Spain (Canary Is),5.35453786555272e-05,2020-10
PO,Portugal (Madeira Is),4.4535472040700005e-05,2020-10
SP,Spain (Africa),8.567553993477264e-05,2020-10
AG,Algeria,6.149320223385445e-05,2020-10
ML,Mali,9.895001028433242e-05,2020-10
UV,Burkina Faso,0.000127604001077,2020-10
TO,Togo,0.0001281793340568,2020-10
GH,Ghana,0.000124105643588,2020-10
IV,Cote d'Ivoire,0.0001164377074894,2020-10
GV,Guinea,0.0001583172145306,2020-10
SG,Senegal,0.0001723188753496,2020-10
GA,"Gambia, The",0.0001663196235875,2020-10
PU,Guinea-Bissau,0.0001708516693744,2020-10
SL,Sierra Leone,0.0001314049169182,2020-10
LI,Liberia,0.0001073679855655,2020-10
BN,Benin,0.0001334838112685,2020-10
NI,Nigeria,0.0001405421306526,2020-10
CM,Cameroon,0.0001105407672148,2020-10
EK,Equatorial Guinea,8.293567483003855e-05,2020-10
TP,Sao Tome & Principe,9.212074437403278e-05,2020-10
GB,Gabon,9.25605860857805e-05,2020-10
CF,Rep of the Congo,0.0001111587489387,2020-10
CT,Central African Rep,0.0001272527459737,2020-10
CG,Dem Rep of the Congo,0.0001537404793846,2020-10
CD,Chad,8.637582296682336e-05,2020-11
MI,Malawi,0.0001707146670032,2020-11
ZA,Zambia,0.0001752465829853,2020-11
ZI,Zimbabwe,0.0001579852628561,2020-11
BC,Botswana,0.0001438782611422,2020-11
WA,Namibia,0.0001086641521622,2020-11
AO,Angola,0.0001379707415079,2020-11
BY,Burundi,0.000101680398711,2020-11
RW,Rwanda,8.837033546097873e-05,2020-11
SF,South Africa,0.0001005880694948,2020-11
LT,Lesotho,7.455429410939952e-05,2020-11
WZ,Swaziland,0.0001789933557159,2020-11
MF,Mayotte,7.671239639377611e-05,2020-11
NG,Niger,6.330808245268712e-05,2020-11
SU,Sudan,8.240870363230361e-05,2020-11
LY,Libya,4.6925261634532286e-05,2020-11
UU,Koualou Area,0.0001739731904214,2020-11
TS,Tunisia,5.9693617671650405e-05,2020-11
EG,Egypt,5.742783915931936e-05,2020-11
EG,Bir Tawil,6.053588860632076e-05,2020-11
SU,Halaib Triangle,5.637289557517975e-05,2020-11
ER,Eritrea,9.21302508367656e-05,2020-11
ET,Ethiopia,0.0001046869735297,2020-11
DJ,Djibouti,8.12463434317025e-05,2020-11
SO,Somalia,7.497444439954247e-05,2020-11
OD,South Sudan,0.0001616106777421,2020-11
UU,Abyei Area,0.0001760408134732,2020-11
KE,Kenya,8.316746286490038e-05,2020-11
UG,Uganda,0.0001214832951165,2020-11
TZ,Tanzania,0.0001128367306181,2020-11
MZ,Mozambique,0.0001708245391918,2020-11
CN,Comoros,7.099592412740343e-05,2020-11
MA,Madagascar,0.0001401149351774,2020-11
CV,Cabo Verde,6.395330003762197e-05,2020-11
WI,Western Sahara,5.065429761974466e-05,2020-11
MR,Mauritania,5.911010211899236e-05,2020-11
MO,Morocco,6.417918556805492e-05,2020-11
SP,Spain (Canary Is),5.161650119615027e-05,2020-11
PO,Portugal (Madeira Is),4.910095531503028e-05,2020-11
SP,Spain (Africa),5.967468739675915e-05,2020-11
AG,Algeria,5.305377244570855e-05,2020-11
ML,Mali,8.19270175212791e-05,2020-11
UV,Burkina Faso,0.0001362122001616,2020-11
TO,Togo,0.0001780824752333,2020-11
GH,Ghana,0.0001773076679458,2020-11
IV,Cote d'Ivoire,0.0001590242891837,2020-11
GV,Guinea,0.000198159835062,2020-11
SG,Senegal,0.0001775040509757,2020-11
GA,"Gambia, The",0.0001866936552926,2020-11
PU,Guinea-Bissau,0.0002025317917017,2020-11
SL,Sierra Leone,0.0001639412796173,2020-11
LI,Liberia,0.0001365533648913,2020-11
BN,Benin,0.0001619669835936,2020-11
NI,Nigeria,0.0001554554541379,2020-11
CM,Cameroon,0.0001469984613957,2020-11
EK,Equatorial Guinea,0.000117362740202,2020-11
TP,Sao Tome & Principe,0.0001065709440362,2020-11
GB,Gabon,0.0001181943747368,2020-11
CF,Rep of the Congo,0.00013186375348,2020-11
CT,Central African Rep,0.0001673561237163,2020-11
CG,Dem Rep of the Congo,0.0001429506380882,2020-11
CD,Chad,0.0001183165840604,2020-12
MI,Malawi,0.0001597038091825,2020-12
ZA,Zambia,0.0001366166944691,2020-12
ZI,Zimbabwe,0.0001502049031228,2020-12
BC,Botswana,0.000177108183931,2020-12
WA,Namibia,0.000160728788668,2020-12
AO,Angola,0.0001595723096242,2020-12
BY,Burundi,0.0001261294966581,2020-12
RW,Rwanda,0.0001251984647468,2020-12
SF,South Africa,0.0001402017749502,2020-12
LT,Lesotho,0.0001003257952787,2020-12
WZ,Swaziland,0.0001763002424214,2020-12
MF,Mayotte,7.999936773616809e-05,2020-12
NG,Niger,9.197787744061236e-05,2020-12
SU,Sudan,0.0001106412477246,2020-12
LY,Libya,7.62588272964868e-05,2020-12
UU,Koualou Area,0.0002598711351359,2020-12
TS,Tunisia,8.381925618455975e-05,2020-12
EG,Egypt,9.072770695207064e-05,2020-12
EG,Bir Tawil,8.640594638242105e-05,2020-12
SU,Halaib Triangle,8.179548553616844e-05,2020-12
ER,Eritrea,0.0001232514562431,2020-12
ET,Ethiopia,0.0001558049604699,2020-12
DJ,Djibouti,0.0001070811211342,2020-12
SO,Somalia,0.0001140846111455,2020-12
OD,South Sudan,0.0002288448207564,2020-12
UU,Abyei Area,0.0001941105031512,2020-12
KE,Kenya,0.0001345412287644,2020-12
UG,Uganda,0.0001874243540399,2020-12
TZ,Tanzania,0.0001330611647857,2020-12
MZ,Mozambique,0.0001543376608438,2020-12
CN,Comoros,9.393530316834607e-05,2020-12
MA,Madagascar,0.0001278187100423,2020-12
CV,Cabo Verde,8.53416803323553e-05,2020-12
WI,Western Sahara,7.727172255657818e-05,2020-12
MR,Mauritania,9.470117750603527e-05,2020-12
MO,Morocco,8.953378697380254e-05,2020-12
SP,Spain (Canary Is),6.609370420565458e-05,2020-12
PO,Portugal (Madeira Is),5.996911089893758e-05,2020-12
SP,Spain (Africa),8.403619811355274e-05,2020-12
AG,Algeria,7.933166627970762e-05,2020-12
ML,Mali,0.0001154661206781,2020-12
UV,Burkina Faso,0.0001748130756615,2020-12
TO,Togo,0.0002514500967411,2020-12
GH,Ghana,0.0002684171414709,2020-12
IV,Cote d'Ivoire,0.0002362644322779,2020-12
GV,Guinea,0.0002590092813903,2020-12
SG,Senegal,0.0001998172164961,2020-12
GA,"Gambia, The",0.0002033296627128,2020-12
PU,Guinea-Bissau,0.0002537592693978,2020-12
SL,Sierra Leone,0.0002425742876336,2020-12
LI,Liberia,0.0001983904629971,2020-12
BN,Benin,0.0002170635734155,2020-12
NI,Nigeria,0.0002165668315249,2020-12
CM,Cameroon,0.0002401588816337,2020-12
EK,Equatorial Guinea,0.0001878114278262,2020-12
TP,Sao Tome & Principe,0.0001389269257377,2020-12
GB,Gabon,0.0001910300417159,2020-12
CF,Rep of the Congo,0.0002234143165403,2020-12
CT,Central African Rep,0.000270048733611,2020-12
CG,Dem Rep of the Congo,0.000188710942822,2020-12
CD,Chad,7.842391473624514e-05,2021-01
MI,Malawi,0.000107994669122,2021-01
ZA,Zambia,9.669124479917212e-05,2021-01
ZI,Zimbabwe,9.594213202193048e-05,2021-01
BC,Botswana,0.0001158569689685,2021-01
WA,Namibia,0.0001069064172884,2021-01
AO,Angola,0.0001207052199447,2021-01
BY,Burundi,0.0001044857681524,2021-01
RW,Rwanda,0.0001105549260706,2021-01
SF,South Africa,0.0001110557693329,2021-01
LT,Lesotho,8.17651418431854e-05,2021-01
WZ,Swaziland,0.0001203543648712,2021-01
MF,Mayotte,9.672765504492048e-05,2021-01
NG,Niger,5.272514460803152e-05,2021-01
SU,Sudan,7.000646038705856e-05,2021-01
LY,Libya,4.001521435557792e-05,2021-01
UU,Koualou Area,0.0001693581609174,2021-01
TS,Tunisia,4.918537318339816e-05,2021-01
EG,Egypt,4.5999092232198405e-05,2021-01
EG,Bir Tawil,4.374842698545789e-05,2021-01
SU,Halaib Triangle,4.721022469902549e-05,2021-01
ER,Eritrea,8.546091268193679e-05,2021-01
ET,Ethiopia,0.0001210934942466,2021-01
DJ,Djibouti,7.49031783793057e-05,2021-01
SO,Somalia,8.335032948206627e-05,2021-01
OD,South Sudan,0.0001908820724479,2021-01
UU,Abyei Area,0.0001434965316943,2021-01
KE,Kenya,9.96845362299722e-05,2021-01
UG,Uganda,0.0001610579169556,2021-01
TZ,Tanzania,9.391774206668332e-05,2021-01
MZ,Mozambique,0.0001122993660517,2021-01
CN,Comoros,8.003626839344617e-05,2021-01
MA,Madagascar,0.0001018637440182,2021-01
CV,Cabo Verde,5.622974814675572e-05,2021-01
WI,Western Sahara,3.939071701086363e-05,2021-01
MR,Mauritania,4.866813264260896e-05,2021-01
MO,Morocco,4.723183942033795e-05,2021-01
SP,Spain (Canary Is),4.262060826394375e-05,2021-01
PO,Portugal (Madeira Is),4.194957763118777e-05,2021-01
SP,Spain (Africa),4.0226877877324326e-05,2021-01
AG,Algeria,4.270601606150154e-05,2021-01
ML,Mali,6.792131762873408e-05,2021-01
UV,Burkina Faso,0.0001229308490243,2021-01
TO,Togo,0.0002303100648009,2021-01
GH,Ghana,0.0002350096600225,2021-01
IV,Cote d'Ivoire,0.0002067162403203,2021-01
GV,Guinea,0.0002294643868777,2021-01
SG,Senegal,0.0001229583690571,2021-01
GA,"Gambia, The",0.0001440402056042,2021-01
PU,Guinea-Bissau,0.0001957616095404,2021-01
SL,Sierra Leone,0.0002641347837078,2021-01
LI,Liberia,0.0001908160051985,2021-01
BN,Benin,0.0001973304670625,2021-01
NI,Nigeria,0.0001917107399218,2021-01
CM,Cameroon,0.0002125919359319,2021-01
EK,Equatorial Guinea,0.0001818209955657,2021-01
TP,Sao Tome & Principe,0.0001401658837778,2021-01
GB,Gabon,0.000175653090319,2021-01
CF,Rep of the Congo,0.0001928012250019,2021-01
CT,Central African Rep,0.000237305701693,2021-01
CG,Dem Rep of the Congo,0.0001722210931806,2021-01
CD,Chad,8.90249667139641e-05,2021-02
MI,Malawi,0.000126825808833,2021-02
ZA,Zambia,0.0001169932495772,2021-02
ZI,Zimbabwe,0.0001037572316876,2021-02
BC,Botswana,0.0001084192422053,2021-02
WA,Namibia,0.0001041512129479,2021-02
AO,Angola,0.0001297545731696,2021-02
BY,Burundi,0.0001398456062137,2021-02
RW,Rwanda,0.0001439717834826,2021-02
SF,South Africa,0.0001071479196363,2021-02
LT,Lesotho,9.300451754022706e-05,2021-02
WZ,Swaziland,0.0001120290288385,2021-02
MF,Mayotte,7.438724507964655e-05,2021-02
NG,Niger,5.603010780980483e-05,2021-02
SU,Sudan,8.203545897812227e-05,2021-02
LY,Libya,3.876594797490111e-05,2021-02
UU,Koualou Area,0.0002039960936259,2021-02
TS,Tunisia,4.822899969598299e-05,2021-02
EG,Egypt,5.096605871133686e-05,2021-02
EG,Bir Tawil,4.93889445939656e-05,2021-02
SU,Halaib Triangle,5.3019389538126414e-05,2021-02
ER,Eritrea,9.866237577542363e-05,2021-02
ET,Ethiopia,0.0001377212466377,2021-02
DJ,Djibouti,8.568100623508011e-05,2021-02
SO,Somalia,9.21109994463451e-05,2021-02
OD,South Sudan,0.0001985103832708,2021-02
