country_co,country_na,mean,month
MI,Malawi,0.0001927687404542,2021-11
ZA,Zambia,0.0001833512780772,2021-11
ZI,Zimbabwe,0.0001531061138957,2021-11
BC,Botswana,0.0001366704747331,2021-11
WA,Namibia,9.666801004480984e-05,2021-11
AO,Angola,0.0001463337467823,2021-11
BY,Burundi,0.0001275795647131,2021-11
RW,Rwanda,0.0001122331172007,2021-11
SF,South Africa,8.930903762171317e-05,2021-11
LT,Lesotho,8.123735855885682e-05,2021-11
WZ,Swaziland,0.0001631039165052,2021-11
MF,Mayotte,9.95308022307263e-05,2021-11
NG,Niger,6.221951585142754e-05,2021-11
SU,Sudan,7.90727343881194e-05,2021-11
LY,Libya,4.950642519771605e-05,2021-11
UU,Koualou Area,0.0001086960408413,2021-11
TS,Tunisia,5.987289203992007e-05,2021-11
EG,Egypt,6.373736815030423e-05,2021-11
EG,Bir Tawil,5.620526305117892e-05,2021-11
SU,Halaib Triangle,5.926573801599236e-05,2021-11
ER,Eritrea,7.987170742710046e-05,2021-11
ET,Ethiopia,9.739615856749076e-05,2021-11
DJ,Djibouti,7.436308375822841e-05,2021-11
SO,Somalia,7.088822303574625e-05,2021-11
OD,South Sudan,0.0001655050552069,2021-11
UU,Abyei Area,0.0001810124187076,2021-11
KE,Kenya,9.69167686629986e-05,2021-11
UG,Uganda,0.0001505699613329,2021-11
TZ,Tanzania,0.0001409594755712,2021-11
MZ,Mozambique,0.0001713465001087,2021-11
CN,Comoros,8.625535631361367e-05,2021-11
MA,Madagascar,0.0001363975782305,2021-11
CV,Cabo Verde,6.727078447451169e-05,2021-11
WI,Western Sahara,4.95238245387618e-05,2021-11
MR,Mauritania,6.175654548967665e-05,2021-11
MO,Morocco,6.009028799020609e-05,2021-11
SP,Spain (Canary Is),5.216334879458619e-05,2021-11
PO,Portugal (Madeira Is),5.350032197145404e-05,2021-11
SP,Spain (Africa),6.783519651457266e-05,2021-11
AG,Algeria,5.247852602934266e-05,2021-11
ML,Mali,8.281455282458011e-05,2021-11
UV,Burkina Faso,0.0001359140433368,2021-11
TO,Togo,0.0001602999944166,2021-11
GH,Ghana,0.0001642388592098,2021-11
IV,Cote d'Ivoire,0.0001460934067301,2021-11
GV,Guinea,0.0001785570556064,2021-11
SG,Senegal,0.0001732280534656,2021-11
GA,"Gambia, The",0.0001837430097958,2021-11
PU,Guinea-Bissau,0.0001975170255922,2021-11
SL,Sierra Leone,0.0001550215637864,2021-11
LI,Liberia,0.0001272778800409,2021-11
BN,Benin,0.0001624321040678,2021-11
NI,Nigeria,0.0001580268023998,2021-11
CM,Cameroon,0.0001472071916978,2021-11
EK,Equatorial Guinea,0.0001204065235237,2021-11
TP,Sao Tome & Principe,0.0001109296461349,2021-11
GB,Gabon,0.000115926507368,2021-11
CF,Rep of the Congo,0.0001298616903939,2021-11
CT,Central African Rep,0.00017386113235,2021-11
CG,Dem Rep of the Congo,0.0001527993432652,2021-11
CD,Chad,8.087687403600949e-05,2021-12
MI,Malawi,0.0001372229696318,2021-12
ZA,Zambia,0.0001443173972432,2021-12
ZI,Zimbabwe,0.0001407780184164,2021-12
BC,Botswana,0.0001232788614522,2021-12
WA,Namibia,9.047263458915352e-05,2021-12
AO,Angola,0.0001209024809149,2021-12
BY,Burundi,9.354276593685228e-05,2021-12
RW,Rwanda,9.756500680941374e-05,2021-12
SF,South Africa,9.121032178804424e-05,2021-12
LT,Lesotho,6.424468803802493e-05,2021-12
WZ,Swaziland,0.000143172143282,2021-12
MF,Mayotte,8.456569371155334e-05,2021-12
NG,Niger,5.072077435537917e-05,2021-12
SU,Sudan,7.426992731878818e-05,2021-12
LY,Libya,4.118294480510844e-05,2021-12
UU,Koualou Area,0.0001943708508676,2021-12
TS,Tunisia,5.220073480221506e-05,2021-12
EG,Egypt,5.157808424048895e-05,2021-12
EG,Bir Tawil,5.218770530932568e-05,2021-12
SU,Halaib Triangle,5.211318948015688e-05,2021-12
ER,Eritrea,8.269192541428292e-05,2021-12
ET,Ethiopia,0.0001050586001212,2021-12
DJ,Djibouti,6.540275506009493e-05,2021-12
SO,Somalia,6.579631816128538e-05,2021-12
OD,South Sudan,0.0002057956365909,2021-12
UU,Abyei Area,0.0001575113796698,2021-12
KE,Kenya,8.325695688306752e-05,2021-12
UG,Uganda,0.0001544900665568,2021-12
TZ,Tanzania,0.0001012948958599,2021-12
MZ,Mozambique,0.0001450066086921,2021-12
CN,Comoros,7.48412857300249e-05,2021-12
MA,Madagascar,0.0001149872942299,2021-12
CV,Cabo Verde,6.356100035008289e-05,2021-12
WI,Western Sahara,4.200061901571546e-05,2021-12
MR,Mauritania,5.035735927591579e-05,2021-12
MO,Morocco,5.592527713986196e-05,2021-12
SP,Spain (Canary Is),4.3131455600939073e-05,2021-12
PO,Portugal (Madeira Is),3.802630837379648e-05,2021-12
SP,Spain (Africa),4.494554330050407e-05,2021-12
AG,Algeria,4.633747840766267e-05,2021-12
ML,Mali,6.635399115239381e-05,2021-12
UV,Burkina Faso,0.0001105027877142,2021-12
TO,Togo,0.0001949953221262,2021-12
GH,Ghana,0.0002076191599664,2021-12
IV,Cote d'Ivoire,0.0001883101045428,2021-12
GV,Guinea,0.0002001206182477,2021-12
SG,Senegal,0.0001348123884314,2021-12
GA,"Gambia, The",0.0001500751529228,2021-12
PU,Guinea-Bissau,0.0002041459020714,2021-12
SL,Sierra Leone,0.0002036802656184,2021-12
LI,Liberia,0.0001730813556053,2021-12
BN,Benin,0.0001704550883541,2021-12
NI,Nigeria,0.0001620709002386,2021-12
CM,Cameroon,0.0001979633059668,2021-12
EK,Equatorial Guinea,0.0001614504196257,2021-12
TP,Sao Tome & Principe,0.0001046725086061,2021-12
GB,Gabon,0.0001551762628916,2021-12
CF,Rep of the Congo,0.0001708173717633,2021-12
CT,Central African Rep,0.0002165400134813,2021-12
CG,Dem Rep of the Congo,0.0001600063957316,2021-12
CD,Chad,7.798985608692023e-05,2022-01
MI,Malawi,0.0001042010282957,2022-01
ZA,Zambia,9.67992253064655e-05,2022-01
ZI,Zimbabwe,8.306005383158148e-05,2022-01
BC,Botswana,0.0001028815491298,2022-01
WA,Namibia,9.906480127894398e-05,2022-01
AO,Angola,0.0001198774112248,2022-01
BY,Burundi,0.0001122402340085,2022-01
RW,Rwanda,0.0001238035706918,2022-01
SF,South Africa,9.358563749878684e-05,2022-01
LT,Lesotho,7.436026267617328e-05,2022-01
WZ,Swaziland,8.327328888748522e-05,2022-01
MF,Mayotte,0.0001018822936659,2022-01
NG,Niger,4.8983992884315e-05,2022-01
SU,Sudan,7.418389955969128e-05,2022-01
LY,Libya,3.42802687316616e-05,2022-01
UU,Koualou Area,0.000162811084056,2022-01
TS,Tunisia,4.15345728623369e-05,2022-01
EG,Egypt,3.96560592853519e-05,2022-01
EG,Bir Tawil,4.473610299039181e-05,2022-01
SU,Halaib Triangle,4.374859498392316e-05,2022-01
ER,Eritrea,8.430169559737696e-05,2022-01
ET,Ethiopia,0.0001120761747143,2022-01
DJ,Djibouti,7.186103060405531e-05,2022-01
SO,Somalia,7.563119478475668e-05,2022-01
OD,South Sudan,0.0002046043367321,2022-01
UU,Abyei Area,0.0001497496453115,2022-01
KE,Kenya,0.0001025560115331,2022-01
UG,Uganda,0.0001827773046356,2022-01
TZ,Tanzania,0.0001150589070403,2022-01
MZ,Mozambique,9.619683456312412e-05,2022-01
CN,Comoros,9.728043435304363e-05,2022-01
MA,Madagascar,9.840967651233066e-05,2022-01
CV,Cabo Verde,5.310605391051108e-05,2022-01
WI,Western Sahara,4.0234184358609536e-05,2022-01
MR,Mauritania,4.832225308614384e-05,2022-01
MO,Morocco,4.759906415551052e-05,2022-01
SP,Spain (Canary Is),4.084907692274548e-05,2022-01
PO,Portugal (Madeira Is),3.272218270599865e-05,2022-01
SP,Spain (Africa),3.748426388215401e-05,2022-01
AG,Algeria,3.987607867598262e-05,2022-01
ML,Mali,6.141862860684823e-05,2022-01
UV,Burkina Faso,0.0001048383688409,2022-01
TO,Togo,0.000220809748399,2022-01
GH,Ghana,0.0002415843424896,2022-01
IV,Cote d'Ivoire,0.0002121583284752,2022-01
GV,Guinea,0.0002213892980085,2022-01
SG,Senegal,0.0001227740590118,2022-01
GA,"Gambia, The",0.0001418185983628,2022-01
PU,Guinea-Bissau,0.000187340455252,2022-01
SL,Sierra Leone,0.0002706456846204,2022-01
LI,Liberia,0.0002143450389291,2022-01
BN,Benin,0.0001909050188179,2022-01
NI,Nigeria,0.0001987429840448,2022-01
CM,Cameroon,0.0002148382932927,2022-01
EK,Equatorial Guinea,0.0001731529299209,2022-01
TP,Sao Tome & Principe,0.0001205231662767,2022-01
GB,Gabon,0.0001841921241811,2022-01
CF,Rep of the Congo,0.0002131634076483,2022-01
CT,Central African Rep,0.0002331416483378,2022-01
CG,Dem Rep of the Congo,0.0001822662827476,2022-01
CD,Chad,7.952652319932624e-05,2022-02
MI,Malawi,9.10205127391566e-05,2022-02
ZA,Zambia,8.835681856864268e-05,2022-02
ZI,Zimbabwe,9.87645231435304e-05,2022-02
BC,Botswana,0.0001210592296268,2022-02
WA,Namibia,0.0001093008248335,2022-02
AO,Angola,0.0001176931688127,2022-02
BY,Burundi,0.0001289323548589,2022-02
RW,Rwanda,0.000139880090442,2022-02
SF,South Africa,0.000109771639875,2022-02
LT,Lesotho,7.74965647136996e-05,2022-02
WZ,Swaziland,0.0001250205910393,2022-02
MF,Mayotte,5.860589380608059e-05,2022-02
NG,Niger,5.547401517243853e-05,2022-02
SU,Sudan,7.292368034576457e-05,2022-02
LY,Libya,3.468113760709486e-05,2022-02
UU,Koualou Area,0.0002105297598467,2022-02
TS,Tunisia,4.588712512162339e-05,2022-02
EG,Egypt,4.4816409823003325e-05,2022-02
EG,Bir Tawil,4.337173590731443e-05,2022-02
SU,Halaib Triangle,4.509537000433568e-05,2022-02
ER,Eritrea,9.013243329575297e-05,2022-02
ET,Ethiopia,0.0001262360559402,2022-02
DJ,Djibouti,7.203412067564472e-05,2022-02
SO,Somalia,7.477933308084976e-05,2022-02
OD,South Sudan,0.0001903645921801,2022-02
UU,Abyei Area,0.0001351309265867,2022-02
KE,Kenya,0.0001131234583425,2022-02
UG,Uganda,0.0001902499291871,2022-02
TZ,Tanzania,0.0001059261590688,2022-02
MZ,Mozambique,9.476555449937444e-05,2022-02
CN,Comoros,8.535935628516483e-05,2022-02
MA,Madagascar,8.692951689899916e-05,2022-02
CV,Cabo Verde,5.494483273903824e-05,2022-02
WI,Western Sahara,4.180765271655566e-05,2022-02
MR,Mauritania,5.427459870083322e-05,2022-02
MO,Morocco,5.380798384945678e-05,2022-02
SP,Spain (Canary Is),4.076840006781338e-05,2022-02
PO,Portugal (Madeira Is),3.172108367538788e-05,2022-02
SP,Spain (Africa),5.1552804291626976e-05,2022-02
AG,Algeria,4.345353352162727e-05,2022-02
ML,Mali,7.699137901403784e-05,2022-02
UV,Burkina Faso,0.0001297201786661,2022-02
TO,Togo,0.0002349837104693,2022-02
GH,Ghana,0.0002230379151551,2022-02
IV,Cote d'Ivoire,0.0002051987031433,2022-02
GV,Guinea,0.0002381251231711,2022-02
SG,Senegal,0.0001282531052488,2022-02
GA,"Gambia, The",0.0001513619529314,2022-02
PU,Guinea-Bissau,0.000211296137583,2022-02
SL,Sierra Leone,0.0002744363913363,2022-02
LI,Liberia,0.0002061809015471,2022-02
BN,Benin,0.0002182696235655,2022-02
NI,Nigeria,0.0001910087965385,2022-02
CM,Cameroon,0.0002314393220282,2022-02
EK,Equatorial Guinea,0.0001945964339849,2022-02
TP,Sao Tome & Principe,0.0001404969927298,2022-02
GB,Gabon,0.0002031028695794,2022-02
CF,Rep of the Congo,0.0002309472217772,2022-02
CT,Central African Rep,0.0002333525543388,2022-02
CG,Dem Rep of the Congo,0.0001942904975547,2022-02
CD,Chad,0.000100174383679,2022-03
MI,Malawi,9.98187169624376e-05,2022-03
ZA,Zambia,9.880890686944408e-05,2022-03
ZI,Zimbabwe,0.0001032572001,2022-03
BC,Botswana,0.0001150175490966,2022-03
WA,Namibia,9.691557525311022e-05,2022-03
AO,Angola,0.0001171720307455,2022-03
BY,Burundi,0.000114080145147,2022-03
RW,Rwanda,0.0001085968638216,2022-03
SF,South Africa,9.728985989772769e-05,2022-03
LT,Lesotho,8.461058912046808e-05,2022-03
WZ,Swaziland,0.0001201763501444,2022-03
MF,Mayotte,0.0001040092738857,2022-03
NG,Niger,7.559817445326099e-05,2022-03
SU,Sudan,8.464794724547634e-05,2022-03
LY,Libya,3.9812439698936845e-05,2022-03
UU,Koualou Area,0.000204835246121,2022-03
TS,Tunisia,4.542032034677855e-05,2022-03
EG,Egypt,5.034784670225112e-05,2022-03
EG,Bir Tawil,5.358499286040837e-05,2022-03
SU,Halaib Triangle,5.765610688026274e-05,2022-03
ER,Eritrea,8.80095463235613e-05,2022-03
ET,Ethiopia,0.0001234831656815,2022-03
DJ,Djibouti,8.2604636387797e-05,2022-03
SO,Somalia,8.50956852524792e-05,2022-03
OD,South Sudan,0.0001991069162252,2022-03
UU,Abyei Area,0.0001631002094621,2022-03
KE,Kenya,0.000101354722379,2022-03
UG,Uganda,0.0001519636757503,2022-03
TZ,Tanzania,9.772862383220726e-05,2022-03
MZ,Mozambique,9.719868556225432e-05,2022-03
CN,Comoros,7.528937917054397e-05,2022-03
MA,Madagascar,8.396547565856458e-05,2022-03
CV,Cabo Verde,4.73896812121307e-05,2022-03
WI,Western Sahara,4.504732180890597e-05,2022-03
MR,Mauritania,6.153688563525653e-05,2022-03
MO,Morocco,4.723840708851717e-05,2022-03
SP,Spain (Canary Is),3.1576220939315485e-05,2022-03
PO,Portugal (Madeira Is),2.1491812896380385e-05,2022-03
SP,Spain (Africa),4.700945004254878e-05,2022-03
AG,Algeria,4.525323289945557e-05,2022-03
ML,Mali,9.7211988078073e-05,2022-03
UV,Burkina Faso,0.0001566292236355,2022-03
TO,Togo,0.0002241143250531,2022-03
GH,Ghana,0.0002164980699923,2022-03
IV,Cote d'Ivoire,0.0002123743712852,2022-03
GV,Guinea,0.0002443968781266,2022-03
SG,Senegal,0.0001330906158986,2022-03
GA,"Gambia, The",0.0001486991859789,2022-03
PU,Guinea-Bissau,0.0002231095056982,2022-03
SL,Sierra Leone,0.0002688970487446,2022-03
LI,Liberia,0.0002001221234335,2022-03
BN,Benin,0.0002258630799409,2022-03
NI,Nigeria,0.0002026785870738,2022-03
CM,Cameroon,0.0002261722590378,2022-03
EK,Equatorial Guinea,0.0002055036791015,2022-03
TP,Sao Tome & Principe,0.0001604872048211,2022-03
GB,Gabon,0.0001965879175778,2022-03
CF,Rep of the Congo,0.0002128983984938,2022-03
CT,Central African Rep,0.0002478747944723,2022-03
CG,Dem Rep of the Congo,0.0001924145017574,2022-03
CD,Chad,0.000125528787428,2022-04
MI,Malawi,9.153186113087496e-05,2022-04
ZA,Zambia,9.263892345627376e-05,2022-04
ZI,Zimbabwe,9.321145289466755e-05,2022-04
BC,Botswana,9.326008404608572e-05,2022-04
WA,Namibia,8.748273663708312e-05,2022-04
AO,Angola,0.0001074645493928,2022-04
BY,Burundi,9.878878300686633e-05,2022-04
RW,Rwanda,9.719503238086488e-05,2022-04
SF,South Africa,8.202399556510309e-05,2022-04
LT,Lesotho,7.475015243910462e-05,2022-04
WZ,Swaziland,0.0001293832935166,2022-04
MF,Mayotte,6.439322861855107e-05,2022-04
NG,Niger,8.992110641982264e-05,2022-04
SU,Sudan,9.810915735780867e-05,2022-04
LY,Libya,4.890575328038796e-05,2022-04
UU,Koualou Area,0.000208478525532,2022-04
TS,Tunisia,5.015445871422109e-05,2022-04
EG,Egypt,6.029541435524742e-05,2022-04
EG,Bir Tawil,6.311361556459934e-05,2022-04
SU,Halaib Triangle,5.948811625108821e-05,2022-04
ER,Eritrea,9.304704583746871e-05,2022-04
ET,Ethiopia,0.0001174959346445,2022-04
DJ,Djibouti,9.659607101817964e-05,2022-04
SO,Somalia,9.016720016885048e-05,2022-04
OD,South Sudan,0.0001784425845592,2022-04
UU,Abyei Area,0.0002106336094463,2022-04
KE,Kenya,0.0001052823839738,2022-04
UG,Uganda,0.0001297298105091,2022-04
TZ,Tanzania,9.417809185965974e-05,2022-04
MZ,Mozambique,8.667746077045663e-05,2022-04
CN,Comoros,6.546762753327894e-05,2022-04
MA,Madagascar,8.41672156136691e-05,2022-04
CV,Cabo Verde,5.812269721063951e-05,2022-04
WI,Western Sahara,4.980359375124242e-05,2022-04
MR,Mauritania,6.761353468473741e-05,2022-04
MO,Morocco,4.624036745823674e-05,2022-04
SP,Spain (Canary Is),4.21646833129737e-05,2022-04
PO,Portugal (Madeira Is),2.749656497980051e-05,2022-04
SP,Spain (Africa),3.280033869712337e-05,2022-04
AG,Algeria,4.842132421790199e-05,2022-04
ML,Mali,0.0001020684073876,2022-04
UV,Burkina Faso,0.000200544910818,2022-04
TO,Togo,0.000195161064785,2022-04
GH,Ghana,0.0001964764262194,2022-04
IV,Cote d'Ivoire,0.0001983164517021,2022-04
GV,Guinea,0.0002446535262121,2022-04
SG,Senegal,0.000132276387374,2022-04
GA,"Gambia, The",0.0001423758085471,2022-04
PU,Guinea-Bissau,0.0001970038443994,2022-04
SL,Sierra Leone,0.0002469972791781,2022-04
LI,Liberia,0.0001691677495403,2022-04
BN,Benin,0.0002112005480456,2022-04
NI,Nigeria,0.0002043033368336,2022-04
CM,Cameroon,0.0001753899891604,2022-04
EK,Equatorial Guinea,0.0001414442684523,2022-04
TP,Sao Tome & Principe,0.0001125769975262,2022-04
GB,Gabon,0.0001350463373621,2022-04
CF,Rep of the Congo,0.0001484782611829,2022-04
CT,Central African Rep,0.0002096964034898,2022-04
CG,Dem Rep of the Congo,0.0001550368787652,2022-04
CD,Chad,0.0001234247364389,2022-05
MI,Malawi,9.488776152738e-05,2022-05
ZA,Zambia,0.000108095284884,2022-05
ZI,Zimbabwe,9.957287692599065e-05,2022-05
BC,Botswana,9.726661942421002e-05,2022-05
WA,Namibia,9.192996884937088e-05,2022-05
AO,Angola,0.000150730762549,2022-05
BY,Burundi,0.0001082298307332,2022-05
RW,Rwanda,0.0001107633138574,2022-05
SF,South Africa,8.455421915542333e-05,2022-05
LT,Lesotho,7.752062096692837e-05,2022-05
WZ,Swaziland,0.0001101266225561,2022-05
MF,Mayotte,7.020902546985077e-05,2022-05
NG,Niger,9.809735868860947e-05,2022-05
SU,Sudan,0.0001066908560887,2022-05
LY,Libya,6.443510842242344e-05,2022-05
UU,Koualou Area,0.0001595139394183,2022-05
TS,Tunisia,7.395672858316702e-05,2022-05
EG,Egypt,8.14124737225299e-05,2022-05
EG,Bir Tawil,7.174063803678274e-05,2022-05
SU,Halaib Triangle,7.570450357628928e-05,2022-05
ER,Eritrea,9.429412939310227e-05,2022-05
ET,Ethiopia,0.0001069143245994,2022-05
DJ,Djibouti,9.412918641718572e-05,2022-05
SO,Somalia,8.507300087301094e-05,2022-05
OD,South Sudan,0.0001670614517439,2022-05
UU,Abyei Area,0.0001903948739555,2022-05
KE,Kenya,9.505854126442783e-05,2022-05
UG,Uganda,0.0001167525963801,2022-05
TZ,Tanzania,9.731315110785626e-05,2022-05
MZ,Mozambique,8.349227494422539e-05,2022-05
CN,Comoros,6.728577308187968e-05,2022-05
MA,Madagascar,8.124979197267797e-05,2022-05
CV,Cabo Verde,6.38617582734625e-05,2022-05
WI,Western Sahara,6.634240182569579e-05,2022-05
MR,Mauritania,8.023738123237089e-05,2022-05
MO,Morocco,7.048141379899879e-05,2022-05
SP,Spain (Canary Is),5.770060976123602e-05,2022-05
PO,Portugal (Madeira Is),4.4879226444288507e-05,2022-05
SP,Spain (Africa),0.0001080191805762,2022-05
AG,Algeria,6.92255755411506e-05,2022-05
ML,Mali,0.0001120192778901,2022-05
UV,Burkina Faso,0.0001806556646616,2022-05
TO,Togo,0.0001594405402893,2022-05
GH,Ghana,0.0001544062472065,2022-05
IV,Cote d'Ivoire,0.0001392727228687,2022-05
GV,Guinea,0.0001918649318058,2022-05
SG,Senegal,0.0001580854665685,2022-05
GA,"Gambia, The",0.0001695579208054,2022-05
PU,Guinea-Bissau,0.0002115526615483,2022-05
SL,Sierra Leone,0.0001596286592368,2022-05
LI,Liberia,0.0001162088682447,2022-05
BN,Benin,0.0001792064476948,2022-05
NI,Nigeria,0.0001801026235984,2022-05
CM,Cameroon,0.0001464541898983,2022-05
EK,Equatorial Guinea,0.0001091015464161,2022-05
TP,Sao Tome & Principe,7.206721419778795e-05,2022-05
GB,Gabon,0.0001296659574868,2022-05
CF,Rep of the Congo,0.0001577796298638,2022-05
CT,Central African Rep,0.0001654383842337,2022-05
CG,Dem Rep of the Congo,0.0001828255766718,2022-05
CD,Chad,0.0001281456660194,2022-06
MI,Malawi,8.284330841658237e-05,2022-06
ZA,Zambia,0.0001161748453613,2022-06
ZI,Zimbabwe,8.072713510883596e-05,2022-06
BC,Botswana,9.14685247456096e-05,2022-06
WA,Namibia,8.624675637932852e-05,2022-06
AO,Angola,0.0001748759171422,2022-06
BY,Burundi,0.0001172600352687,2022-06
RW,Rwanda,0.0001191259125895,2022-06
SF,South Africa,7.367353150541417e-05,2022-06
LT,Lesotho,6.948290214307576e-05,2022-06
WZ,Swaziland,9.157859388698826e-05,2022-06
MF,Mayotte,6.735734204008018e-05,2022-06
NG,Niger,0.0001145638747913,2022-06
SU,Sudan,0.0001252532171625,2022-06
LY,Libya,8.743527490267077e-05,2022-06
UU,Koualou Area,0.0001571226069862,2022-06
TS,Tunisia,9.792243803382284e-05,2022-06
EG,Egypt,0.0001053600871589,2022-06
EG,Bir Tawil,9.782375790116829e-05,2022-06
SU,Halaib Triangle,9.123063966960566e-05,2022-06
ER,Eritrea,0.0001128422532447,2022-06
ET,Ethiopia,9.353178074769272e-05,2022-06
DJ,Djibouti,0.0001132461599181,2022-06
SO,Somalia,7.962642211306197e-05,2022-06
OD,South Sudan,0.0001400719019929,2022-06
UU,Abyei Area,0.0001835757867561,2022-06
KE,Kenya,8.627037959400837e-05,2022-06
UG,Uganda,0.0001087105327153,2022-06
TZ,Tanzania,0.0001063028004482,2022-06
MZ,Mozambique,6.072313381607475e-05,2022-06
CN,Comoros,5.334357644819679e-05,2022-06
MA,Madagascar,7.192899202864656e-05,2022-06
CV,Cabo Verde,6.774414961360237e-05,2022-06
WI,Western Sahara,7.335557784539118e-05,2022-06
MR,Mauritania,9.263347884990944e-05,2022-06
MO,Morocco,8.912054837594565e-05,2022-06
SP,Spain (Canary Is),6.280119750516638e-05,2022-06
PO,Portugal (Madeira Is),6.08459114157079e-05,2022-06
SP,Spain (Africa),0.0001199096371363,2022-06
AG,Algeria,8.372220134748837e-05,2022-06
ML,Mali,0.000120459243704,2022-06
UV,Burkina Faso,0.0001604792452458,2022-06
TO,Togo,0.0001329284981496,2022-06
GH,Ghana,0.0001303680006811,2022-06
IV,Cote d'Ivoire,0.0001241750113934,2022-06
GV,Guinea,0.0001478288723055,2022-06
SG,Senegal,0.0001493217021054,2022-06
GA,"Gambia, The",0.0001486799507233,2022-06
PU,Guinea-Bissau,0.0001583761193162,2022-06
SL,Sierra Leone,0.0001339021957827,2022-06
LI,Liberia,0.0001035633576727,2022-06
BN,Benin,0.0001490145889402,2022-06
NI,Nigeria,0.0001582411889903,2022-06
CM,Cameroon,0.0001248612229447,2022-06
EK,Equatorial Guinea,0.0001172319319709,2022-06
TP,Sao Tome & Principe,9.04145355009524e-05,2022-06
GB,Gabon,0.0001442912259729,2022-06
CF,Rep of the Congo,0.0001867003061377,2022-06
CT,Central African Rep,0.0001431800426046,2022-06
CG,Dem Rep of the Congo,0.0001973721366072,2022-06
CD,Chad,0.0001100255389902,2022-07
MI,Malawi,9.787790547829148e-05,2022-07
ZA,Zambia,0.000145302858029,2022-07
ZI,Zimbabwe,9.800996201213218e-05,2022-07
BC,Botswana,9.976330729906552e-05,2022-07
WA,Namibia,9.845192227086058e-05,2022-07
AO,Angola,0.0002043332060606,2022-07
BY,Burundi,0.0001531360187503,2022-07
RW,Rwanda,0.0001476927446151,2022-07
SF,South Africa,8.476727979310352e-05,2022-07
LT,Lesotho,7.373270492384748e-05,2022-07
WZ,Swaziland,0.0001253343427546,2022-07
MF,Mayotte,5.2027539524041086e-05,2022-07
NG,Niger,0.0001101446108367,2022-07
SU,Sudan,0.0001137856345598,2022-07
LY,Libya,9.752607081514186e-05,2022-07
UU,Koualou Area,0.0001016062960124,2022-07
TS,Tunisia,0.0001155415464046,2022-07
EG,Egypt,0.0001127077342004,2022-07
EG,Bir Tawil,0.0001010283430469,2022-07
SU,Halaib Triangle,9.71249009525932e-05,2022-07
ER,Eritrea,0.0001090749688132,2022-07
ET,Ethiopia,8.938896682741864e-05,2022-07
DJ,Djibouti,0.0001181383679607,2022-07
SO,Somalia,8.04848162209851e-05,2022-07
OD,South Sudan,0.000110237157041,2022-07
UU,Abyei Area,0.0001200277716449,2022-07
KE,Kenya,9.029193727299288e-05,2022-07
UG,Uganda,0.0001232510277914,2022-07
TZ,Tanzania,0.0001180159333744,2022-07
MZ,Mozambique,7.645608972700232e-05,2022-07
CN,Comoros,5.310718250629636e-05,2022-07
MA,Madagascar,7.338383521721668e-05,2022-07
CV,Cabo Verde,6.942570924633254e-05,2022-07
WI,Western Sahara,8.250840309846116e-05,2022-07
MR,Mauritania,0.0001006761018852,2022-07
MO,Morocco,0.0001025344194857,2022-07
SP,Spain (Canary Is),7.089980135493169e-05,2022-07
PO,Portugal (Madeira Is),5.605052884402438e-05,2022-07
SP,Spain (Africa),0.0001420656792278,2022-07
AG,Algeria,9.38739016264978e-05,2022-07
ML,Mali,0.000115175756426,2022-07
UV,Burkina Faso,0.0001235810784779,2022-07
TO,Togo,9.543120412702724e-05,2022-07
GH,Ghana,9.460616670277204e-05,2022-07
IV,Cote d'Ivoire,9.508086674546332e-05,2022-07
GV,Guinea,9.7945632745209e-05,2022-07
SG,Senegal,0.0001207749376499,2022-07
GA,"Gambia, The",0.0001144660458921,2022-07
PU,Guinea-Bissau,9.740098043086348e-05,2022-07
SL,Sierra Leone,8.424790220811671e-05,2022-07
LI,Liberia,7.801700165674041e-05,2022-07
BN,Benin,0.0001078501210213,2022-07
NI,Nigeria,0.0001152354874941,2022-07
CM,Cameroon,9.95286920860665e-05,2022-07
EK,Equatorial Guinea,9.975275283116144e-05,2022-07
TP,Sao Tome & Principe,7.667039518974003e-05,2022-07
GB,Gabon,0.0001158679578987,2022-07
CF,Rep of the Congo,0.0001660487210462,2022-07
CT,Central African Rep,0.0001095230693588,2022-07
CG,Dem Rep of the Congo,0.0002050663341031,2022-07
CD,Chad,0.0001030339260242,2022-08
MI,Malawi,0.0001403460349139,2022-08
ZA,Zambia,0.0002092277271303,2022-08
ZI,Zimbabwe,0.000148191575788,2022-08
BC,Botswana,0.0001230394063817,2022-08
WA,Namibia,9.90952457130117e-05,2022-08
AO,Angola,0.0002352224358778,2022-08
BY,Burundi,0.0001780024727555,2022-08
RW,Rwanda,0.000160112296353,2022-08
SF,South Africa,9.015240690820048e-05,2022-08
LT,Lesotho,8.554555005039456e-05,2022-08
WZ,Swaziland,0.0001668159387086,2022-08
MF,Mayotte,5.6329291113198233e-05,2022-08
NG,Niger,0.0001079844927786,2022-08
SU,Sudan,0.0001135124947399,2022-08
LY,Libya,9.519402759042196e-05,2022-08
UU,Koualou Area,8.497886147772157e-05,2022-08
TS,Tunisia,0.0001107777160388,2022-08
EG,Egypt,0.0001135126392909,2022-08
EG,Bir Tawil,0.0001047504444753,2022-08
SU,Halaib Triangle,0.000104141760224,2022-08
ER,Eritrea,0.0001135079951827,2022-08
ET,Ethiopia,8.910249329374312e-05,2022-08
DJ,Djibouti,0.0001197735066613,2022-08
SO,Somalia,8.136550767748926e-05,2022-08
