abbreviati,country_co,country_na,mean,wld_rgn,month
,UU,Abyei Area,,Africa,2020-08
,KE,Kenya,1851.7720308660819,Africa,2020-08
Ug.,UG,Uganda,1843.4150223701554,Africa,2020-08
Tanz.,TZ,Tanzania,1839.2512893937917,Africa,2020-08
Moz.,MZ,Mozambique,1816.958140722515,Africa,2020-08
Como.,CN,Comoros,,Africa,2020-08
Madag.,MA,Madagascar,1832.0561017181656,Africa,2020-08
C. Ver.,CV,Cabo Verde,,Africa,2020-08
W. Sah.,WI,Western Sahara,1906.976704660627,Africa,2020-08
Maur.,MR,Mauritania,1902.6701651335488,Africa,2020-08
Mor.,MO,Morocco,1891.487776169079,Africa,2020-08
Sp.,SP,Spain (Canary Is),,Africa,2020-08
Port.,PO,Portugal (Madeira Is),,Africa,2020-08
Sp.,SP,Spain (Africa),,Africa,2020-08
Alg.,AG,Algeria,1897.783727972732,Africa,2020-08
,ML,Mali,1900.5377966162964,Africa,2020-08
Burk.,UV,Burkina Faso,1854.5092758813234,Africa,2020-08
,TO,Togo,1837.1195699074412,Africa,2020-08
,GH,Ghana,1849.819171222429,Africa,2020-08
C. d Iv.,IV,Cote d'Ivoire,1841.6289229305712,Africa,2020-08
Gui.,GV,Guinea,1859.828078341453,Africa,2020-08
Sen.,SG,Senegal,1883.3127301010486,Africa,2020-08
Gam.,GA,"Gambia, The",,Africa,2020-08
Gui.-Bis.,PU,Guinea-Bissau,,Africa,2020-08
S. Leo.,SL,Sierra Leone,,Africa,2020-08
Liber.,LI,Liberia,,Africa,2020-08
,BN,Benin,1847.4140644841511,Africa,2020-08
Nig.,NI,Nigeria,1878.7349286228846,Africa,2020-08
Camer.,CM,Cameroon,1853.2677243497285,Africa,2020-08
Equa. Gui.,EK,Equatorial Guinea,,Africa,2020-08
S. To. & Prin.,TP,Sao Tome & Principe,,Africa,2020-08
,GB,Gabon,1818.390752559462,Africa,2020-08
Rep. of the Congo,CF,Rep of the Congo,1810.659496022063,Africa,2020-08
Cen. Afr. Rep.,CT,Central African Rep,1827.572063218073,Africa,2020-08
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,1830.9708933709235,Africa,2020-08
,CD,Chad,1904.2403980267393,Africa,2020-09
Mal.,MI,Malawi,1846.3129880451302,Africa,2020-09
Zam.,ZA,Zambia,1834.7354860211492,Africa,2020-09
Zimb.,ZI,Zimbabwe,1837.250374649288,Africa,2020-09
Bots.,BC,Botswana,1834.628684151185,Africa,2020-09
Nam.,WA,Namibia,1840.4010116361392,Africa,2020-09
Ang.,AO,Angola,1837.119426244163,Africa,2020-09
Buru.,BY,Burundi,1849.7573791664227,Africa,2020-09
Rw.,RW,Rwanda,1847.8176271962448,Africa,2020-09
S. Afr.,SF,South Africa,1828.3333478092106,Africa,2020-09
Leso.,LT,Lesotho,1832.9349437065146,Africa,2020-09
Swaz.,WZ,Swaziland,1825.85179072941,Africa,2020-09
May.,MF,Mayotte,,Africa,2020-09
,NG,Niger,1905.5871909413484,Africa,2020-09
,SU,Sudan,1903.84901630711,Africa,2020-09
,LY,Libya,1903.2132415513015,Africa,2020-09
,UU,Koualou Area,,Africa,2020-09
Tun.,TS,Tunisia,1908.2342012567215,Africa,2020-09
,EG,Egypt,1905.1446558012155,Africa,2020-09
,EG,Bir Tawil,1905.7619510616505,Africa,2020-09
,SU,Halaib Triangle,1910.1963113261306,Africa,2020-09
Erit.,ER,Eritrea,1892.9907536421808,Africa,2020-09
Eth.,ET,Ethiopia,1867.4420082896534,Africa,2020-09
Dji.,DJ,Djibouti,1895.5423983847286,Africa,2020-09
Som.,SO,Somalia,1878.1906347082665,Africa,2020-09
S. Sudan,OD,South Sudan,1859.9552461534956,Africa,2020-09
,UU,Abyei Area,1871.3708217103626,Africa,2020-09
,KE,Kenya,1853.82615379446,Africa,2020-09
Ug.,UG,Uganda,1845.0450338016913,Africa,2020-09
Tanz.,TZ,Tanzania,1845.5124842087841,Africa,2020-09
Moz.,MZ,Mozambique,1828.4995448831598,Africa,2020-09
Como.,CN,Comoros,,Africa,2020-09
Madag.,MA,Madagascar,1835.9708523246607,Africa,2020-09
C. Ver.,CV,Cabo Verde,,Africa,2020-09
W. Sah.,WI,Western Sahara,1911.8456537188554,Africa,2020-09
Maur.,MR,Mauritania,1905.451866025942,Africa,2020-09
Mor.,MO,Morocco,1900.9696731833853,Africa,2020-09
Sp.,SP,Spain (Canary Is),,Africa,2020-09
Port.,PO,Portugal (Madeira Is),,Africa,2020-09
Sp.,SP,Spain (Africa),,Africa,2020-09
Alg.,AG,Algeria,1903.7510686785386,Africa,2020-09
,ML,Mali,1898.67922755646,Africa,2020-09
Burk.,UV,Burkina Faso,1889.1978254951052,Africa,2020-09
,TO,Togo,1891.7337014646864,Africa,2020-09
,GH,Ghana,1883.821784383779,Africa,2020-09
C. d Iv.,IV,Cote d'Ivoire,1879.294685695429,Africa,2020-09
Gui.,GV,Guinea,1868.8065526503715,Africa,2020-09
Sen.,SG,Senegal,1880.9781491637132,Africa,2020-09
Gam.,GA,"Gambia, The",1874.9610437886538,Africa,2020-09
Gui.-Bis.,PU,Guinea-Bissau,1871.5165513490392,Africa,2020-09
S. Leo.,SL,Sierra Leone,,Africa,2020-09
Liber.,LI,Liberia,,Africa,2020-09
,BN,Benin,1881.5720622257747,Africa,2020-09
Nig.,NI,Nigeria,1903.750741620211,Africa,2020-09
Camer.,CM,Cameroon,1900.1398029385048,Africa,2020-09
Equa. Gui.,EK,Equatorial Guinea,,Africa,2020-09
S. To. & Prin.,TP,Sao Tome & Principe,,Africa,2020-09
,GB,Gabon,1792.0242901267166,Africa,2020-09
Rep. of the Congo,CF,Rep of the Congo,1818.0884634719944,Africa,2020-09
Cen. Afr. Rep.,CT,Central African Rep,1850.1586424091659,Africa,2020-09
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,1840.8779679397712,Africa,2020-09
,CD,Chad,1904.3819404779172,Africa,2020-10
Mal.,MI,Malawi,1857.1793149750988,Africa,2020-10
Zam.,ZA,Zambia,1849.8794273377885,Africa,2020-10
Zimb.,ZI,Zimbabwe,1844.0832726124318,Africa,2020-10
Bots.,BC,Botswana,1842.2736181983744,Africa,2020-10
Nam.,WA,Namibia,1849.9501213534218,Africa,2020-10
Ang.,AO,Angola,1844.9615434931345,Africa,2020-10
Buru.,BY,Burundi,1841.0727562294185,Africa,2020-10
Rw.,RW,Rwanda,,Africa,2020-10
S. Afr.,SF,South Africa,1834.122647260893,Africa,2020-10
Leso.,LT,Lesotho,1835.5869100464777,Africa,2020-10
Swaz.,WZ,Swaziland,1823.8698181585578,Africa,2020-10
May.,MF,Mayotte,,Africa,2020-10
,NG,Niger,1905.9680245474035,Africa,2020-10
,SU,Sudan,1909.3682286255114,Africa,2020-10
,LY,Libya,1909.6592579947965,Africa,2020-10
,UU,Koualou Area,1903.786330784327,Africa,2020-10
Tun.,TS,Tunisia,1918.6257394414595,Africa,2020-10
,EG,Egypt,1909.8521789738027,Africa,2020-10
,EG,Bir Tawil,1908.4644788108565,Africa,2020-10
,SU,Halaib Triangle,1907.8013947030956,Africa,2020-10
Erit.,ER,Eritrea,1903.8364128530816,Africa,2020-10
Eth.,ET,Ethiopia,1897.0227562061234,Africa,2020-10
Dji.,DJ,Djibouti,1904.0885091909704,Africa,2020-10
Som.,SO,Somalia,1915.4500978144533,Africa,2020-10
S. Sudan,OD,South Sudan,1894.853710158068,Africa,2020-10
,UU,Abyei Area,1914.4034577149416,Africa,2020-10
,KE,Kenya,1846.4871670873017,Africa,2020-10
Ug.,UG,Uganda,1845.0514567545554,Africa,2020-10
Tanz.,TZ,Tanzania,1853.2918971777672,Africa,2020-10
Moz.,MZ,Mozambique,1835.9149150110507,Africa,2020-10
Como.,CN,Comoros,,Africa,2020-10
Madag.,MA,Madagascar,1842.0148258360985,Africa,2020-10
C. Ver.,CV,Cabo Verde,,Africa,2020-10
W. Sah.,WI,Western Sahara,1917.7383518622,Africa,2020-10
Maur.,MR,Mauritania,1910.5268662031976,Africa,2020-10
Mor.,MO,Morocco,1912.2697558807424,Africa,2020-10
Sp.,SP,Spain (Canary Is),,Africa,2020-10
Port.,PO,Portugal (Madeira Is),,Africa,2020-10
Sp.,SP,Spain (Africa),,Africa,2020-10
Alg.,AG,Algeria,1911.3448155645187,Africa,2020-10
,ML,Mali,1900.5188743186654,Africa,2020-10
Burk.,UV,Burkina Faso,1893.2388591201943,Africa,2020-10
,TO,Togo,1896.985648368244,Africa,2020-10
,GH,Ghana,1894.6217444554761,Africa,2020-10
C. d Iv.,IV,Cote d'Ivoire,1884.9986163624967,Africa,2020-10
Gui.,GV,Guinea,1872.8117039287129,Africa,2020-10
Sen.,SG,Senegal,1886.0761856174884,Africa,2020-10
Gam.,GA,"Gambia, The",1888.1749143290433,Africa,2020-10
Gui.-Bis.,PU,Guinea-Bissau,1876.2652400509053,Africa,2020-10
S. Leo.,SL,Sierra Leone,1864.2502362113323,Africa,2020-10
Liber.,LI,Liberia,1857.899231871665,Africa,2020-10
,BN,Benin,1895.1007713635418,Africa,2020-10
Nig.,NI,Nigeria,1908.2607214071977,Africa,2020-10
Camer.,CM,Cameroon,1896.7926591737757,Africa,2020-10
Equa. Gui.,EK,Equatorial Guinea,,Africa,2020-10
S. To. & Prin.,TP,Sao Tome & Principe,,Africa,2020-10
,GB,Gabon,,Africa,2020-10
Rep. of the Congo,CF,Rep of the Congo,1832.8990456410827,Africa,2020-10
Cen. Afr. Rep.,CT,Central African Rep,1871.3394509795075,Africa,2020-10
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,1843.0917452607002,Africa,2020-10
,CD,Chad,1904.3515273558803,Africa,2020-11
Mal.,MI,Malawi,1855.638404391833,Africa,2020-11
Zam.,ZA,Zambia,1846.9939263692918,Africa,2020-11
Zimb.,ZI,Zimbabwe,1843.3810337164334,Africa,2020-11
Bots.,BC,Botswana,1842.25627050848,Africa,2020-11
Nam.,WA,Namibia,1847.112655362176,Africa,2020-11
Ang.,AO,Angola,1845.9194961728076,Africa,2020-11
Buru.,BY,Burundi,1901.4734569794318,Africa,2020-11
Rw.,RW,Rwanda,,Africa,2020-11
S. Afr.,SF,South Africa,1830.0643038669891,Africa,2020-11
Leso.,LT,Lesotho,1845.6337448801964,Africa,2020-11
Swaz.,WZ,Swaziland,1826.3879437587584,Africa,2020-11
May.,MF,Mayotte,,Africa,2020-11
,NG,Niger,1909.5833596980558,Africa,2020-11
,SU,Sudan,1913.2060328223806,Africa,2020-11
,LY,Libya,1913.652235052774,Africa,2020-11
,UU,Koualou Area,1907.5571501415402,Africa,2020-11
Tun.,TS,Tunisia,1915.3638040208343,Africa,2020-11
,EG,Egypt,1913.5235658045876,Africa,2020-11
,EG,Bir Tawil,1910.0713787475527,Africa,2020-11
,SU,Halaib Triangle,1918.7520479338923,Africa,2020-11
Erit.,ER,Eritrea,1911.6045392023761,Africa,2020-11
Eth.,ET,Ethiopia,1910.1043972474356,Africa,2020-11
Dji.,DJ,Djibouti,1919.4360605663978,Africa,2020-11
Som.,SO,Somalia,1930.8376873632858,Africa,2020-11
S. Sudan,OD,South Sudan,1912.1986767683832,Africa,2020-11
,UU,Abyei Area,1903.5465477203238,Africa,2020-11
,KE,Kenya,1891.9365754727278,Africa,2020-11
Ug.,UG,Uganda,1872.6899380177015,Africa,2020-11
Tanz.,TZ,Tanzania,1852.809158623308,Africa,2020-11
Moz.,MZ,Mozambique,1838.135825893402,Africa,2020-11
Como.,CN,Comoros,,Africa,2020-11
Madag.,MA,Madagascar,1841.4600939162212,Africa,2020-11
C. Ver.,CV,Cabo Verde,,Africa,2020-11
W. Sah.,WI,Western Sahara,1922.454038954383,Africa,2020-11
Maur.,MR,Mauritania,1909.623870364253,Africa,2020-11
Mor.,MO,Morocco,1905.4372293946876,Africa,2020-11
Sp.,SP,Spain (Canary Is),,Africa,2020-11
Port.,PO,Portugal (Madeira Is),,Africa,2020-11
Sp.,SP,Spain (Africa),,Africa,2020-11
Alg.,AG,Algeria,1910.2490681221002,Africa,2020-11
,ML,Mali,1903.0935490538398,Africa,2020-11
Burk.,UV,Burkina Faso,1900.8853399036923,Africa,2020-11
,TO,Togo,1894.0934927325404,Africa,2020-11
,GH,Ghana,1892.4695432307524,Africa,2020-11
C. d Iv.,IV,Cote d'Ivoire,1886.2440545504928,Africa,2020-11
Gui.,GV,Guinea,1876.9155291785937,Africa,2020-11
Sen.,SG,Senegal,1893.3323072837127,Africa,2020-11
Gam.,GA,"Gambia, The",1892.5632702378784,Africa,2020-11
Gui.-Bis.,PU,Guinea-Bissau,1877.399424800893,Africa,2020-11
S. Leo.,SL,Sierra Leone,1874.787816762638,Africa,2020-11
Liber.,LI,Liberia,1870.3662094678693,Africa,2020-11
,BN,Benin,1894.504662215234,Africa,2020-11
Nig.,NI,Nigeria,1907.2991237745434,Africa,2020-11
Camer.,CM,Cameroon,1888.0536813102697,Africa,2020-11
Equa. Gui.,EK,Equatorial Guinea,,Africa,2020-11
S. To. & Prin.,TP,Sao Tome & Principe,,Africa,2020-11
,GB,Gabon,1881.8590029777595,Africa,2020-11
Rep. of the Congo,CF,Rep of the Congo,1886.0559112444068,Africa,2020-11
Cen. Afr. Rep.,CT,Central African Rep,1881.7641436572146,Africa,2020-11
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,1881.1421906844434,Africa,2020-11
,CD,Chad,1895.1472678673174,Africa,2020-12
Mal.,MI,Malawi,1849.2358970934606,Africa,2020-12
Zam.,ZA,Zambia,1831.1866287362511,Africa,2020-12
Zimb.,ZI,Zimbabwe,1833.4408176111667,Africa,2020-12
Bots.,BC,Botswana,1840.9520749310177,Africa,2020-12
Nam.,WA,Namibia,1846.8475802666262,Africa,2020-12
Ang.,AO,Angola,1846.018717806871,Africa,2020-12
Buru.,BY,Burundi,,Africa,2020-12
Rw.,RW,Rwanda,,Africa,2020-12
S. Afr.,SF,South Africa,1828.2016622122283,Africa,2020-12
Leso.,LT,Lesotho,1823.3575330394872,Africa,2020-12
Swaz.,WZ,Swaziland,1831.478365425729,Africa,2020-12
May.,MF,Mayotte,,Africa,2020-12
,NG,Niger,1900.7854605728528,Africa,2020-12
,SU,Sudan,1900.7169253998236,Africa,2020-12
,LY,Libya,1913.7063074905486,Africa,2020-12
,UU,Koualou Area,1906.449484999418,Africa,2020-12
Tun.,TS,Tunisia,1915.8435349983056,Africa,2020-12
,EG,Egypt,1911.913355469083,Africa,2020-12
,EG,Bir Tawil,1904.3661000194845,Africa,2020-12
,SU,Halaib Triangle,1912.2035704858063,Africa,2020-12
Erit.,ER,Eritrea,1900.2551860922258,Africa,2020-12
Eth.,ET,Ethiopia,1891.8514894403468,Africa,2020-12
Dji.,DJ,Djibouti,1911.0702971809646,Africa,2020-12
Som.,SO,Somalia,1909.2501898398577,Africa,2020-12
S. Sudan,OD,South Sudan,1894.7994342968473,Africa,2020-12
,UU,Abyei Area,1894.4976203403671,Africa,2020-12
,KE,Kenya,1882.072318684451,Africa,2020-12
Ug.,UG,Uganda,1877.3065529974915,Africa,2020-12
Tanz.,TZ,Tanzania,1865.9505477879618,Africa,2020-12
Moz.,MZ,Mozambique,1825.3748113752013,Africa,2020-12
Como.,CN,Comoros,,Africa,2020-12
Madag.,MA,Madagascar,1839.2755478511356,Africa,2020-12
C. Ver.,CV,Cabo Verde,,Africa,2020-12
W. Sah.,WI,Western Sahara,1916.3978497300138,Africa,2020-12
Maur.,MR,Mauritania,1904.5960465613132,Africa,2020-12
Mor.,MO,Morocco,1911.161902996323,Africa,2020-12
Sp.,SP,Spain (Canary Is),,Africa,2020-12
Port.,PO,Portugal (Madeira Is),,Africa,2020-12
Sp.,SP,Spain (Africa),,Africa,2020-12
Alg.,AG,Algeria,1912.7331853058606,Africa,2020-12
,ML,Mali,1900.577635331511,Africa,2020-12
Burk.,UV,Burkina Faso,1897.9528754598455,Africa,2020-12
,TO,Togo,1893.4122943846687,Africa,2020-12
,GH,Ghana,1890.2540484010503,Africa,2020-12
C. d Iv.,IV,Cote d'Ivoire,1877.3373513074691,Africa,2020-12
Gui.,GV,Guinea,1875.1174574497618,Africa,2020-12
Sen.,SG,Senegal,1896.8783368474874,Africa,2020-12
Gam.,GA,"Gambia, The",1896.452496178675,Africa,2020-12
Gui.-Bis.,PU,Guinea-Bissau,1877.5271126164512,Africa,2020-12
S. Leo.,SL,Sierra Leone,1866.7153141562835,Africa,2020-12
Liber.,LI,Liberia,1856.7597803969497,Africa,2020-12
,BN,Benin,1893.2139228543801,Africa,2020-12
Nig.,NI,Nigeria,1904.9066755278718,Africa,2020-12
Camer.,CM,Cameroon,1884.1528327821434,Africa,2020-12
Equa. Gui.,EK,Equatorial Guinea,,Africa,2020-12
S. To. & Prin.,TP,Sao Tome & Principe,,Africa,2020-12
,GB,Gabon,1895.9363219762351,Africa,2020-12
Rep. of the Congo,CF,Rep of the Congo,1893.5827345357227,Africa,2020-12
Cen. Afr. Rep.,CT,Central African Rep,1869.1988075773015,Africa,2020-12
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,1873.4206892468712,Africa,2020-12
,CD,Chad,1887.1666408284693,Africa,2021-01
Mal.,MI,Malawi,1859.4484238343096,Africa,2021-01
Zam.,ZA,Zambia,1843.600814807425,Africa,2021-01
Zimb.,ZI,Zimbabwe,1840.6521859969291,Africa,2021-01
Bots.,BC,Botswana,1842.7592190432856,Africa,2021-01
Nam.,WA,Namibia,1850.4349870650299,Africa,2021-01
Ang.,AO,Angola,1854.3069992079663,Africa,2021-01
Buru.,BY,Burundi,,Africa,2021-01
Rw.,RW,Rwanda,1876.781229397838,Africa,2021-01
S. Afr.,SF,South Africa,1830.5099543834197,Africa,2021-01
Leso.,LT,Lesotho,1838.1360928728432,Africa,2021-01
Swaz.,WZ,Swaziland,1830.0291015555958,Africa,2021-01
May.,MF,Mayotte,,Africa,2021-01
,NG,Niger,1887.9958014808915,Africa,2021-01
,SU,Sudan,1892.1931751493557,Africa,2021-01
,LY,Libya,1898.0755301663264,Africa,2021-01
,UU,Koualou Area,1904.3947442302256,Africa,2021-01
Tun.,TS,Tunisia,1910.940173624287,Africa,2021-01
,EG,Egypt,1899.8676984881454,Africa,2021-01
,EG,Bir Tawil,1894.5117425859896,Africa,2021-01
,SU,Halaib Triangle,1905.7029006182192,Africa,2021-01
Erit.,ER,Eritrea,1893.2126065250343,Africa,2021-01
Eth.,ET,Ethiopia,1891.9318308771838,Africa,2021-01
Dji.,DJ,Djibouti,1905.0780384239508,Africa,2021-01
Som.,SO,Somalia,1905.580466348874,Africa,2021-01
S. Sudan,OD,South Sudan,1895.0410467106053,Africa,2021-01
,UU,Abyei Area,1895.2945833674241,Africa,2021-01
,KE,Kenya,1891.9781404614068,Africa,2021-01
Ug.,UG,Uganda,1889.0516926019186,Africa,2021-01
Tanz.,TZ,Tanzania,1875.2967009036904,Africa,2021-01
Moz.,MZ,Mozambique,1835.2642864023526,Africa,2021-01
Como.,CN,Comoros,,Africa,2021-01
Madag.,MA,Madagascar,1847.0770458025213,Africa,2021-01
C. Ver.,CV,Cabo Verde,,Africa,2021-01
W. Sah.,WI,Western Sahara,1905.6854558414857,Africa,2021-01
Maur.,MR,Mauritania,1891.403154872655,Africa,2021-01
Mor.,MO,Morocco,1896.212111018801,Africa,2021-01
Sp.,SP,Spain (Canary Is),,Africa,2021-01
Port.,PO,Portugal (Madeira Is),,Africa,2021-01
Sp.,SP,Spain (Africa),,Africa,2021-01
Alg.,AG,Algeria,1897.0883331016835,Africa,2021-01
,ML,Mali,1888.4839806290759,Africa,2021-01
Burk.,UV,Burkina Faso,1892.9840021795792,Africa,2021-01
,TO,Togo,1897.3873599624885,Africa,2021-01
,GH,Ghana,1897.471687318171,Africa,2021-01
C. d Iv.,IV,Cote d'Ivoire,1884.2547335673562,Africa,2021-01
Gui.,GV,Guinea,1877.3981726431134,Africa,2021-01
Sen.,SG,Senegal,1890.1251480967178,Africa,2021-01
Gam.,GA,"Gambia, The",1893.0085139991168,Africa,2021-01
Gui.-Bis.,PU,Guinea-Bissau,1875.1132723399287,Africa,2021-01
S. Leo.,SL,Sierra Leone,1874.2193919357376,Africa,2021-01
Liber.,LI,Liberia,1867.5453294375843,Africa,2021-01
,BN,Benin,1892.7077645096144,Africa,2021-01
Nig.,NI,Nigeria,1900.7452357309887,Africa,2021-01
Camer.,CM,Cameroon,1882.857481211579,Africa,2021-01
Equa. Gui.,EK,Equatorial Guinea,,Africa,2021-01
S. To. & Prin.,TP,Sao Tome & Principe,,Africa,2021-01
,GB,Gabon,1886.8979936832839,Africa,2021-01
Rep. of the Congo,CF,Rep of the Congo,1874.9799781929357,Africa,2021-01
Cen. Afr. Rep.,CT,Central African Rep,1872.0569566617305,Africa,2021-01
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,1873.824817605565,Africa,2021-01
,CD,Chad,1888.3977936974948,Africa,2021-02
Mal.,MI,Malawi,1854.3942160683305,Africa,2021-02
Zam.,ZA,Zambia,1854.0383341918114,Africa,2021-02
Zimb.,ZI,Zimbabwe,1840.5010580595037,Africa,2021-02
Bots.,BC,Botswana,1848.235732782361,Africa,2021-02
Nam.,WA,Namibia,1860.397597087509,Africa,2021-02
Ang.,AO,Angola,1858.1581915840004,Africa,2021-02
Buru.,BY,Burundi,1886.9797921899553,Africa,2021-02
Rw.,RW,Rwanda,,Africa,2021-02
S. Afr.,SF,South Africa,1837.6911430002258,Africa,2021-02
Leso.,LT,Lesotho,1850.2324068381477,Africa,2021-02
Swaz.,WZ,Swaziland,1823.345339820195,Africa,2021-02
May.,MF,Mayotte,,Africa,2021-02
,NG,Niger,1884.980228682641,Africa,2021-02
,SU,Sudan,1894.0541530761047,Africa,2021-02
,LY,Libya,1887.5060450327637,Africa,2021-02
,UU,Koualou Area,1912.3073272354302,Africa,2021-02
Tun.,TS,Tunisia,1896.6425885437845,Africa,2021-02
,EG,Egypt,1886.5903296985084,Africa,2021-02
