abbreviati,country_co,country_na,mean,wld_rgn,month
S. To. & Prin.,TP,Sao Tome & Principe,4.138983458005106e-05,Africa,2019-12
,GB,Gabon,4.732625340823792e-05,Africa,2019-12
Rep. of the Congo,CF,Rep of the Congo,4.5613387430481636e-05,Africa,2019-12
Cen. Afr. Rep.,CT,Central African Rep,7.024256450051184e-05,Africa,2019-12
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.000998731158433e-05,Africa,2019-12
,CD,Chad,4.12928014612142e-05,Africa,2020-01
Mal.,MI,Malawi,4.073576700869852e-05,Africa,2020-01
Zam.,ZA,Zambia,4.1104481643846495e-05,Africa,2020-01
Zimb.,ZI,Zimbabwe,4.9649359194134816e-05,Africa,2020-01
Bots.,BC,Botswana,5.5456137279700945e-05,Africa,2020-01
Nam.,WA,Namibia,5.4610537244697494e-05,Africa,2020-01
Ang.,AO,Angola,4.107632125912857e-05,Africa,2020-01
Buru.,BY,Burundi,3.440974924351789e-05,Africa,2020-01
Rw.,RW,Rwanda,3.529760713226589e-05,Africa,2020-01
S. Afr.,SF,South Africa,6.50019960502644e-05,Africa,2020-01
Leso.,LT,Lesotho,6.026301362922422e-05,Africa,2020-01
Swaz.,WZ,Swaziland,6.964430238273738e-05,Africa,2020-01
May.,MF,Mayotte,3.977629070965214e-05,Africa,2020-01
,NG,Niger,3.8498045139837855e-05,Africa,2020-01
,SU,Sudan,3.948504252494501e-05,Africa,2020-01
,LY,Libya,4.5622152412318034e-05,Africa,2020-01
,UU,Koualou Area,5.482504234343203e-05,Africa,2020-01
Tun.,TS,Tunisia,5.103410064119658e-05,Africa,2020-01
,EG,Egypt,5.195057836041345e-05,Africa,2020-01
,EG,Bir Tawil,4.4349967528319816e-05,Africa,2020-01
,SU,Halaib Triangle,4.4524730638249266e-05,Africa,2020-01
Erit.,ER,Eritrea,3.788252049386929e-05,Africa,2020-01
Eth.,ET,Ethiopia,3.7011852982987474e-05,Africa,2020-01
Dji.,DJ,Djibouti,3.619795978638799e-05,Africa,2020-01
Som.,SO,Somalia,3.217666253671278e-05,Africa,2020-01
S. Sudan,OD,South Sudan,5.687465160465738e-05,Africa,2020-01
,UU,Abyei Area,4.366500565084946e-05,Africa,2020-01
,KE,Kenya,3.273701387964537e-05,Africa,2020-01
Ug.,UG,Uganda,4.514189889067671e-05,Africa,2020-01
Tanz.,TZ,Tanzania,3.493961904735046e-05,Africa,2020-01
Moz.,MZ,Mozambique,4.600271547546219e-05,Africa,2020-01
Como.,CN,Comoros,3.8971526897666926e-05,Africa,2020-01
Madag.,MA,Madagascar,4.870869831296482e-05,Africa,2020-01
C. Ver.,CV,Cabo Verde,3.683882579157132e-05,Africa,2020-01
W. Sah.,WI,Western Sahara,4.577237028505831e-05,Africa,2020-01
Maur.,MR,Mauritania,4.088341557508443e-05,Africa,2020-01
Mor.,MO,Morocco,4.7584326892949345e-05,Africa,2020-01
Sp.,SP,Spain (Canary Is),5.485605039905887e-05,Africa,2020-01
Port.,PO,Portugal (Madeira Is),4.596008925076545e-05,Africa,2020-01
Sp.,SP,Spain (Africa),8.537314108890271e-05,Africa,2020-01
Alg.,AG,Algeria,4.741243831342093e-05,Africa,2020-01
,ML,Mali,4.048771129241011e-05,Africa,2020-01
Burk.,UV,Burkina Faso,4.199608583898564e-05,Africa,2020-01
,TO,Togo,5.7742650784653235e-05,Africa,2020-01
,GH,Ghana,6.132211595968709e-05,Africa,2020-01
C. d Iv.,IV,Cote d'Ivoire,4.7605044678986404e-05,Africa,2020-01
Gui.,GV,Guinea,5.712862004054365e-05,Africa,2020-01
Sen.,SG,Senegal,4.453724536489627e-05,Africa,2020-01
Gam.,GA,"Gambia, The",4.749166759701847e-05,Africa,2020-01
Gui.-Bis.,PU,Guinea-Bissau,4.929230803101981e-05,Africa,2020-01
S. Leo.,SL,Sierra Leone,5.668640393882817e-05,Africa,2020-01
Liber.,LI,Liberia,4.158329151317123e-05,Africa,2020-01
,BN,Benin,5.2081893714553844e-05,Africa,2020-01
Nig.,NI,Nigeria,5.429603527100489e-05,Africa,2020-01
Camer.,CM,Cameroon,5.341093210408097e-05,Africa,2020-01
Equa. Gui.,EK,Equatorial Guinea,4.419288143139665e-05,Africa,2020-01
S. To. & Prin.,TP,Sao Tome & Principe,4.0017327466995475e-05,Africa,2020-01
,GB,Gabon,4.578702154572462e-05,Africa,2020-01
Rep. of the Congo,CF,Rep of the Congo,4.676644309438232e-05,Africa,2020-01
Cen. Afr. Rep.,CT,Central African Rep,6.900723697136984e-05,Africa,2020-01
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.231127957343309e-05,Africa,2020-01
,CD,Chad,4.260503286570233e-05,Africa,2020-02
Mal.,MI,Malawi,3.9461188672290994e-05,Africa,2020-02
Zam.,ZA,Zambia,3.918514395827495e-05,Africa,2020-02
Zimb.,ZI,Zimbabwe,4.6306105450111134e-05,Africa,2020-02
Bots.,BC,Botswana,5.2113620499025724e-05,Africa,2020-02
Nam.,WA,Namibia,5.169781647979137e-05,Africa,2020-02
Ang.,AO,Angola,3.990775901899658e-05,Africa,2020-02
Buru.,BY,Burundi,3.303474783531979e-05,Africa,2020-02
Rw.,RW,Rwanda,3.3956054018974886e-05,Africa,2020-02
S. Afr.,SF,South Africa,6.512878874047177e-05,Africa,2020-02
Leso.,LT,Lesotho,6.051247297702867e-05,Africa,2020-02
Swaz.,WZ,Swaziland,6.268453782644649e-05,Africa,2020-02
May.,MF,Mayotte,3.828604123717901e-05,Africa,2020-02
,NG,Niger,4.00038249151263e-05,Africa,2020-02
,SU,Sudan,4.216569099517673e-05,Africa,2020-02
,LY,Libya,4.763470388447784e-05,Africa,2020-02
,UU,Koualou Area,4.2379959579076695e-05,Africa,2020-02
Tun.,TS,Tunisia,5.445381103782224e-05,Africa,2020-02
,EG,Egypt,5.348204992253968e-05,Africa,2020-02
,EG,Bir Tawil,4.5289201095809566e-05,Africa,2020-02
,SU,Halaib Triangle,4.473617846200641e-05,Africa,2020-02
Erit.,ER,Eritrea,4.071775630482438e-05,Africa,2020-02
Eth.,ET,Ethiopia,3.891296367067489e-05,Africa,2020-02
Dji.,DJ,Djibouti,3.789218644989877e-05,Africa,2020-02
Som.,SO,Somalia,3.34836247229134e-05,Africa,2020-02
S. Sudan,OD,South Sudan,4.9241439443577764e-05,Africa,2020-02
,UU,Abyei Area,4.4638310393376605e-05,Africa,2020-02
,KE,Kenya,3.2078098857588524e-05,Africa,2020-02
Ug.,UG,Uganda,3.8986275677224195e-05,Africa,2020-02
Tanz.,TZ,Tanzania,3.373836166421088e-05,Africa,2020-02
Moz.,MZ,Mozambique,4.4161631201970675e-05,Africa,2020-02
Como.,CN,Comoros,3.783110484868379e-05,Africa,2020-02
Madag.,MA,Madagascar,4.662955515768886e-05,Africa,2020-02
C. Ver.,CV,Cabo Verde,3.9970338917219415e-05,Africa,2020-02
W. Sah.,WI,Western Sahara,4.6632847265242954e-05,Africa,2020-02
Maur.,MR,Mauritania,4.2908624670573084e-05,Africa,2020-02
Mor.,MO,Morocco,5.269922650353363e-05,Africa,2020-02
Sp.,SP,Spain (Canary Is),5.658648130691087e-05,Africa,2020-02
Port.,PO,Portugal (Madeira Is),5.4097365931223725e-05,Africa,2020-02
Sp.,SP,Spain (Africa),7.579148277899871e-05,Africa,2020-02
Alg.,AG,Algeria,5.018924219765947e-05,Africa,2020-02
,ML,Mali,4.166434747421636e-05,Africa,2020-02
Burk.,UV,Burkina Faso,4.029231769214158e-05,Africa,2020-02
,TO,Togo,5.486129609686288e-05,Africa,2020-02
,GH,Ghana,5.202578653940828e-05,Africa,2020-02
C. d Iv.,IV,Cote d'Ivoire,4.358385939513653e-05,Africa,2020-02
Gui.,GV,Guinea,5.153959189932312e-05,Africa,2020-02
Sen.,SG,Senegal,4.632976308285265e-05,Africa,2020-02
Gam.,GA,"Gambia, The",4.996778845398206e-05,Africa,2020-02
Gui.-Bis.,PU,Guinea-Bissau,5.173968211384423e-05,Africa,2020-02
S. Leo.,SL,Sierra Leone,4.950346784481081e-05,Africa,2020-02
Liber.,LI,Liberia,3.881735610320859e-05,Africa,2020-02
,BN,Benin,5.307994270790001e-05,Africa,2020-02
Nig.,NI,Nigeria,5.295622455309863e-05,Africa,2020-02
Camer.,CM,Cameroon,4.9340147261224115e-05,Africa,2020-02
Equa. Gui.,EK,Equatorial Guinea,4.0665011304192206e-05,Africa,2020-02
S. To. & Prin.,TP,Sao Tome & Principe,3.826768029997295e-05,Africa,2020-02
,GB,Gabon,3.923488779070158e-05,Africa,2020-02
Rep. of the Congo,CF,Rep of the Congo,4.073149803488076e-05,Africa,2020-02
Cen. Afr. Rep.,CT,Central African Rep,5.615975584420567e-05,Africa,2020-02
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,3.926446096633045e-05,Africa,2020-02
,CD,Chad,4.640543045180101e-05,Africa,2020-03
Mal.,MI,Malawi,3.8991143164054166e-05,Africa,2020-03
Zam.,ZA,Zambia,3.8600900818214825e-05,Africa,2020-03
Zimb.,ZI,Zimbabwe,4.430225034755272e-05,Africa,2020-03
Bots.,BC,Botswana,4.770598633640701e-05,Africa,2020-03
Nam.,WA,Namibia,4.83211075785476e-05,Africa,2020-03
Ang.,AO,Angola,3.9258550315553316e-05,Africa,2020-03
Buru.,BY,Burundi,3.397676969232293e-05,Africa,2020-03
Rw.,RW,Rwanda,3.467793341393986e-05,Africa,2020-03
S. Afr.,SF,South Africa,6.125032997795965e-05,Africa,2020-03
Leso.,LT,Lesotho,5.329667876553441e-05,Africa,2020-03
Swaz.,WZ,Swaziland,7.04936204907242e-05,Africa,2020-03
May.,MF,Mayotte,3.8923602997914445e-05,Africa,2020-03
,NG,Niger,4.563097721679942e-05,Africa,2020-03
,SU,Sudan,4.593491546377117e-05,Africa,2020-03
,LY,Libya,5.4017080130959087e-05,Africa,2020-03
,UU,Koualou Area,5.080185284621663e-05,Africa,2020-03
Tun.,TS,Tunisia,5.8257150337903484e-05,Africa,2020-03
,EG,Egypt,6.0447733957989694e-05,Africa,2020-03
,EG,Bir Tawil,5.002121526820898e-05,Africa,2020-03
,SU,Halaib Triangle,4.968672944344612e-05,Africa,2020-03
Erit.,ER,Eritrea,4.474479350261308e-05,Africa,2020-03
Eth.,ET,Ethiopia,4.2116986529028886e-05,Africa,2020-03
Dji.,DJ,Djibouti,4.2395761967568566e-05,Africa,2020-03
Som.,SO,Somalia,3.5375506554999565e-05,Africa,2020-03
S. Sudan,OD,South Sudan,4.7117063007125474e-05,Africa,2020-03
,UU,Abyei Area,5.054527920724139e-05,Africa,2020-03
,KE,Kenya,3.410071034881322e-05,Africa,2020-03
Ug.,UG,Uganda,3.7713522791784204e-05,Africa,2020-03
Tanz.,TZ,Tanzania,3.372923967632871e-05,Africa,2020-03
Moz.,MZ,Mozambique,4.284806199847919e-05,Africa,2020-03
Como.,CN,Comoros,3.66863763605803e-05,Africa,2020-03
Madag.,MA,Madagascar,4.4769093715900374e-05,Africa,2020-03
C. Ver.,CV,Cabo Verde,4.1196200994195025e-05,Africa,2020-03
W. Sah.,WI,Western Sahara,5.3038661334056544e-05,Africa,2020-03
Maur.,MR,Mauritania,4.750671274674173e-05,Africa,2020-03
Mor.,MO,Morocco,5.770266728425724e-05,Africa,2020-03
Sp.,SP,Spain (Canary Is),5.943270172289327e-05,Africa,2020-03
Port.,PO,Portugal (Madeira Is),5.7252809678805576e-05,Africa,2020-03
Sp.,SP,Spain (Africa),7.684080415323009e-05,Africa,2020-03
Alg.,AG,Algeria,5.497357230409593e-05,Africa,2020-03
,ML,Mali,4.659479272401568e-05,Africa,2020-03
Burk.,UV,Burkina Faso,4.744289477304034e-05,Africa,2020-03
,TO,Togo,5.021495720792264e-05,Africa,2020-03
,GH,Ghana,4.7677301088369336e-05,Africa,2020-03
C. d Iv.,IV,Cote d'Ivoire,4.3428420785372696e-05,Africa,2020-03
Gui.,GV,Guinea,5.0167461358513516e-05,Africa,2020-03
Sen.,SG,Senegal,4.774114849933518e-05,Africa,2020-03
Gam.,GA,"Gambia, The",5.0448203200949043e-05,Africa,2020-03
Gui.-Bis.,PU,Guinea-Bissau,5.2515332386314654e-05,Africa,2020-03
S. Leo.,SL,Sierra Leone,5.301641640999398e-05,Africa,2020-03
Liber.,LI,Liberia,4.17058767083856e-05,Africa,2020-03
,BN,Benin,5.2826842831391666e-05,Africa,2020-03
Nig.,NI,Nigeria,5.430335478996347e-05,Africa,2020-03
Camer.,CM,Cameroon,4.565312986279537e-05,Africa,2020-03
Equa. Gui.,EK,Equatorial Guinea,3.95200201352258e-05,Africa,2020-03
S. To. & Prin.,TP,Sao Tome & Principe,3.900855000324249e-05,Africa,2020-03
,GB,Gabon,3.900198182406618e-05,Africa,2020-03
Rep. of the Congo,CF,Rep of the Congo,4.020173451875906e-05,Africa,2020-03
Cen. Afr. Rep.,CT,Central African Rep,4.533397798814515e-05,Africa,2020-03
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,3.837824743888468e-05,Africa,2020-03
,CD,Chad,4.705898090481373e-05,Africa,2020-04
Mal.,MI,Malawi,4.064544947906855e-05,Africa,2020-04
Zam.,ZA,Zambia,3.951279587716049e-05,Africa,2020-04
Zimb.,ZI,Zimbabwe,4.3102776996333385e-05,Africa,2020-04
Bots.,BC,Botswana,4.617553709515663e-05,Africa,2020-04
Nam.,WA,Namibia,4.593120047754635e-05,Africa,2020-04
Ang.,AO,Angola,3.937889173823987e-05,Africa,2020-04
Buru.,BY,Burundi,3.508215504341784e-05,Africa,2020-04
Rw.,RW,Rwanda,3.592370021793293e-05,Africa,2020-04
S. Afr.,SF,South Africa,5.9870046513725246e-05,Africa,2020-04
Leso.,LT,Lesotho,5.647348710979533e-05,Africa,2020-04
Swaz.,WZ,Swaziland,6.097202062067015e-05,Africa,2020-04
May.,MF,Mayotte,3.872787851795289e-05,Africa,2020-04
,NG,Niger,4.699144429472445e-05,Africa,2020-04
,SU,Sudan,4.910301267551913e-05,Africa,2020-04
,LY,Libya,5.528440195886824e-05,Africa,2020-04
,UU,Koualou Area,5.591508977218696e-05,Africa,2020-04
Tun.,TS,Tunisia,6.351441981969324e-05,Africa,2020-04
,EG,Egypt,6.124575514371605e-05,Africa,2020-04
,EG,Bir Tawil,5.4372526941912516e-05,Africa,2020-04
,SU,Halaib Triangle,5.374374811720308e-05,Africa,2020-04
Erit.,ER,Eritrea,4.861390615235036e-05,Africa,2020-04
Eth.,ET,Ethiopia,4.469806974472261e-05,Africa,2020-04
Dji.,DJ,Djibouti,4.6916865357447256e-05,Africa,2020-04
Som.,SO,Somalia,3.8556649467384686e-05,Africa,2020-04
S. Sudan,OD,South Sudan,4.867868150383039e-05,Africa,2020-04
,UU,Abyei Area,5.422590446622843e-05,Africa,2020-04
,KE,Kenya,3.82641033643907e-05,Africa,2020-04
Ug.,UG,Uganda,4.064135765714617e-05,Africa,2020-04
Tanz.,TZ,Tanzania,3.522392324032678e-05,Africa,2020-04
Moz.,MZ,Mozambique,4.179133307535215e-05,Africa,2020-04
Como.,CN,Comoros,3.819121489719943e-05,Africa,2020-04
Madag.,MA,Madagascar,4.339646421986919e-05,Africa,2020-04
C. Ver.,CV,Cabo Verde,4.4582152006736585e-05,Africa,2020-04
W. Sah.,WI,Western Sahara,5.2887994870598925e-05,Africa,2020-04
Maur.,MR,Mauritania,4.865775592531361e-05,Africa,2020-04
Mor.,MO,Morocco,6.096909761642724e-05,Africa,2020-04
Sp.,SP,Spain (Canary Is),5.878867123067625e-05,Africa,2020-04
Port.,PO,Portugal (Madeira Is),5.780105999975428e-05,Africa,2020-04
Sp.,SP,Spain (Africa),7.223686572393522e-05,Africa,2020-04
Alg.,AG,Algeria,5.70744900399829e-05,Africa,2020-04
,ML,Mali,4.843770843575487e-05,Africa,2020-04
Burk.,UV,Burkina Faso,5.1413069269285814e-05,Africa,2020-04
,TO,Togo,4.7266622232628694e-05,Africa,2020-04
,GH,Ghana,4.645778348722957e-05,Africa,2020-04
C. d Iv.,IV,Cote d'Ivoire,4.302466421569325e-05,Africa,2020-04
Gui.,GV,Guinea,4.994505976006633e-05,Africa,2020-04
Sen.,SG,Senegal,4.828531074996357e-05,Africa,2020-04
Gam.,GA,"Gambia, The",5.069938913039391e-05,Africa,2020-04
Gui.-Bis.,PU,Guinea-Bissau,4.7841307792827844e-05,Africa,2020-04
S. Leo.,SL,Sierra Leone,5.331786628643537e-05,Africa,2020-04
Liber.,LI,Liberia,4.4307485291356845e-05,Africa,2020-04
,BN,Benin,5.1209661599963356e-05,Africa,2020-04
Nig.,NI,Nigeria,5.508284121418487e-05,Africa,2020-04
Camer.,CM,Cameroon,4.267575329988033e-05,Africa,2020-04
Equa. Gui.,EK,Equatorial Guinea,3.9136139335509005e-05,Africa,2020-04
S. To. & Prin.,TP,Sao Tome & Principe,3.7787261342360265e-05,Africa,2020-04
,GB,Gabon,4.057013740460402e-05,Africa,2020-04
Rep. of the Congo,CF,Rep of the Congo,4.2670932515171536e-05,Africa,2020-04
Cen. Afr. Rep.,CT,Central African Rep,4.227559343002748e-05,Africa,2020-04
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.0553072933262724e-05,Africa,2020-04
,CD,Chad,5.2547919342773245e-05,Africa,2020-05
Mal.,MI,Malawi,4.178054453345381e-05,Africa,2020-05
Zam.,ZA,Zambia,4.18519074309979e-05,Africa,2020-05
Zimb.,ZI,Zimbabwe,4.400925228149472e-05,Africa,2020-05
Bots.,BC,Botswana,4.9338652800133835e-05,Africa,2020-05
Nam.,WA,Namibia,4.680747523080208e-05,Africa,2020-05
Ang.,AO,Angola,4.645213328857797e-05,Africa,2020-05
Buru.,BY,Burundi,3.9513025453076115e-05,Africa,2020-05
Rw.,RW,Rwanda,3.9508859948051043e-05,Africa,2020-05
S. Afr.,SF,South Africa,6.39125738949109e-05,Africa,2020-05
Leso.,LT,Lesotho,5.420804280879196e-05,Africa,2020-05
Swaz.,WZ,Swaziland,8.440012170690185e-05,Africa,2020-05
May.,MF,Mayotte,3.916788178862302e-05,Africa,2020-05
,NG,Niger,5.147042236429702e-05,Africa,2020-05
,SU,Sudan,5.3452601337064964e-05,Africa,2020-05
,LY,Libya,5.933633797787958e-05,Africa,2020-05
,UU,Koualou Area,5.0926486719183904e-05,Africa,2020-05
Tun.,TS,Tunisia,6.98958717987901e-05,Africa,2020-05
,EG,Egypt,6.559688177180997e-05,Africa,2020-05
,EG,Bir Tawil,5.4064530424171724e-05,Africa,2020-05
,SU,Halaib Triangle,5.327555722244144e-05,Africa,2020-05
Erit.,ER,Eritrea,5.343044048762699e-05,Africa,2020-05
Eth.,ET,Ethiopia,4.435138789563494e-05,Africa,2020-05
Dji.,DJ,Djibouti,4.8898083104683384e-05,Africa,2020-05
Som.,SO,Somalia,4.103414458955992e-05,Africa,2020-05
S. Sudan,OD,South Sudan,4.62393237135132e-05,Africa,2020-05
,UU,Abyei Area,5.785987419565373e-05,Africa,2020-05
,KE,Kenya,3.975151402871178e-05,Africa,2020-05
Ug.,UG,Uganda,4.0873226288640766e-05,Africa,2020-05
Tanz.,TZ,Tanzania,3.816435263309181e-05,Africa,2020-05
Moz.,MZ,Mozambique,4.277318733705206e-05,Africa,2020-05
Como.,CN,Comoros,3.832986048622352e-05,Africa,2020-05
Madag.,MA,Madagascar,4.538100713449619e-05,Africa,2020-05
C. Ver.,CV,Cabo Verde,4.526608186923039e-05,Africa,2020-05
W. Sah.,WI,Western Sahara,5.666492198659709e-05,Africa,2020-05
Maur.,MR,Mauritania,5.205012731118094e-05,Africa,2020-05
Mor.,MO,Morocco,6.693921430614742e-05,Africa,2020-05
Sp.,SP,Spain (Canary Is),6.550968565823678e-05,Africa,2020-05
Port.,PO,Portugal (Madeira Is),6.653794065127783e-05,Africa,2020-05
Sp.,SP,Spain (Africa),8.229844041085393e-05,Africa,2020-05
Alg.,AG,Algeria,6.076512462907602e-05,Africa,2020-05
,ML,Mali,5.138963775798772e-05,Africa,2020-05
Burk.,UV,Burkina Faso,5.176096831783433e-05,Africa,2020-05
,TO,Togo,4.672332172651262e-05,Africa,2020-05
,GH,Ghana,4.563185630231913e-05,Africa,2020-05
C. d Iv.,IV,Cote d'Ivoire,4.293679583762596e-05,Africa,2020-05
Gui.,GV,Guinea,4.7942454750733946e-05,Africa,2020-05
Sen.,SG,Senegal,5.115211268447792e-05,Africa,2020-05
Gam.,GA,"Gambia, The",5.2392320361400726e-05,Africa,2020-05
Gui.-Bis.,PU,Guinea-Bissau,5.046771448307822e-05,Africa,2020-05
S. Leo.,SL,Sierra Leone,4.3616291796390284e-05,Africa,2020-05
Liber.,LI,Liberia,4.146306686419383e-05,Africa,2020-05
,BN,Benin,4.8424077582407223e-05,Africa,2020-05
Nig.,NI,Nigeria,5.4819716309986794e-05,Africa,2020-05
Camer.,CM,Cameroon,4.595881739511675e-05,Africa,2020-05
Equa. Gui.,EK,Equatorial Guinea,4.182123709594204e-05,Africa,2020-05
S. To. & Prin.,TP,Sao Tome & Principe,4.34307367044656e-05,Africa,2020-05
,GB,Gabon,4.664284048154288e-05,Africa,2020-05
Rep. of the Congo,CF,Rep of the Congo,4.9628440288610183e-05,Africa,2020-05
Cen. Afr. Rep.,CT,Central African Rep,4.414052177615345e-05,Africa,2020-05
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,5.057063360978251e-05,Africa,2020-05
,CD,Chad,5.453272599904732e-05,Africa,2020-06
Mal.,MI,Malawi,4.639950282642207e-05,Africa,2020-06
Zam.,ZA,Zambia,5.111044533485734e-05,Africa,2020-06
Zimb.,ZI,Zimbabwe,4.607081210543198e-05,Africa,2020-06
Bots.,BC,Botswana,4.796641291961029e-05,Africa,2020-06
Nam.,WA,Namibia,4.423825645093468e-05,Africa,2020-06
Ang.,AO,Angola,6.549527267580976e-05,Africa,2020-06
Buru.,BY,Burundi,4.743169097261248e-05,Africa,2020-06
Rw.,RW,Rwanda,4.832480055809813e-05,Africa,2020-06
S. Afr.,SF,South Africa,6.508787902758779e-05,Africa,2020-06
Leso.,LT,Lesotho,5.5184675825381754e-05,Africa,2020-06
Swaz.,WZ,Swaziland,0.00010557112273793429,Africa,2020-06
May.,MF,Mayotte,4.174517823962068e-05,Africa,2020-06
,NG,Niger,5.60660891425711e-05,Africa,2020-06
,SU,Sudan,5.5196848231128984e-05,Africa,2020-06
,LY,Libya,6.188898702023856e-05,Africa,2020-06
,UU,Koualou Area,5.0586232906576613e-05,Africa,2020-06
Tun.,TS,Tunisia,7.165814300695067e-05,Africa,2020-06
,EG,Egypt,6.741670016077912e-05,Africa,2020-06
,EG,Bir Tawil,5.714222340532179e-05,Africa,2020-06
,SU,Halaib Triangle,5.665396227936761e-05,Africa,2020-06
Erit.,ER,Eritrea,5.359668272565242e-05,Africa,2020-06
Eth.,ET,Ethiopia,4.395360191030258e-05,Africa,2020-06
Dji.,DJ,Djibouti,4.9404369080409894e-05,Africa,2020-06
Som.,SO,Somalia,4.1361893929033565e-05,Africa,2020-06
S. Sudan,OD,South Sudan,4.44594030813789e-05,Africa,2020-06
,UU,Abyei Area,5.257941991391478e-05,Africa,2020-06
,KE,Kenya,4.1538189077081724e-05,Africa,2020-06
Ug.,UG,Uganda,4.401055309807976e-05,Africa,2020-06
Tanz.,TZ,Tanzania,4.523424046239181e-05,Africa,2020-06
Moz.,MZ,Mozambique,4.5084488068213446e-05,Africa,2020-06
Como.,CN,Comoros,4.1368798145713266e-05,Africa,2020-06
Madag.,MA,Madagascar,4.5379907952807076e-05,Africa,2020-06
C. Ver.,CV,Cabo Verde,4.7883451388556296e-05,Africa,2020-06
W. Sah.,WI,Western Sahara,5.516606323315686e-05,Africa,2020-06
Maur.,MR,Mauritania,5.45259668000791e-05,Africa,2020-06
Mor.,MO,Morocco,6.697715453166796e-05,Africa,2020-06
Sp.,SP,Spain (Canary Is),6.241405850378563e-05,Africa,2020-06
Port.,PO,Portugal (Madeira Is),6.397348682387945e-05,Africa,2020-06
Sp.,SP,Spain (Africa),8.477871295233387e-05,Africa,2020-06
Alg.,AG,Algeria,6.231630617434935e-05,Africa,2020-06
,ML,Mali,5.763014600064723e-05,Africa,2020-06
Burk.,UV,Burkina Faso,5.654640515538671e-05,Africa,2020-06
,TO,Togo,5.057714975003219e-05,Africa,2020-06
,GH,Ghana,4.89498634481023e-05,Africa,2020-06
C. d Iv.,IV,Cote d'Ivoire,4.644091432130996e-05,Africa,2020-06
Gui.,GV,Guinea,4.942898931732847e-05,Africa,2020-06
Sen.,SG,Senegal,5.833461260444898e-05,Africa,2020-06
Gam.,GA,"Gambia, The",5.7079445219566584e-05,Africa,2020-06
Gui.-Bis.,PU,Guinea-Bissau,5.289695677653092e-05,Africa,2020-06
S. Leo.,SL,Sierra Leone,4.608679740427655e-05,Africa,2020-06
Liber.,LI,Liberia,4.4394299543483e-05,Africa,2020-06
,BN,Benin,5.3008016915192e-05,Africa,2020-06
Nig.,NI,Nigeria,5.8841431260753143e-05,Africa,2020-06
Camer.,CM,Cameroon,4.7630671490641895e-05,Africa,2020-06
Equa. Gui.,EK,Equatorial Guinea,4.865366054812792e-05,Africa,2020-06
S. To. & Prin.,TP,Sao Tome & Principe,4.928395625448793e-05,Africa,2020-06
,GB,Gabon,5.575673275034486e-05,Africa,2020-06
Rep. of the Congo,CF,Rep of the Congo,6.148568844473541e-05,Africa,2020-06
Cen. Afr. Rep.,CT,Central African Rep,4.548517173115577e-05,Africa,2020-06
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,6.632038849508612e-05,Africa,2020-06
,CD,Chad,5.3568785166224144e-05,Africa,2020-07
Mal.,MI,Malawi,4.939978836728003e-05,Africa,2020-07
Zam.,ZA,Zambia,5.822309395237547e-05,Africa,2020-07
Zimb.,ZI,Zimbabwe,5.157410106082303e-05,Africa,2020-07
Bots.,BC,Botswana,5.45529456292768e-05,Africa,2020-07
Nam.,WA,Namibia,5.048077579063268e-05,Africa,2020-07
Ang.,AO,Angola,7.444358058613644e-05,Africa,2020-07
Buru.,BY,Burundi,5.005978604690751e-05,Africa,2020-07
Rw.,RW,Rwanda,4.781490604686957e-05,Africa,2020-07
S. Afr.,SF,South Africa,6.825723992281297e-05,Africa,2020-07
Leso.,LT,Lesotho,5.408893220094674e-05,Africa,2020-07
Swaz.,WZ,Swaziland,9.159251346225771e-05,Africa,2020-07
May.,MF,Mayotte,4.4689632416666356e-05,Africa,2020-07
,NG,Niger,5.669874017857027e-05,Africa,2020-07
,SU,Sudan,5.40020442502758e-05,Africa,2020-07
,LY,Libya,6.261286018436794e-05,Africa,2020-07
,UU,Koualou Area,4.88291017668358e-05,Africa,2020-07
Tun.,TS,Tunisia,7.211647120616661e-05,Africa,2020-07
,EG,Egypt,6.672968905399856e-05,Africa,2020-07
,EG,Bir Tawil,5.736451573899046e-05,Africa,2020-07
,SU,Halaib Triangle,5.7456712507809765e-05,Africa,2020-07
Erit.,ER,Eritrea,5.225100231563056e-05,Africa,2020-07
Eth.,ET,Ethiopia,4.2729445301567244e-05,Africa,2020-07
Dji.,DJ,Djibouti,4.8253719416304714e-05,Africa,2020-07
Som.,SO,Somalia,4.1293574819539196e-05,Africa,2020-07
S. Sudan,OD,South Sudan,4.2457856972356485e-05,Africa,2020-07
,UU,Abyei Area,4.6580409640899595e-05,Africa,2020-07
,KE,Kenya,4.289645945186368e-05,Africa,2020-07
Ug.,UG,Uganda,4.433635894675859e-05,Africa,2020-07
Tanz.,TZ,Tanzania,5.168149614736187e-05,Africa,2020-07
Moz.,MZ,Mozambique,5.1165673444578995e-05,Africa,2020-07
Como.,CN,Comoros,4.3137652950110664e-05,Africa,2020-07
Madag.,MA,Madagascar,5.0152326508694834e-05,Africa,2020-07
