abbreviati,country_co,country_na,mean,wld_rgn,month
,UU,Koualou Area,6.814572471909809e-05,Africa,2021-11
Tun.,TS,Tunisia,5.782221656027394e-05,Africa,2021-11
,EG,Egypt,5.57661147114763e-05,Africa,2021-11
,EG,Bir Tawil,4.762925581668923e-05,Africa,2021-11
,SU,Halaib Triangle,4.834288624230426e-05,Africa,2021-11
Erit.,ER,Eritrea,4.736934359269581e-05,Africa,2021-11
Eth.,ET,Ethiopia,4.798468587698018e-05,Africa,2021-11
Dji.,DJ,Djibouti,4.8204145229649414e-05,Africa,2021-11
Som.,SO,Somalia,4.494285279362409e-05,Africa,2021-11
S. Sudan,OD,South Sudan,6.404880049130601e-05,Africa,2021-11
,UU,Abyei Area,7.289007143694859e-05,Africa,2021-11
,KE,Kenya,5.0136624522338265e-05,Africa,2021-11
Ug.,UG,Uganda,5.607158164393511e-05,Africa,2021-11
Tanz.,TZ,Tanzania,5.3634638489324835e-05,Africa,2021-11
Moz.,MZ,Mozambique,6.339818262923552e-05,Africa,2021-11
Como.,CN,Comoros,4.84432238304271e-05,Africa,2021-11
Madag.,MA,Madagascar,6.238310429753971e-05,Africa,2021-11
C. Ver.,CV,Cabo Verde,4.340261294640003e-05,Africa,2021-11
W. Sah.,WI,Western Sahara,4.3679200820984794e-05,Africa,2021-11
Maur.,MR,Mauritania,4.3538165594448346e-05,Africa,2021-11
Mor.,MO,Morocco,5.661241351452969e-05,Africa,2021-11
Sp.,SP,Spain (Canary Is),5.4424981944483135e-05,Africa,2021-11
Port.,PO,Portugal (Madeira Is),5.640746177822858e-05,Africa,2021-11
Sp.,SP,Spain (Africa),8.734063767373288e-05,Africa,2021-11
Alg.,AG,Algeria,4.803404850798698e-05,Africa,2021-11
,ML,Mali,4.73230404050166e-05,Africa,2021-11
Burk.,UV,Burkina Faso,5.5720291800698894e-05,Africa,2021-11
,TO,Togo,5.3293363005503965e-05,Africa,2021-11
,GH,Ghana,5.507819049600937e-05,Africa,2021-11
C. d Iv.,IV,Cote d'Ivoire,5.023400996043398e-05,Africa,2021-11
Gui.,GV,Guinea,5.326900634630554e-05,Africa,2021-11
Sen.,SG,Senegal,5.90858328463901e-05,Africa,2021-11
Gam.,GA,"Gambia, The",5.6668365828896215e-05,Africa,2021-11
Gui.-Bis.,PU,Guinea-Bissau,5.257233492356852e-05,Africa,2021-11
S. Leo.,SL,Sierra Leone,4.791199912766961e-05,Africa,2021-11
Liber.,LI,Liberia,4.769675649726708e-05,Africa,2021-11
,BN,Benin,5.566042793099432e-05,Africa,2021-11
Nig.,NI,Nigeria,5.762119969789889e-05,Africa,2021-11
Camer.,CM,Cameroon,5.530738466436831e-05,Africa,2021-11
Equa. Gui.,EK,Equatorial Guinea,5.2002309585974885e-05,Africa,2021-11
S. To. & Prin.,TP,Sao Tome & Principe,4.90262571662111e-05,Africa,2021-11
,GB,Gabon,5.054839648981757e-05,Africa,2021-11
Rep. of the Congo,CF,Rep of the Congo,5.0689217137828783e-05,Africa,2021-11
Cen. Afr. Rep.,CT,Central African Rep,5.9261294588057596e-05,Africa,2021-11
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.9960885412554794e-05,Africa,2021-11
,CD,Chad,4.7465027987099116e-05,Africa,2021-12
Mal.,MI,Malawi,4.901687216245113e-05,Africa,2021-12
Zam.,ZA,Zambia,4.568610212310327e-05,Africa,2021-12
Zimb.,ZI,Zimbabwe,5.1376496502573366e-05,Africa,2021-12
Bots.,BC,Botswana,5.4113768540789116e-05,Africa,2021-12
Nam.,WA,Namibia,5.353830435860767e-05,Africa,2021-12
Ang.,AO,Angola,4.328986555653574e-05,Africa,2021-12
Buru.,BY,Burundi,4.3309038062243436e-05,Africa,2021-12
Rw.,RW,Rwanda,4.5395408426212726e-05,Africa,2021-12
S. Afr.,SF,South Africa,6.360456234425409e-05,Africa,2021-12
Leso.,LT,Lesotho,5.7758201123861006e-05,Africa,2021-12
Swaz.,WZ,Swaziland,7.196642647963115e-05,Africa,2021-12
May.,MF,Mayotte,4.3358871202349174e-05,Africa,2021-12
,NG,Niger,4.1724291335981566e-05,Africa,2021-12
,SU,Sudan,4.611254934835817e-05,Africa,2021-12
,LY,Libya,4.382237048102875e-05,Africa,2021-12
,UU,Koualou Area,8.013823012682733e-05,Africa,2021-12
Tun.,TS,Tunisia,5.604930745957465e-05,Africa,2021-12
,EG,Egypt,5.212211587716919e-05,Africa,2021-12
,EG,Bir Tawil,4.283393754858991e-05,Africa,2021-12
,SU,Halaib Triangle,4.3048905532298504e-05,Africa,2021-12
Erit.,ER,Eritrea,4.652393153313061e-05,Africa,2021-12
Eth.,ET,Ethiopia,4.87347190625669e-05,Africa,2021-12
Dji.,DJ,Djibouti,4.65431448723188e-05,Africa,2021-12
Som.,SO,Somalia,4.397518150758819e-05,Africa,2021-12
S. Sudan,OD,South Sudan,7.934035939286425e-05,Africa,2021-12
,UU,Abyei Area,5.935331543702531e-05,Africa,2021-12
,KE,Kenya,4.573746302906541e-05,Africa,2021-12
Ug.,UG,Uganda,5.543291494874518e-05,Africa,2021-12
Tanz.,TZ,Tanzania,4.434068327380204e-05,Africa,2021-12
Moz.,MZ,Mozambique,5.1803322538246123e-05,Africa,2021-12
Como.,CN,Comoros,4.361338960831387e-05,Africa,2021-12
Madag.,MA,Madagascar,5.4354380467093244e-05,Africa,2021-12
C. Ver.,CV,Cabo Verde,4.3717477404901095e-05,Africa,2021-12
W. Sah.,WI,Western Sahara,4.211878257135217e-05,Africa,2021-12
Maur.,MR,Mauritania,4.1656413130261875e-05,Africa,2021-12
Mor.,MO,Morocco,4.986484136089618e-05,Africa,2021-12
Sp.,SP,Spain (Canary Is),5.285581255291766e-05,Africa,2021-12
Port.,PO,Portugal (Madeira Is),4.725825211226157e-05,Africa,2021-12
Sp.,SP,Spain (Africa),7.91631879299515e-05,Africa,2021-12
Alg.,AG,Algeria,4.614786510389327e-05,Africa,2021-12
,ML,Mali,4.362109835018799e-05,Africa,2021-12
Burk.,UV,Burkina Faso,5.260645891737135e-05,Africa,2021-12
,TO,Togo,6.558512024010607e-05,Africa,2021-12
,GH,Ghana,6.907930522379386e-05,Africa,2021-12
C. d Iv.,IV,Cote d'Ivoire,6.104446817982474e-05,Africa,2021-12
Gui.,GV,Guinea,6.0957991548015264e-05,Africa,2021-12
Sen.,SG,Senegal,5.2600518719229535e-05,Africa,2021-12
Gam.,GA,"Gambia, The",5.3309680342493186e-05,Africa,2021-12
Gui.-Bis.,PU,Guinea-Bissau,5.391426487803203e-05,Africa,2021-12
S. Leo.,SL,Sierra Leone,5.382749167049566e-05,Africa,2021-12
Liber.,LI,Liberia,5.2494760005807835e-05,Africa,2021-12
,BN,Benin,5.8956132766709765e-05,Africa,2021-12
Nig.,NI,Nigeria,5.931383929220642e-05,Africa,2021-12
Camer.,CM,Cameroon,6.548990849423216e-05,Africa,2021-12
Equa. Gui.,EK,Equatorial Guinea,5.7101052274307585e-05,Africa,2021-12
S. To. & Prin.,TP,Sao Tome & Principe,5.385951824503244e-05,Africa,2021-12
,GB,Gabon,5.688542626420822e-05,Africa,2021-12
Rep. of the Congo,CF,Rep of the Congo,5.339652219312449e-05,Africa,2021-12
Cen. Afr. Rep.,CT,Central African Rep,7.83844294479213e-05,Africa,2021-12
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,5.114621272123548e-05,Africa,2021-12
,CD,Chad,4.504878342468148e-05,Africa,2022-01
Mal.,MI,Malawi,4.140054225204381e-05,Africa,2022-01
Zam.,ZA,Zambia,3.976208998722538e-05,Africa,2022-01
Zimb.,ZI,Zimbabwe,4.493888818412292e-05,Africa,2022-01
Bots.,BC,Botswana,5.091642294667628e-05,Africa,2022-01
Nam.,WA,Namibia,5.247881336868649e-05,Africa,2022-01
Ang.,AO,Angola,4.196376679733603e-05,Africa,2022-01
Buru.,BY,Burundi,4.1413147891167416e-05,Africa,2022-01
Rw.,RW,Rwanda,4.279965879368548e-05,Africa,2022-01
S. Afr.,SF,South Africa,6.335304502704716e-05,Africa,2022-01
Leso.,LT,Lesotho,5.8531260109199654e-05,Africa,2022-01
Swaz.,WZ,Swaziland,5.87854474274013e-05,Africa,2022-01
May.,MF,Mayotte,4.0230062017594943e-05,Africa,2022-01
,NG,Niger,4.074219791450274e-05,Africa,2022-01
,SU,Sudan,4.440078489198873e-05,Africa,2022-01
,LY,Libya,4.540904994561995e-05,Africa,2022-01
,UU,Koualou Area,5.598360292374461e-05,Africa,2022-01
Tun.,TS,Tunisia,5.281692449625509e-05,Africa,2022-01
,EG,Egypt,5.2849175166131974e-05,Africa,2022-01
,EG,Bir Tawil,4.2427468800008645e-05,Africa,2022-01
,SU,Halaib Triangle,4.226829119434084e-05,Africa,2022-01
Erit.,ER,Eritrea,4.407097284084302e-05,Africa,2022-01
Eth.,ET,Ethiopia,4.751416457487503e-05,Africa,2022-01
Dji.,DJ,Djibouti,4.47275917067054e-05,Africa,2022-01
Som.,SO,Somalia,4.246444657949674e-05,Africa,2022-01
S. Sudan,OD,South Sudan,6.79706577012958e-05,Africa,2022-01
,UU,Abyei Area,5.2707102037501436e-05,Africa,2022-01
,KE,Kenya,4.3514001191512896e-05,Africa,2022-01
Ug.,UG,Uganda,5.559194041322777e-05,Africa,2022-01
Tanz.,TZ,Tanzania,4.1256075697577105e-05,Africa,2022-01
Moz.,MZ,Mozambique,4.481781136813834e-05,Africa,2022-01
Como.,CN,Comoros,4.074413655247774e-05,Africa,2022-01
Madag.,MA,Madagascar,4.690591014851777e-05,Africa,2022-01
C. Ver.,CV,Cabo Verde,3.954890792567576e-05,Africa,2022-01
W. Sah.,WI,Western Sahara,4.668956327761279e-05,Africa,2022-01
Maur.,MR,Mauritania,4.101603332435054e-05,Africa,2022-01
Mor.,MO,Morocco,4.9622232668842716e-05,Africa,2022-01
Sp.,SP,Spain (Canary Is),5.741230164338893e-05,Africa,2022-01
Port.,PO,Portugal (Madeira Is),4.886941019147721e-05,Africa,2022-01
Sp.,SP,Spain (Africa),7.250838361454699e-05,Africa,2022-01
Alg.,AG,Algeria,4.8190173901521944e-05,Africa,2022-01
,ML,Mali,4.2199235679110796e-05,Africa,2022-01
Burk.,UV,Burkina Faso,4.719042353685054e-05,Africa,2022-01
,TO,Togo,6.730057319827289e-05,Africa,2022-01
,GH,Ghana,7.055433174408834e-05,Africa,2022-01
C. d Iv.,IV,Cote d'Ivoire,5.7088353347808335e-05,Africa,2022-01
Gui.,GV,Guinea,6.602916913535756e-05,Africa,2022-01
Sen.,SG,Senegal,4.9006856285323055e-05,Africa,2022-01
Gam.,GA,"Gambia, The",5.2800980701169696e-05,Africa,2022-01
Gui.-Bis.,PU,Guinea-Bissau,5.540618933839674e-05,Africa,2022-01
S. Leo.,SL,Sierra Leone,6.517131898400925e-05,Africa,2022-01
Liber.,LI,Liberia,5.0310782022658345e-05,Africa,2022-01
,BN,Benin,5.911635073808689e-05,Africa,2022-01
Nig.,NI,Nigeria,6.244789231853988e-05,Africa,2022-01
Camer.,CM,Cameroon,6.029905624752466e-05,Africa,2022-01
Equa. Gui.,EK,Equatorial Guinea,5.32748898678455e-05,Africa,2022-01
S. To. & Prin.,TP,Sao Tome & Principe,4.929014217017554e-05,Africa,2022-01
,GB,Gabon,5.4635016449892875e-05,Africa,2022-01
Rep. of the Congo,CF,Rep of the Congo,5.3175711502153945e-05,Africa,2022-01
Cen. Afr. Rep.,CT,Central African Rep,7.615006394083121e-05,Africa,2022-01
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.893081564367228e-05,Africa,2022-01
,CD,Chad,4.7609043568924236e-05,Africa,2022-02
Mal.,MI,Malawi,3.8905237116289536e-05,Africa,2022-02
Zam.,ZA,Zambia,3.964078921398234e-05,Africa,2022-02
Zimb.,ZI,Zimbabwe,4.481020774822974e-05,Africa,2022-02
Bots.,BC,Botswana,5.001123437302288e-05,Africa,2022-02
Nam.,WA,Namibia,4.733748752558118e-05,Africa,2022-02
Ang.,AO,Angola,4.147244430493895e-05,Africa,2022-02
Buru.,BY,Burundi,4.0098749175229836e-05,Africa,2022-02
Rw.,RW,Rwanda,4.0908845769408856e-05,Africa,2022-02
S. Afr.,SF,South Africa,6.207508080955056e-05,Africa,2022-02
Leso.,LT,Lesotho,5.452795916573009e-05,Africa,2022-02
Swaz.,WZ,Swaziland,6.230744296898492e-05,Africa,2022-02
May.,MF,Mayotte,3.9241432351290036e-05,Africa,2022-02
,NG,Niger,4.3871314037143546e-05,Africa,2022-02
,SU,Sudan,4.6821456153594414e-05,Africa,2022-02
,LY,Libya,5.098793999697467e-05,Africa,2022-02
,UU,Koualou Area,6.393424492915008e-05,Africa,2022-02
Tun.,TS,Tunisia,5.93834209580103e-05,Africa,2022-02
,EG,Egypt,5.8950166655693575e-05,Africa,2022-02
,EG,Bir Tawil,4.715419424162391e-05,Africa,2022-02
,SU,Halaib Triangle,4.721017784095223e-05,Africa,2022-02
Erit.,ER,Eritrea,4.470107028837946e-05,Africa,2022-02
Eth.,ET,Ethiopia,4.64766240061948e-05,Africa,2022-02
Dji.,DJ,Djibouti,4.3012502582265255e-05,Africa,2022-02
Som.,SO,Somalia,4.10506021566846e-05,Africa,2022-02
S. Sudan,OD,South Sudan,5.596573027464189e-05,Africa,2022-02
,UU,Abyei Area,5.0035971352206275e-05,Africa,2022-02
,KE,Kenya,4.259429708268837e-05,Africa,2022-02
Ug.,UG,Uganda,5.2969995255142474e-05,Africa,2022-02
Tanz.,TZ,Tanzania,3.934286302802366e-05,Africa,2022-02
Moz.,MZ,Mozambique,4.221034583789895e-05,Africa,2022-02
Como.,CN,Comoros,3.9306160768463015e-05,Africa,2022-02
Madag.,MA,Madagascar,4.285087340674036e-05,Africa,2022-02
C. Ver.,CV,Cabo Verde,4.229701436568011e-05,Africa,2022-02
W. Sah.,WI,Western Sahara,4.809304181523529e-05,Africa,2022-02
Maur.,MR,Mauritania,4.420685926175955e-05,Africa,2022-02
Mor.,MO,Morocco,5.612115577080802e-05,Africa,2022-02
Sp.,SP,Spain (Canary Is),5.712593608636851e-05,Africa,2022-02
Port.,PO,Portugal (Madeira Is),5.4456386779881514e-05,Africa,2022-02
Sp.,SP,Spain (Africa),7.945376685682393e-05,Africa,2022-02
Alg.,AG,Algeria,5.2378280769002e-05,Africa,2022-02
,ML,Mali,4.456087885899261e-05,Africa,2022-02
Burk.,UV,Burkina Faso,4.876281601534681e-05,Africa,2022-02
,TO,Togo,6.16077138520543e-05,Africa,2022-02
,GH,Ghana,5.865264156480496e-05,Africa,2022-02
C. d Iv.,IV,Cote d'Ivoire,5.09148779876139e-05,Africa,2022-02
Gui.,GV,Guinea,5.7427151077846716e-05,Africa,2022-02
Sen.,SG,Senegal,4.964612755670866e-05,Africa,2022-02
Gam.,GA,"Gambia, The",5.616590782157071e-05,Africa,2022-02
Gui.-Bis.,PU,Guinea-Bissau,5.8813927121790216e-05,Africa,2022-02
S. Leo.,SL,Sierra Leone,5.712816083220644e-05,Africa,2022-02
Liber.,LI,Liberia,4.746664790552424e-05,Africa,2022-02
,BN,Benin,6.106924816674969e-05,Africa,2022-02
Nig.,NI,Nigeria,6.166442134626678e-05,Africa,2022-02
Camer.,CM,Cameroon,5.860031387622526e-05,Africa,2022-02
Equa. Gui.,EK,Equatorial Guinea,5.3994356739110574e-05,Africa,2022-02
S. To. & Prin.,TP,Sao Tome & Principe,4.916699876922797e-05,Africa,2022-02
,GB,Gabon,5.180765298647806e-05,Africa,2022-02
Rep. of the Congo,CF,Rep of the Congo,5.09970885337899e-05,Africa,2022-02
Cen. Afr. Rep.,CT,Central African Rep,6.528086470874799e-05,Africa,2022-02
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.767078192466438e-05,Africa,2022-02
,CD,Chad,4.629082022154052e-05,Africa,2022-03
Mal.,MI,Malawi,3.9432771738486875e-05,Africa,2022-03
Zam.,ZA,Zambia,3.976697506182349e-05,Africa,2022-03
Zimb.,ZI,Zimbabwe,4.339463889706899e-05,Africa,2022-03
Bots.,BC,Botswana,4.549422850445746e-05,Africa,2022-03
Nam.,WA,Namibia,4.5214547270323715e-05,Africa,2022-03
Ang.,AO,Angola,4.0783348949622546e-05,Africa,2022-03
Buru.,BY,Burundi,3.950163719853239e-05,Africa,2022-03
Rw.,RW,Rwanda,4.1110078159903284e-05,Africa,2022-03
S. Afr.,SF,South Africa,6.0944908715233064e-05,Africa,2022-03
Leso.,LT,Lesotho,5.552870698844683e-05,Africa,2022-03
Swaz.,WZ,Swaziland,7.397694222281617e-05,Africa,2022-03
May.,MF,Mayotte,3.7663345043680465e-05,Africa,2022-03
,NG,Niger,4.424904292462827e-05,Africa,2022-03
,SU,Sudan,4.6823117178420466e-05,Africa,2022-03
,LY,Libya,5.24912514436446e-05,Africa,2022-03
,UU,Koualou Area,5.709087803127568e-05,Africa,2022-03
Tun.,TS,Tunisia,6.0239484822097416e-05,Africa,2022-03
,EG,Egypt,5.898549254050127e-05,Africa,2022-03
,EG,Bir Tawil,4.710153348192025e-05,Africa,2022-03
,SU,Halaib Triangle,4.629454953446988e-05,Africa,2022-03
Erit.,ER,Eritrea,4.639855941603228e-05,Africa,2022-03
Eth.,ET,Ethiopia,4.9960743328755606e-05,Africa,2022-03
Dji.,DJ,Djibouti,4.687986024735762e-05,Africa,2022-03
Som.,SO,Somalia,4.4102020004343355e-05,Africa,2022-03
S. Sudan,OD,South Sudan,5.442905135973913e-05,Africa,2022-03
,UU,Abyei Area,5.290007202429054e-05,Africa,2022-03
,KE,Kenya,4.4237924673740494e-05,Africa,2022-03
Ug.,UG,Uganda,4.808643221340024e-05,Africa,2022-03
Tanz.,TZ,Tanzania,3.9733510325835776e-05,Africa,2022-03
Moz.,MZ,Mozambique,4.128215175746698e-05,Africa,2022-03
Como.,CN,Comoros,3.7780423653775344e-05,Africa,2022-03
Madag.,MA,Madagascar,4.1592347571165416e-05,Africa,2022-03
C. Ver.,CV,Cabo Verde,4.079706994643191e-05,Africa,2022-03
W. Sah.,WI,Western Sahara,5.2888525177597204e-05,Africa,2022-03
Maur.,MR,Mauritania,4.659047311045516e-05,Africa,2022-03
Mor.,MO,Morocco,6.1291708227054e-05,Africa,2022-03
Sp.,SP,Spain (Canary Is),6.0402405598715627e-05,Africa,2022-03
Port.,PO,Portugal (Madeira Is),5.77987922343391e-05,Africa,2022-03
Sp.,SP,Spain (Africa),7.441649815458681e-05,Africa,2022-03
Alg.,AG,Algeria,5.516744434995887e-05,Africa,2022-03
,ML,Mali,4.6104711639442644e-05,Africa,2022-03
Burk.,UV,Burkina Faso,5.1000318155850663e-05,Africa,2022-03
,TO,Togo,5.87654479385259e-05,Africa,2022-03
,GH,Ghana,5.5570352692208824e-05,Africa,2022-03
C. d Iv.,IV,Cote d'Ivoire,5.152228655187549e-05,Africa,2022-03
Gui.,GV,Guinea,5.516812182830247e-05,Africa,2022-03
Sen.,SG,Senegal,4.751305535436883e-05,Africa,2022-03
Gam.,GA,"Gambia, The",4.967770917504111e-05,Africa,2022-03
Gui.-Bis.,PU,Guinea-Bissau,5.3147859836785517e-05,Africa,2022-03
S. Leo.,SL,Sierra Leone,5.9821159911812174e-05,Africa,2022-03
Liber.,LI,Liberia,5.117617261107538e-05,Africa,2022-03
,BN,Benin,6.0011799367636e-05,Africa,2022-03
Nig.,NI,Nigeria,6.104769557404832e-05,Africa,2022-03
Camer.,CM,Cameroon,5.398361063444881e-05,Africa,2022-03
Equa. Gui.,EK,Equatorial Guinea,4.878692253872558e-05,Africa,2022-03
S. To. & Prin.,TP,Sao Tome & Principe,4.992799358847826e-05,Africa,2022-03
,GB,Gabon,4.880597871036765e-05,Africa,2022-03
Rep. of the Congo,CF,Rep of the Congo,4.9447039778416356e-05,Africa,2022-03
Cen. Afr. Rep.,CT,Central African Rep,5.187271896577689e-05,Africa,2022-03
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.699914549741706e-05,Africa,2022-03
,CD,Chad,5.147800761634296e-05,Africa,2022-04
Mal.,MI,Malawi,4.232992092328023e-05,Africa,2022-04
Zam.,ZA,Zambia,4.161674440974325e-05,Africa,2022-04
Zimb.,ZI,Zimbabwe,4.159581188973917e-05,Africa,2022-04
Bots.,BC,Botswana,4.2492016884139844e-05,Africa,2022-04
Nam.,WA,Namibia,4.2265766376244464e-05,Africa,2022-04
Ang.,AO,Angola,4.236698516732144e-05,Africa,2022-04
Buru.,BY,Burundi,4.2189191596369045e-05,Africa,2022-04
Rw.,RW,Rwanda,4.36668503680235e-05,Africa,2022-04
S. Afr.,SF,South Africa,5.47741335502954e-05,Africa,2022-04
Leso.,LT,Lesotho,4.795579188334308e-05,Africa,2022-04
Swaz.,WZ,Swaziland,7.59887292052219e-05,Africa,2022-04
May.,MF,Mayotte,4.019996562866797e-05,Africa,2022-04
,NG,Niger,4.8821852852608236e-05,Africa,2022-04
,SU,Sudan,5.027087127721486e-05,Africa,2022-04
,LY,Libya,5.213411918382163e-05,Africa,2022-04
,UU,Koualou Area,5.875920766695206e-05,Africa,2022-04
Tun.,TS,Tunisia,6.544851644436998e-05,Africa,2022-04
,EG,Egypt,6.130134700617545e-05,Africa,2022-04
,EG,Bir Tawil,4.91801119917446e-05,Africa,2022-04
,SU,Halaib Triangle,4.84621850756128e-05,Africa,2022-04
Erit.,ER,Eritrea,4.972451167046134e-05,Africa,2022-04
Eth.,ET,Ethiopia,4.860748673742409e-05,Africa,2022-04
Dji.,DJ,Djibouti,4.775496074945979e-05,Africa,2022-04
Som.,SO,Somalia,4.585365287200435e-05,Africa,2022-04
S. Sudan,OD,South Sudan,4.915730183305653e-05,Africa,2022-04
,UU,Abyei Area,5.536286180409766e-05,Africa,2022-04
,KE,Kenya,4.6777453162543666e-05,Africa,2022-04
Ug.,UG,Uganda,4.665318594272046e-05,Africa,2022-04
Tanz.,TZ,Tanzania,4.242396924659063e-05,Africa,2022-04
Moz.,MZ,Mozambique,4.2060943013313786e-05,Africa,2022-04
Como.,CN,Comoros,3.999837651352161e-05,Africa,2022-04
Madag.,MA,Madagascar,4.2368855521303924e-05,Africa,2022-04
C. Ver.,CV,Cabo Verde,4.526877754874749e-05,Africa,2022-04
W. Sah.,WI,Western Sahara,5.146795305070943e-05,Africa,2022-04
Maur.,MR,Mauritania,4.7295685692041416e-05,Africa,2022-04
Mor.,MO,Morocco,6.471204544170957e-05,Africa,2022-04
Sp.,SP,Spain (Canary Is),6.185388338722149e-05,Africa,2022-04
Port.,PO,Portugal (Madeira Is),6.442061901886722e-05,Africa,2022-04
Sp.,SP,Spain (Africa),8.614064000475514e-05,Africa,2022-04
Alg.,AG,Algeria,5.652980081160746e-05,Africa,2022-04
,ML,Mali,4.866494088658326e-05,Africa,2022-04
Burk.,UV,Burkina Faso,5.4270141353639494e-05,Africa,2022-04
,TO,Togo,5.275257752517657e-05,Africa,2022-04
,GH,Ghana,5.1295449367038517e-05,Africa,2022-04
C. d Iv.,IV,Cote d'Ivoire,4.8718369035378634e-05,Africa,2022-04
Gui.,GV,Guinea,5.496223165200132e-05,Africa,2022-04
Sen.,SG,Senegal,5.0289497343534146e-05,Africa,2022-04
Gam.,GA,"Gambia, The",5.1910566717123055e-05,Africa,2022-04
Gui.-Bis.,PU,Guinea-Bissau,4.961835596694359e-05,Africa,2022-04
S. Leo.,SL,Sierra Leone,6.39652286136062e-05,Africa,2022-04
Liber.,LI,Liberia,5.0160238593412016e-05,Africa,2022-04
,BN,Benin,5.5130237359961976e-05,Africa,2022-04
Nig.,NI,Nigeria,5.9506186703073794e-05,Africa,2022-04
Camer.,CM,Cameroon,4.892420023901559e-05,Africa,2022-04
Equa. Gui.,EK,Equatorial Guinea,4.6851485261267024e-05,Africa,2022-04
S. To. & Prin.,TP,Sao Tome & Principe,4.39556198156179e-05,Africa,2022-04
,GB,Gabon,4.8280307427352935e-05,Africa,2022-04
Rep. of the Congo,CF,Rep of the Congo,4.846167455989504e-05,Africa,2022-04
Cen. Afr. Rep.,CT,Central African Rep,4.708489745865596e-05,Africa,2022-04
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,4.626436964320089e-05,Africa,2022-04
,CD,Chad,5.1816370767353004e-05,Africa,2022-05
Mal.,MI,Malawi,4.5209826289791174e-05,Africa,2022-05
Zam.,ZA,Zambia,4.6199627800834284e-05,Africa,2022-05
Zimb.,ZI,Zimbabwe,4.561349177083529e-05,Africa,2022-05
Bots.,BC,Botswana,4.551501103152319e-05,Africa,2022-05
Nam.,WA,Namibia,4.352719165181086e-05,Africa,2022-05
Ang.,AO,Angola,5.0954324877027414e-05,Africa,2022-05
Buru.,BY,Burundi,4.710459673642469e-05,Africa,2022-05
Rw.,RW,Rwanda,4.67427979570609e-05,Africa,2022-05
S. Afr.,SF,South Africa,5.82533353821338e-05,Africa,2022-05
Leso.,LT,Lesotho,4.882498850572361e-05,Africa,2022-05
Swaz.,WZ,Swaziland,8.599507755021124e-05,Africa,2022-05
May.,MF,Mayotte,4.204519962344775e-05,Africa,2022-05
,NG,Niger,4.981052205538608e-05,Africa,2022-05
,SU,Sudan,5.337580957335281e-05,Africa,2022-05
,LY,Libya,5.984583460164165e-05,Africa,2022-05
,UU,Koualou Area,5.5839234261311635e-05,Africa,2022-05
Tun.,TS,Tunisia,7.293368637759983e-05,Africa,2022-05
,EG,Egypt,6.416912715295845e-05,Africa,2022-05
,EG,Bir Tawil,5.164559741175689e-05,Africa,2022-05
,SU,Halaib Triangle,5.120000176185339e-05,Africa,2022-05
Erit.,ER,Eritrea,5.0941358374659164e-05,Africa,2022-05
Eth.,ET,Ethiopia,4.845576451046565e-05,Africa,2022-05
Dji.,DJ,Djibouti,4.901369130765565e-05,Africa,2022-05
Som.,SO,Somalia,4.590474700190139e-05,Africa,2022-05
S. Sudan,OD,South Sudan,4.96397473051867e-05,Africa,2022-05
,UU,Abyei Area,5.9219592357717886e-05,Africa,2022-05
,KE,Kenya,4.7126477252249767e-05,Africa,2022-05
Ug.,UG,Uganda,4.72884858611625e-05,Africa,2022-05
Tanz.,TZ,Tanzania,4.579058626751617e-05,Africa,2022-05
Moz.,MZ,Mozambique,4.514211515980611e-05,Africa,2022-05
Como.,CN,Comoros,4.2774227025391386e-05,Africa,2022-05
Madag.,MA,Madagascar,4.542607780054384e-05,Africa,2022-05
C. Ver.,CV,Cabo Verde,4.427831756029247e-05,Africa,2022-05
W. Sah.,WI,Western Sahara,5.457704754403769e-05,Africa,2022-05
Maur.,MR,Mauritania,4.962112984064923e-05,Africa,2022-05
Mor.,MO,Morocco,6.912512100758701e-05,Africa,2022-05
Sp.,SP,Spain (Canary Is),6.722950644495641e-05,Africa,2022-05
Port.,PO,Portugal (Madeira Is),6.940212837227823e-05,Africa,2022-05
Sp.,SP,Spain (Africa),9.156700049367066e-05,Africa,2022-05
Alg.,AG,Algeria,6.234070144836145e-05,Africa,2022-05
,ML,Mali,5.09753115502213e-05,Africa,2022-05
Burk.,UV,Burkina Faso,5.428724284974672e-05,Africa,2022-05
,TO,Togo,5.065228363544527e-05,Africa,2022-05
,GH,Ghana,4.9997044168630426e-05,Africa,2022-05
C. d Iv.,IV,Cote d'Ivoire,4.743417975793222e-05,Africa,2022-05
Gui.,GV,Guinea,5.2382349940891654e-05,Africa,2022-05
Sen.,SG,Senegal,5.301473741455055e-05,Africa,2022-05
Gam.,GA,"Gambia, The",5.519096496748133e-05,Africa,2022-05
Gui.-Bis.,PU,Guinea-Bissau,5.122578269288484e-05,Africa,2022-05
S. Leo.,SL,Sierra Leone,4.832296745042407e-05,Africa,2022-05
Liber.,LI,Liberia,4.541225511306596e-05,Africa,2022-05
,BN,Benin,5.312319299469504e-05,Africa,2022-05
Nig.,NI,Nigeria,5.840281860900278e-05,Africa,2022-05
