abbreviati,country_co,country_na,mean,wld_rgn,month
Port.,PO,Portugal (Madeira Is),3.918002593137793e-05,Africa,2020-01
Sp.,SP,Spain (Africa),4.5524761543806606e-05,Africa,2020-01
Alg.,AG,Algeria,4.6210991328914315e-05,Africa,2020-01
,ML,Mali,6.965482848749235e-05,Africa,2020-01
Burk.,UV,Burkina Faso,0.0001141462215178618,Africa,2020-01
,TO,Togo,0.00019682982431648295,Africa,2020-01
,GH,Ghana,0.00022606514517156754,Africa,2020-01
C. d Iv.,IV,Cote d'Ivoire,0.00019609483559049725,Africa,2020-01
Gui.,GV,Guinea,0.00021596321783029162,Africa,2020-01
Sen.,SG,Senegal,0.0001139968350261,Africa,2020-01
Gam.,GA,"Gambia, The",0.0001354014774380111,Africa,2020-01
Gui.-Bis.,PU,Guinea-Bissau,0.00018184205089419994,Africa,2020-01
S. Leo.,SL,Sierra Leone,0.00026041426299455256,Africa,2020-01
Liber.,LI,Liberia,0.0002021847648773526,Africa,2020-01
,BN,Benin,0.00018065880530172116,Africa,2020-01
Nig.,NI,Nigeria,0.0001822884781075431,Africa,2020-01
Camer.,CM,Cameroon,0.0002144148528797474,Africa,2020-01
Equa. Gui.,EK,Equatorial Guinea,0.00016786866705976308,Africa,2020-01
S. To. & Prin.,TP,Sao Tome & Principe,0.0001164659169077547,Africa,2020-01
,GB,Gabon,0.00017417300971899423,Africa,2020-01
Rep. of the Congo,CF,Rep of the Congo,0.00020379749087145432,Africa,2020-01
Cen. Afr. Rep.,CT,Central African Rep,0.00023886721798853825,Africa,2020-01
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.00018022728772735942,Africa,2020-01
,CD,Chad,9.117851123227978e-05,Africa,2020-02
Mal.,MI,Malawi,0.00010829580651554713,Africa,2020-02
Zam.,ZA,Zambia,9.675008326752353e-05,Africa,2020-02
Zimb.,ZI,Zimbabwe,9.939205319155408e-05,Africa,2020-02
Bots.,BC,Botswana,0.00012822182689496846,Africa,2020-02
Nam.,WA,Namibia,0.00011239584461169905,Africa,2020-02
Ang.,AO,Angola,0.00012181108451986968,Africa,2020-02
Buru.,BY,Burundi,0.00010441379010165868,Africa,2020-02
Rw.,RW,Rwanda,0.00010540946220867298,Africa,2020-02
S. Afr.,SF,South Africa,0.00011145174784852947,Africa,2020-02
Leso.,LT,Lesotho,8.164418442632383e-05,Africa,2020-02
Swaz.,WZ,Swaziland,0.00013139808037272,Africa,2020-02
May.,MF,Mayotte,0.00010378432675147578,Africa,2020-02
,NG,Niger,6.112446435054767e-05,Africa,2020-02
,SU,Sudan,8.042342684138786e-05,Africa,2020-02
,LY,Libya,4.1524009408185905e-05,Africa,2020-02
,UU,Koualou Area,0.00014433742554079872,Africa,2020-02
Tun.,TS,Tunisia,6.582713628398069e-05,Africa,2020-02
,EG,Egypt,5.001902779411054e-05,Africa,2020-02
,EG,Bir Tawil,5.6633512826462256e-05,Africa,2020-02
,SU,Halaib Triangle,5.9527898727358824e-05,Africa,2020-02
Erit.,ER,Eritrea,0.00010181570102519057,Africa,2020-02
Eth.,ET,Ethiopia,0.00012406430459592556,Africa,2020-02
Dji.,DJ,Djibouti,8.229672426982266e-05,Africa,2020-02
Som.,SO,Somalia,8.651619136457392e-05,Africa,2020-02
S. Sudan,OD,South Sudan,0.00018970767196969246,Africa,2020-02
,UU,Abyei Area,0.00014776263280925493,Africa,2020-02
,KE,Kenya,9.347868479992587e-05,Africa,2020-02
Ug.,UG,Uganda,0.00014639030302648115,Africa,2020-02
Tanz.,TZ,Tanzania,9.314060337248753e-05,Africa,2020-02
Moz.,MZ,Mozambique,0.00010497031393934699,Africa,2020-02
Como.,CN,Comoros,8.553362005184569e-05,Africa,2020-02
Madag.,MA,Madagascar,9.5102771379844e-05,Africa,2020-02
C. Ver.,CV,Cabo Verde,5.8841526062966485e-05,Africa,2020-02
W. Sah.,WI,Western Sahara,5.121438583984348e-05,Africa,2020-02
Maur.,MR,Mauritania,6.054413698364994e-05,Africa,2020-02
Mor.,MO,Morocco,6.530051096044373e-05,Africa,2020-02
Sp.,SP,Spain (Canary Is),5.578431494330493e-05,Africa,2020-02
Port.,PO,Portugal (Madeira Is),4.7768611959188856e-05,Africa,2020-02
Sp.,SP,Spain (Africa),5.863124979149577e-05,Africa,2020-02
Alg.,AG,Algeria,5.332358249174299e-05,Africa,2020-02
,ML,Mali,7.877521166277718e-05,Africa,2020-02
Burk.,UV,Burkina Faso,0.00011653783440581286,Africa,2020-02
,TO,Togo,0.00022372222041328266,Africa,2020-02
,GH,Ghana,0.00022472464024141898,Africa,2020-02
C. d Iv.,IV,Cote d'Ivoire,0.00021573185990844283,Africa,2020-02
Gui.,GV,Guinea,0.0002565509094673305,Africa,2020-02
Sen.,SG,Senegal,0.0001533164708246578,Africa,2020-02
Gam.,GA,"Gambia, The",0.00018581053738078634,Africa,2020-02
Gui.-Bis.,PU,Guinea-Bissau,0.0002461147997906372,Africa,2020-02
S. Leo.,SL,Sierra Leone,0.0002923119224769364,Africa,2020-02
Liber.,LI,Liberia,0.000213917699021541,Africa,2020-02
,BN,Benin,0.00019631095810083285,Africa,2020-02
Nig.,NI,Nigeria,0.00019894006583038627,Africa,2020-02
Camer.,CM,Cameroon,0.0002560381146366949,Africa,2020-02
Equa. Gui.,EK,Equatorial Guinea,0.00019983451658562085,Africa,2020-02
S. To. & Prin.,TP,Sao Tome & Principe,0.00017227898917983764,Africa,2020-02
,GB,Gabon,0.00018748094906254002,Africa,2020-02
Rep. of the Congo,CF,Rep of the Congo,0.0002337982049935557,Africa,2020-02
Cen. Afr. Rep.,CT,Central African Rep,0.0002586559743925857,Africa,2020-02
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.0001995886267035054,Africa,2020-02
,CD,Chad,0.00011704606211681232,Africa,2020-03
Mal.,MI,Malawi,0.0001082644109252789,Africa,2020-03
Zam.,ZA,Zambia,0.00010538976784142689,Africa,2020-03
Zimb.,ZI,Zimbabwe,0.00011508880315589518,Africa,2020-03
Bots.,BC,Botswana,0.00012080144909595016,Africa,2020-03
Nam.,WA,Namibia,0.00010580187368622252,Africa,2020-03
Ang.,AO,Angola,0.00012259817383261315,Africa,2020-03
Buru.,BY,Burundi,0.00010602047074407553,Africa,2020-03
Rw.,RW,Rwanda,0.00011207482279600963,Africa,2020-03
S. Afr.,SF,South Africa,0.00010485406805962544,Africa,2020-03
Leso.,LT,Lesotho,8.348015400405802e-05,Africa,2020-03
Swaz.,WZ,Swaziland,0.00012951567024772708,Africa,2020-03
May.,MF,Mayotte,0.00010505734643800301,Africa,2020-03
,NG,Niger,8.592196481756974e-05,Africa,2020-03
,SU,Sudan,9.51492775780549e-05,Africa,2020-03
,LY,Libya,5.013850879990461e-05,Africa,2020-03
,UU,Koualou Area,0.0002080508655844538,Africa,2020-03
Tun.,TS,Tunisia,5.095448214129967e-05,Africa,2020-03
,EG,Egypt,6.222149311005387e-05,Africa,2020-03
,EG,Bir Tawil,6.563688903085126e-05,Africa,2020-03
,SU,Halaib Triangle,6.52562219475901e-05,Africa,2020-03
Erit.,ER,Eritrea,0.00010025242312136339,Africa,2020-03
Eth.,ET,Ethiopia,0.00012994511099697842,Africa,2020-03
Dji.,DJ,Djibouti,9.808052154350452e-05,Africa,2020-03
Som.,SO,Somalia,8.916434096682895e-05,Africa,2020-03
S. Sudan,OD,South Sudan,0.00021464883463103161,Africa,2020-03
,UU,Abyei Area,0.0001928093551642292,Africa,2020-03
,KE,Kenya,0.00010030006818354301,Africa,2020-03
Ug.,UG,Uganda,0.00014593173108346958,Africa,2020-03
Tanz.,TZ,Tanzania,9.774337372374751e-05,Africa,2020-03
Moz.,MZ,Mozambique,0.00010405947561607554,Africa,2020-03
Como.,CN,Comoros,7.486973610923676e-05,Africa,2020-03
Madag.,MA,Madagascar,9.015557000240317e-05,Africa,2020-03
C. Ver.,CV,Cabo Verde,6.299485129524026e-05,Africa,2020-03
W. Sah.,WI,Western Sahara,4.988420589019322e-05,Africa,2020-03
Maur.,MR,Mauritania,6.548550989589634e-05,Africa,2020-03
Mor.,MO,Morocco,5.704642467922835e-05,Africa,2020-03
Sp.,SP,Spain (Canary Is),4.397407475850873e-05,Africa,2020-03
Port.,PO,Portugal (Madeira Is),2.9985192504349814e-05,Africa,2020-03
Sp.,SP,Spain (Africa),8.469180044599945e-05,Africa,2020-03
Alg.,AG,Algeria,5.303387916963213e-05,Africa,2020-03
,ML,Mali,0.0001039624140798632,Africa,2020-03
Burk.,UV,Burkina Faso,0.00018438482283512653,Africa,2020-03
,TO,Togo,0.00023994663979334623,Africa,2020-03
,GH,Ghana,0.0002305722057672038,Africa,2020-03
C. d Iv.,IV,Cote d'Ivoire,0.0002272786793859257,Africa,2020-03
Gui.,GV,Guinea,0.0002705538900744066,Africa,2020-03
Sen.,SG,Senegal,0.00015088034592913456,Africa,2020-03
Gam.,GA,"Gambia, The",0.0001788105039398863,Africa,2020-03
Gui.-Bis.,PU,Guinea-Bissau,0.00025311479550105606,Africa,2020-03
S. Leo.,SL,Sierra Leone,0.00027357601727493066,Africa,2020-03
Liber.,LI,Liberia,0.00018940484867941313,Africa,2020-03
,BN,Benin,0.00025053345847911675,Africa,2020-03
Nig.,NI,Nigeria,0.0002257261414075083,Africa,2020-03
Camer.,CM,Cameroon,0.0002518124502895982,Africa,2020-03
Equa. Gui.,EK,Equatorial Guinea,0.0001846715676891327,Africa,2020-03
S. To. & Prin.,TP,Sao Tome & Principe,0.00014348976691199607,Africa,2020-03
,GB,Gabon,0.0001749968410848464,Africa,2020-03
Rep. of the Congo,CF,Rep of the Congo,0.0002058919272212181,Africa,2020-03
Cen. Afr. Rep.,CT,Central African Rep,0.00028181894967779705,Africa,2020-03
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.00019039015390394048,Africa,2020-03
,CD,Chad,0.00011701431267912619,Africa,2020-04
Mal.,MI,Malawi,0.00010843121826079722,Africa,2020-04
Zam.,ZA,Zambia,0.0001115701815351187,Africa,2020-04
Zimb.,ZI,Zimbabwe,0.00011110446263475231,Africa,2020-04
Bots.,BC,Botswana,0.00011330910044420377,Africa,2020-04
Nam.,WA,Namibia,0.0001015543622634946,Africa,2020-04
Ang.,AO,Angola,0.00011921702019700681,Africa,2020-04
Buru.,BY,Burundi,8.992225037716609e-05,Africa,2020-04
Rw.,RW,Rwanda,0.00010143878346837691,Africa,2020-04
S. Afr.,SF,South Africa,8.647483324796603e-05,Africa,2020-04
Leso.,LT,Lesotho,7.309328871087887e-05,Africa,2020-04
Swaz.,WZ,Swaziland,0.00011336789190278101,Africa,2020-04
May.,MF,Mayotte,8.017691015560163e-05,Africa,2020-04
,NG,Niger,8.399024625151027e-05,Africa,2020-04
,SU,Sudan,9.425507793071146e-05,Africa,2020-04
,LY,Libya,5.2001765090087184e-05,Africa,2020-04
,UU,Koualou Area,0.00021686822317197536,Africa,2020-04
Tun.,TS,Tunisia,5.565859354466854e-05,Africa,2020-04
,EG,Egypt,5.990500025643419e-05,Africa,2020-04
,EG,Bir Tawil,6.57203780589152e-05,Africa,2020-04
,SU,Halaib Triangle,6.501087823312311e-05,Africa,2020-04
Erit.,ER,Eritrea,0.00010156142222660023,Africa,2020-04
Eth.,ET,Ethiopia,0.00012312169259750757,Africa,2020-04
Dji.,DJ,Djibouti,0.00010307842481966515,Africa,2020-04
Som.,SO,Somalia,9.06007244210995e-05,Africa,2020-04
S. Sudan,OD,South Sudan,0.00021288731993368277,Africa,2020-04
,UU,Abyei Area,0.00021194140495848948,Africa,2020-04
,KE,Kenya,0.00010310496937327752,Africa,2020-04
Ug.,UG,Uganda,0.00013545709574696273,Africa,2020-04
Tanz.,TZ,Tanzania,8.935405579338852e-05,Africa,2020-04
Moz.,MZ,Mozambique,9.564691283597399e-05,Africa,2020-04
Como.,CN,Comoros,7.742353466909668e-05,Africa,2020-04
Madag.,MA,Madagascar,8.740826233254649e-05,Africa,2020-04
C. Ver.,CV,Cabo Verde,6.061077631571641e-05,Africa,2020-04
W. Sah.,WI,Western Sahara,4.863670814764218e-05,Africa,2020-04
Maur.,MR,Mauritania,6.988375235480596e-05,Africa,2020-04
Mor.,MO,Morocco,5.5598240316563265e-05,Africa,2020-04
Sp.,SP,Spain (Canary Is),4.486142910440021e-05,Africa,2020-04
Port.,PO,Portugal (Madeira Is),2.083771748676483e-05,Africa,2020-04
Sp.,SP,Spain (Africa),7.242926703387327e-05,Africa,2020-04
Alg.,AG,Algeria,5.545142938017152e-05,Africa,2020-04
,ML,Mali,0.00011089475432734549,Africa,2020-04
Burk.,UV,Burkina Faso,0.00019698421479040756,Africa,2020-04
,TO,Togo,0.00020304997271453537,Africa,2020-04
,GH,Ghana,0.00020507836776916774,Africa,2020-04
C. d Iv.,IV,Cote d'Ivoire,0.00019399566353042773,Africa,2020-04
Gui.,GV,Guinea,0.00024191957254978446,Africa,2020-04
Sen.,SG,Senegal,0.0001433875684503511,Africa,2020-04
Gam.,GA,"Gambia, The",0.0001694372010030119,Africa,2020-04
Gui.-Bis.,PU,Guinea-Bissau,0.00021993344461882842,Africa,2020-04
S. Leo.,SL,Sierra Leone,0.00022415288066541446,Africa,2020-04
Liber.,LI,Liberia,0.00016048411543776982,Africa,2020-04
,BN,Benin,0.0002173613566421085,Africa,2020-04
Nig.,NI,Nigeria,0.00020223586763253317,Africa,2020-04
Camer.,CM,Cameroon,0.00018190825938731815,Africa,2020-04
Equa. Gui.,EK,Equatorial Guinea,0.00013122181069010185,Africa,2020-04
S. To. & Prin.,TP,Sao Tome & Principe,0.00010898341021205464,Africa,2020-04
,GB,Gabon,0.00014144102926093896,Africa,2020-04
Rep. of the Congo,CF,Rep of the Congo,0.00017361079396247607,Africa,2020-04
Cen. Afr. Rep.,CT,Central African Rep,0.0002432259381418634,Africa,2020-04
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.0001754234482435173,Africa,2020-04
,CD,Chad,0.00012836468717878716,Africa,2020-05
Mal.,MI,Malawi,0.00011581843089243476,Africa,2020-05
Zam.,ZA,Zambia,0.00013045357544148734,Africa,2020-05
Zimb.,ZI,Zimbabwe,0.00011370393143696145,Africa,2020-05
Bots.,BC,Botswana,0.00011521090874564266,Africa,2020-05
Nam.,WA,Namibia,0.00010841861451466743,Africa,2020-05
Ang.,AO,Angola,0.0001732185030510248,Africa,2020-05
Buru.,BY,Burundi,9.164972819817644e-05,Africa,2020-05
Rw.,RW,Rwanda,0.00010026929609334923,Africa,2020-05
S. Afr.,SF,South Africa,0.00010014209955348346,Africa,2020-05
Leso.,LT,Lesotho,9.665957294586019e-05,Africa,2020-05
Swaz.,WZ,Swaziland,0.00012633786771920958,Africa,2020-05
May.,MF,Mayotte,7.170415790621176e-05,Africa,2020-05
,NG,Niger,0.00010033086014211547,Africa,2020-05
,SU,Sudan,0.00011208659435147404,Africa,2020-05
,LY,Libya,6.576615724099862e-05,Africa,2020-05
,UU,Koualou Area,0.00019567183970361143,Africa,2020-05
Tun.,TS,Tunisia,8.268248786034642e-05,Africa,2020-05
,EG,Egypt,8.159618283347412e-05,Africa,2020-05
,EG,Bir Tawil,7.833184703561899e-05,Africa,2020-05
,SU,Halaib Triangle,7.330944700131285e-05,Africa,2020-05
Erit.,ER,Eritrea,0.00011125228636499348,Africa,2020-05
Eth.,ET,Ethiopia,0.00010764198304882402,Africa,2020-05
Dji.,DJ,Djibouti,0.00010427546192186451,Africa,2020-05
Som.,SO,Somalia,9.478103660503103e-05,Africa,2020-05
S. Sudan,OD,South Sudan,0.00017301350327550386,Africa,2020-05
,UU,Abyei Area,0.00020726473549456998,Africa,2020-05
,KE,Kenya,8.951604384323845e-05,Africa,2020-05
Ug.,UG,Uganda,0.00011146553083857826,Africa,2020-05
Tanz.,TZ,Tanzania,9.22342479643363e-05,Africa,2020-05
Moz.,MZ,Mozambique,9.477235403051539e-05,Africa,2020-05
Como.,CN,Comoros,7.121254221106453e-05,Africa,2020-05
Madag.,MA,Madagascar,0.00010284543553008752,Africa,2020-05
C. Ver.,CV,Cabo Verde,6.471759891601899e-05,Africa,2020-05
W. Sah.,WI,Western Sahara,6.386306493687788e-05,Africa,2020-05
Maur.,MR,Mauritania,8.11586431711334e-05,Africa,2020-05
Mor.,MO,Morocco,7.583913389552915e-05,Africa,2020-05
Sp.,SP,Spain (Canary Is),5.710542018624211e-05,Africa,2020-05
Port.,PO,Portugal (Madeira Is),5.104462073786499e-05,Africa,2020-05
Sp.,SP,Spain (Africa),9.259522555526043e-05,Africa,2020-05
Alg.,AG,Algeria,6.824906225346646e-05,Africa,2020-05
,ML,Mali,0.00011803616729963624,Africa,2020-05
Burk.,UV,Burkina Faso,0.00018605046768303523,Africa,2020-05
,TO,Togo,0.00016229325588914078,Africa,2020-05
,GH,Ghana,0.0001647015863113112,Africa,2020-05
C. d Iv.,IV,Cote d'Ivoire,0.0001511433217003633,Africa,2020-05
Gui.,GV,Guinea,0.00020658582362289982,Africa,2020-05
Sen.,SG,Senegal,0.0001543134985773052,Africa,2020-05
Gam.,GA,"Gambia, The",0.0001722329673933354,Africa,2020-05
Gui.-Bis.,PU,Guinea-Bissau,0.00021910826166882957,Africa,2020-05
S. Leo.,SL,Sierra Leone,0.0001571886485017015,Africa,2020-05
Liber.,LI,Liberia,0.00012911582609829192,Africa,2020-05
,BN,Benin,0.00018709039707272756,Africa,2020-05
Nig.,NI,Nigeria,0.00018763170506991302,Africa,2020-05
Camer.,CM,Cameroon,0.00015199614971238756,Africa,2020-05
Equa. Gui.,EK,Equatorial Guinea,0.00011856350452895713,Africa,2020-05
S. To. & Prin.,TP,Sao Tome & Principe,0.00010625032712644766,Africa,2020-05
,GB,Gabon,0.00013258500108372155,Africa,2020-05
Rep. of the Congo,CF,Rep of the Congo,0.0001691131448982368,Africa,2020-05
Cen. Afr. Rep.,CT,Central African Rep,0.0001859875594861531,Africa,2020-05
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.00018611316863269555,Africa,2020-05
,CD,Chad,0.00012061870119706698,Africa,2020-06
Mal.,MI,Malawi,0.00011228398418341209,Africa,2020-06
Zam.,ZA,Zambia,0.00013195301618163936,Africa,2020-06
Zimb.,ZI,Zimbabwe,9.256783564675206e-05,Africa,2020-06
Bots.,BC,Botswana,0.00010158412903120066,Africa,2020-06
Nam.,WA,Namibia,9.516193902726861e-05,Africa,2020-06
Ang.,AO,Angola,0.00018597517101870582,Africa,2020-06
Buru.,BY,Burundi,0.00011516356703541626,Africa,2020-06
Rw.,RW,Rwanda,0.00011982258427759318,Africa,2020-06
S. Afr.,SF,South Africa,9.367014933206515e-05,Africa,2020-06
Leso.,LT,Lesotho,8.763200353590019e-05,Africa,2020-06
Swaz.,WZ,Swaziland,0.0001318920996449914,Africa,2020-06
May.,MF,Mayotte,6.0798209255429726e-05,Africa,2020-06
,NG,Niger,0.00010356406394261904,Africa,2020-06
,SU,Sudan,0.00011559055792518703,Africa,2020-06
,LY,Libya,8.182133301905447e-05,Africa,2020-06
,UU,Koualou Area,0.00014967643247491505,Africa,2020-06
Tun.,TS,Tunisia,0.00011115674828399242,Africa,2020-06
,EG,Egypt,9.671769083545022e-05,Africa,2020-06
,EG,Bir Tawil,8.551457401603824e-05,Africa,2020-06
,SU,Halaib Triangle,8.70174741807903e-05,Africa,2020-06
Erit.,ER,Eritrea,0.00011503080712402433,Africa,2020-06
Eth.,ET,Ethiopia,9.740956267077127e-05,Africa,2020-06
Dji.,DJ,Djibouti,0.00011387746046184066,Africa,2020-06
Som.,SO,Somalia,8.95168249816176e-05,Africa,2020-06
S. Sudan,OD,South Sudan,0.00014853284354575218,Africa,2020-06
,UU,Abyei Area,0.0001890294237159332,Africa,2020-06
,KE,Kenya,9.87991958655588e-05,Africa,2020-06
Ug.,UG,Uganda,0.00012337187463846815,Africa,2020-06
Tanz.,TZ,Tanzania,0.00011901571817656838,Africa,2020-06
Moz.,MZ,Mozambique,8.360057940324942e-05,Africa,2020-06
Como.,CN,Comoros,6.130526868372071e-05,Africa,2020-06
Madag.,MA,Madagascar,9.048148498743704e-05,Africa,2020-06
C. Ver.,CV,Cabo Verde,6.697601364132074e-05,Africa,2020-06
W. Sah.,WI,Western Sahara,7.071903460271346e-05,Africa,2020-06
Maur.,MR,Mauritania,9.031475126508347e-05,Africa,2020-06
Mor.,MO,Morocco,9.422495481220159e-05,Africa,2020-06
Sp.,SP,Spain (Canary Is),6.14518356343514e-05,Africa,2020-06
Port.,PO,Portugal (Madeira Is),5.5582607487619186e-05,Africa,2020-06
Sp.,SP,Spain (Africa),0.0001105735255757744,Africa,2020-06
Alg.,AG,Algeria,8.430800355622765e-05,Africa,2020-06
,ML,Mali,0.00012111434998523515,Africa,2020-06
Burk.,UV,Burkina Faso,0.00016245265403590998,Africa,2020-06
,TO,Togo,0.00012227583002055346,Africa,2020-06
,GH,Ghana,0.00012049483412073695,Africa,2020-06
C. d Iv.,IV,Cote d'Ivoire,0.00011133771138532354,Africa,2020-06
Gui.,GV,Guinea,0.00014265018294583816,Africa,2020-06
Sen.,SG,Senegal,0.0001511711428510143,Africa,2020-06
Gam.,GA,"Gambia, The",0.00015583936602588103,Africa,2020-06
Gui.-Bis.,PU,Guinea-Bissau,0.00016843526215536096,Africa,2020-06
S. Leo.,SL,Sierra Leone,0.0001180216224608637,Africa,2020-06
Liber.,LI,Liberia,9.45348845239672e-05,Africa,2020-06
,BN,Benin,0.00014438765352468768,Africa,2020-06
Nig.,NI,Nigeria,0.00015366799726245498,Africa,2020-06
Camer.,CM,Cameroon,0.00012238721262459806,Africa,2020-06
Equa. Gui.,EK,Equatorial Guinea,9.385274191386793e-05,Africa,2020-06
S. To. & Prin.,TP,Sao Tome & Principe,8.781653009017252e-05,Africa,2020-06
,GB,Gabon,0.00011954130471716586,Africa,2020-06
Rep. of the Congo,CF,Rep of the Congo,0.00016973162334444453,Africa,2020-06
Cen. Afr. Rep.,CT,Central African Rep,0.0001564749545927162,Africa,2020-06
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.00020555546112562654,Africa,2020-06
,CD,Chad,0.00011156462500894906,Africa,2020-07
Mal.,MI,Malawi,0.00012036369907859844,Africa,2020-07
Zam.,ZA,Zambia,0.00015417430251230677,Africa,2020-07
Zimb.,ZI,Zimbabwe,0.00010104090168723781,Africa,2020-07
Bots.,BC,Botswana,9.46516677243705e-05,Africa,2020-07
Nam.,WA,Namibia,9.264742351658928e-05,Africa,2020-07
Ang.,AO,Angola,0.0002068712605440585,Africa,2020-07
Buru.,BY,Burundi,0.00013985834725508656,Africa,2020-07
Rw.,RW,Rwanda,0.0001352032492182588,Africa,2020-07
S. Afr.,SF,South Africa,8.680919451621482e-05,Africa,2020-07
Leso.,LT,Lesotho,8.233291093059757e-05,Africa,2020-07
Swaz.,WZ,Swaziland,0.00012226927531733066,Africa,2020-07
May.,MF,Mayotte,7.24403842209567e-05,Africa,2020-07
,NG,Niger,0.00011002623131713246,Africa,2020-07
,SU,Sudan,0.00011773193450917603,Africa,2020-07
,LY,Libya,9.727360033998225e-05,Africa,2020-07
,UU,Koualou Area,0.00010840814806911447,Africa,2020-07
Tun.,TS,Tunisia,0.0001287788474786622,Africa,2020-07
,EG,Egypt,0.00011431259010866344,Africa,2020-07
,EG,Bir Tawil,0.00010181771557936569,Africa,2020-07
,SU,Halaib Triangle,0.00010768803393719765,Africa,2020-07
Erit.,ER,Eritrea,0.00011990816155545676,Africa,2020-07
Eth.,ET,Ethiopia,8.873447376695393e-05,Africa,2020-07
Dji.,DJ,Djibouti,0.00011743359610323043,Africa,2020-07
Som.,SO,Somalia,8.548188458606079e-05,Africa,2020-07
S. Sudan,OD,South Sudan,0.00011856995814762946,Africa,2020-07
,UU,Abyei Area,0.00014420154325240503,Africa,2020-07
,KE,Kenya,0.00011079681296937409,Africa,2020-07
Ug.,UG,Uganda,0.00013156890509824268,Africa,2020-07
Tanz.,TZ,Tanzania,0.00013954415043288175,Africa,2020-07
Moz.,MZ,Mozambique,9.839362257202715e-05,Africa,2020-07
Como.,CN,Comoros,6.75372086932784e-05,Africa,2020-07
Madag.,MA,Madagascar,8.523504336137847e-05,Africa,2020-07
C. Ver.,CV,Cabo Verde,7.169978924546403e-05,Africa,2020-07
W. Sah.,WI,Western Sahara,8.471611837950315e-05,Africa,2020-07
Maur.,MR,Mauritania,0.0001007293221814787,Africa,2020-07
Mor.,MO,Morocco,0.00011727738367668855,Africa,2020-07
Sp.,SP,Spain (Canary Is),6.880238341030848e-05,Africa,2020-07
Port.,PO,Portugal (Madeira Is),6.10366248604042e-05,Africa,2020-07
Sp.,SP,Spain (Africa),0.0001736851950031661,Africa,2020-07
Alg.,AG,Algeria,0.00010200031111362687,Africa,2020-07
,ML,Mali,0.00011848877699951724,Africa,2020-07
Burk.,UV,Burkina Faso,0.00012882299234008183,Africa,2020-07
,TO,Togo,9.762393280294557e-05,Africa,2020-07
,GH,Ghana,9.320739881423374e-05,Africa,2020-07
C. d Iv.,IV,Cote d'Ivoire,9.103030485899796e-05,Africa,2020-07
Gui.,GV,Guinea,0.00010442635430890474,Africa,2020-07
Sen.,SG,Senegal,0.0001266340660488755,Africa,2020-07
Gam.,GA,"Gambia, The",0.00011887786869984896,Africa,2020-07
Gui.-Bis.,PU,Guinea-Bissau,0.00011171301411796517,Africa,2020-07
S. Leo.,SL,Sierra Leone,8.820856431158254e-05,Africa,2020-07
Liber.,LI,Liberia,7.710827020627757e-05,Africa,2020-07
,BN,Benin,0.00010719118131552497,Africa,2020-07
Nig.,NI,Nigeria,0.00011131272952569476,Africa,2020-07
Camer.,CM,Cameroon,9.635918508105872e-05,Africa,2020-07
Equa. Gui.,EK,Equatorial Guinea,9.643646232840651e-05,Africa,2020-07
S. To. & Prin.,TP,Sao Tome & Principe,7.591538840753604e-05,Africa,2020-07
,GB,Gabon,0.00011348354968682939,Africa,2020-07
Rep. of the Congo,CF,Rep of the Congo,0.00015792142780185858,Africa,2020-07
Cen. Afr. Rep.,CT,Central African Rep,0.0001130882115677888,Africa,2020-07
Dem. Rep. of the Congo,CG,Dem Rep of the Congo,0.00020016218457042571,Africa,2020-07
,CD,Chad,9.601542127228149e-05,Africa,2020-08
Mal.,MI,Malawi,0.00016731071730145017,Africa,2020-08
Zam.,ZA,Zambia,0.00020849540635604037,Africa,2020-08
Zimb.,ZI,Zimbabwe,0.00014767784439262521,Africa,2020-08
Bots.,BC,Botswana,0.00011681733435110368,Africa,2020-08
Nam.,WA,Namibia,0.00010030902783561602,Africa,2020-08
Ang.,AO,Angola,0.00021952314875918496,Africa,2020-08
Buru.,BY,Burundi,0.00017708712725127406,Africa,2020-08
Rw.,RW,Rwanda,0.00014355556173120725,Africa,2020-08
S. Afr.,SF,South Africa,8.727803243831652e-05,Africa,2020-08
Leso.,LT,Lesotho,9.116824234337511e-05,Africa,2020-08
Swaz.,WZ,Swaziland,0.00016595837191581573,Africa,2020-08
May.,MF,Mayotte,6.042611022613154e-05,Africa,2020-08
,NG,Niger,9.930960599682657e-05,Africa,2020-08
,SU,Sudan,0.00010500654272850975,Africa,2020-08
,LY,Libya,9.374375982265759e-05,Africa,2020-08
,UU,Koualou Area,9.291359518651579e-05,Africa,2020-08
Tun.,TS,Tunisia,0.00011598414887399551,Africa,2020-08
,EG,Egypt,0.00011595631953767838,Africa,2020-08
,EG,Bir Tawil,0.00010352042669808106,Africa,2020-08
,SU,Halaib Triangle,0.00010541877663973488,Africa,2020-08
Erit.,ER,Eritrea,0.00010553600151676347,Africa,2020-08
Eth.,ET,Ethiopia,8.62917141463903e-05,Africa,2020-08
Dji.,DJ,Djibouti,0.00010947921596153685,Africa,2020-08
Som.,SO,Somalia,8.558537894112873e-05,Africa,2020-08
