mean,Shape_Leng,shapeGroup,shapeType,shapeID,Shape_Area,Level,shapeName,system:index
0.02752741568217864,1.89279324291,KEN,ADM2,KEN-ADM2-3690345B82142159,0.0827962943547,ADM2,Mwala,000000000000000000bf
0.02817807082278291,3.72847571678,KEN,ADM2,KEN-ADM2-3690345B65701499,0.300540696901,ADM2,Mwatate,000000000000000000c0
0.02790358904709529,0.860801252834,KEN,ADM2,KEN-ADM2-3690345B33322243,0.035139383627,ADM2,Mwea,000000000000000000c1
0.028935830950540413,3.12739321169,KEN,ADM2,KEN-ADM2-3690345B984394,0.344900450715,ADM2,Mwingi East,000000000000000000c2
0.028969156969691767,3.13122896429,KEN,ADM2,KEN-ADM2-3690345B39087398,0.381628124186,ADM2,Mwingi North,000000000000000000c3
0.028177585293324148,1.83994217963,KEN,ADM2,KEN-ADM2-3690345B32682743,0.0959289567534,ADM2,Mwingi West,000000000000000000c4
0.025584289812828676,2.21079619864,KEN,ADM2,KEN-ADM2-3690345B78966052,0.139894434406,ADM2,Naivasha,000000000000000000c5
0.026072336414092408,0.723105403314,KEN,ADM2,KEN-ADM2-3690345B40977377,0.012787997105,ADM2,Nakuru Town East,000000000000000000c6
0.026209771955529315,0.686479959264,KEN,ADM2,KEN-ADM2-3690345B47996381,0.0113651297462,ADM2,Nakuru Town West,000000000000000000c7
0.03184776930992792,0.832985371175,KEN,ADM2,KEN-ADM2-3690345B55649850,0.0188758420932,ADM2,Nambale,000000000000000000c8
0.026109433084543884,1.07865933356,KEN,ADM2,KEN-ADM2-3690345B10255270,0.0319342494591,ADM2,Nandi Hills,000000000000000000c9
0.026378190554299154,1.9104581134,KEN,ADM2,KEN-ADM2-3690345B39745566,0.166314425045,ADM2,Narok East,000000000000000000ca
0.02441011036063162,3.34000309169,KEN,ADM2,KEN-ADM2-3690345B74645205,0.221276913379,ADM2,Narok North,000000000000000000cb
0.026139189405344862,4.92313993087,KEN,ADM2,KEN-ADM2-3690345B9035653,0.392638329973,ADM2,Narok South,000000000000000000cc
0.02650128789225254,3.79205919342,KEN,ADM2,KEN-ADM2-3690345B40960798,0.442618693015,ADM2,Narok West,000000000000000000cd
0.030129056930786876,0.870778787971,KEN,ADM2,KEN-ADM2-3690345B57763853,0.0209133747192,ADM2,Navakholo,000000000000000000ce
0.023422894795736813,1.72840825671,KEN,ADM2,KEN-ADM2-3690345B48963412,0.0710117247628,ADM2,Ndaragwa,000000000000000000cf
0.0306198031874872,1.18861161913,KEN,ADM2,KEN-ADM2-3690345B82266688,0.0564996783879,ADM2,Ndhiwa,000000000000000000d0
0.027469132980297715,1.73942067749,KEN,ADM2,KEN-ADM2-3690345B43863656,0.0274925597592,ADM2,Ndia,000000000000000000d1
0.026981548338143632,1.65376336337,KEN,ADM2,KEN-ADM2-3690345B65756789,0.0485958469626,ADM2,Nithi,000000000000000000d2
0.02427962179251463,1.52383543186,KEN,ADM2,KEN-ADM2-3690345B33938657,0.0635733556162,ADM2,Njoro,000000000000000000d3
0.029921839642728945,8.79183407483,KEN,ADM2,KEN-ADM2-3690345B42575394,3.30066480976,ADM2,North Horr,000000000000000000d4
0.027193202664061777,1.19832422887,KEN,ADM2,KEN-ADM2-3690345B49358847,0.0245333748758,ADM2,North Imenti,000000000000000000d5
