country_co,country_na,mean,month
CD,Chad,4.12928014612142e-05,2020-01
MI,Malawi,4.073576700869852e-05,2020-01
ZA,Zambia,4.1104481643846495e-05,2020-01
ZI,Zimbabwe,4.9649359194134816e-05,2020-01
BC,Botswana,5.545613727970095e-05,2020-01
WA,Namibia,5.461053724469749e-05,2020-01
AO,Angola,4.107632125912857e-05,2020-01
BY,Burundi,3.440974924351789e-05,2020-01
RW,Rwanda,3.529760713226589e-05,2020-01
SF,South Africa,6.50019960502644e-05,2020-01
LT,Lesotho,6.026301362922422e-05,2020-01
WZ,Swaziland,6.964430238273738e-05,2020-01
MF,Mayotte,3.977629070965214e-05,2020-01
NG,Niger,3.8498045139837855e-05,2020-01
SU,Sudan,3.948504252494501e-05,2020-01
LY,Libya,4.5622152412318034e-05,2020-01
UU,Koualou Area,5.482504234343203e-05,2020-01
TS,Tunisia,5.103410064119658e-05,2020-01
EG,Egypt,5.195057836041345e-05,2020-01
EG,Bir Tawil,4.4349967528319816e-05,2020-01
SU,Halaib Triangle,4.452473063824927e-05,2020-01
ER,Eritrea,3.788252049386929e-05,2020-01
ET,Ethiopia,3.7011852982987474e-05,2020-01
DJ,Djibouti,3.619795978638799e-05,2020-01
SO,Somalia,3.217666253671278e-05,2020-01
OD,South Sudan,5.687465160465738e-05,2020-01
UU,Abyei Area,4.366500565084946e-05,2020-01
KE,Kenya,3.273701387964537e-05,2020-01
UG,Uganda,4.514189889067671e-05,2020-01
TZ,Tanzania,3.493961904735046e-05,2020-01
MZ,Mozambique,4.600271547546219e-05,2020-01
CN,Comoros,3.8971526897666926e-05,2020-01
MA,Madagascar,4.870869831296482e-05,2020-01
CV,Cabo Verde,3.683882579157132e-05,2020-01
WI,Western Sahara,4.577237028505831e-05,2020-01
MR,Mauritania,4.088341557508443e-05,2020-01
MO,Morocco,4.758432689294935e-05,2020-01
SP,Spain (Canary Is),5.485605039905887e-05,2020-01
PO,Portugal (Madeira Is),4.596008925076545e-05,2020-01
SP,Spain (Africa),8.537314108890271e-05,2020-01
AG,Algeria,4.741243831342093e-05,2020-01
ML,Mali,4.048771129241011e-05,2020-01
UV,Burkina Faso,4.199608583898564e-05,2020-01
TO,Togo,5.774265078465324e-05,2020-01
GH,Ghana,6.132211595968709e-05,2020-01
IV,Cote d'Ivoire,4.76050446789864e-05,2020-01
GV,Guinea,5.712862004054365e-05,2020-01
SG,Senegal,4.453724536489627e-05,2020-01
GA,"Gambia, The",4.749166759701847e-05,2020-01
PU,Guinea-Bissau,4.929230803101981e-05,2020-01
SL,Sierra Leone,5.668640393882817e-05,2020-01
LI,Liberia,4.158329151317123e-05,2020-01
BN,Benin,5.208189371455384e-05,2020-01
NI,Nigeria,5.429603527100489e-05,2020-01
CM,Cameroon,5.341093210408097e-05,2020-01
EK,Equatorial Guinea,4.419288143139665e-05,2020-01
TP,Sao Tome & Principe,4.001732746699548e-05,2020-01
GB,Gabon,4.578702154572462e-05,2020-01
CF,Rep of the Congo,4.676644309438232e-05,2020-01
CT,Central African Rep,6.900723697136984e-05,2020-01
CG,Dem Rep of the Congo,4.231127957343309e-05,2020-01
CD,Chad,4.260503286570233e-05,2020-02
MI,Malawi,3.9461188672290994e-05,2020-02
ZA,Zambia,3.918514395827495e-05,2020-02
ZI,Zimbabwe,4.6306105450111134e-05,2020-02
BC,Botswana,5.211362049902573e-05,2020-02
WA,Namibia,5.169781647979137e-05,2020-02
AO,Angola,3.990775901899658e-05,2020-02
BY,Burundi,3.303474783531979e-05,2020-02
RW,Rwanda,3.3956054018974886e-05,2020-02
SF,South Africa,6.512878874047177e-05,2020-02
LT,Lesotho,6.051247297702867e-05,2020-02
WZ,Swaziland,6.268453782644649e-05,2020-02
MF,Mayotte,3.828604123717901e-05,2020-02
NG,Niger,4.00038249151263e-05,2020-02
SU,Sudan,4.216569099517673e-05,2020-02
LY,Libya,4.763470388447784e-05,2020-02
UU,Koualou Area,4.2379959579076695e-05,2020-02
TS,Tunisia,5.445381103782224e-05,2020-02
EG,Egypt,5.348204992253968e-05,2020-02
EG,Bir Tawil,4.5289201095809566e-05,2020-02
SU,Halaib Triangle,4.473617846200641e-05,2020-02
ER,Eritrea,4.071775630482438e-05,2020-02
ET,Ethiopia,3.891296367067489e-05,2020-02
DJ,Djibouti,3.789218644989877e-05,2020-02
SO,Somalia,3.34836247229134e-05,2020-02
OD,South Sudan,4.924143944357776e-05,2020-02
UU,Abyei Area,4.4638310393376605e-05,2020-02
KE,Kenya,3.2078098857588524e-05,2020-02
UG,Uganda,3.89862756772242e-05,2020-02
TZ,Tanzania,3.373836166421088e-05,2020-02
MZ,Mozambique,4.416163120197068e-05,2020-02
CN,Comoros,3.783110484868379e-05,2020-02
MA,Madagascar,4.662955515768886e-05,2020-02
CV,Cabo Verde,3.9970338917219415e-05,2020-02
WI,Western Sahara,4.663284726524296e-05,2020-02
MR,Mauritania,4.290862467057309e-05,2020-02
MO,Morocco,5.269922650353363e-05,2020-02
SP,Spain (Canary Is),5.658648130691087e-05,2020-02
PO,Portugal (Madeira Is),5.4097365931223725e-05,2020-02
SP,Spain (Africa),7.579148277899871e-05,2020-02
AG,Algeria,5.018924219765947e-05,2020-02
ML,Mali,4.166434747421636e-05,2020-02
UV,Burkina Faso,4.029231769214158e-05,2020-02
TO,Togo,5.486129609686288e-05,2020-02
GH,Ghana,5.202578653940828e-05,2020-02
IV,Cote d'Ivoire,4.358385939513653e-05,2020-02
GV,Guinea,5.153959189932312e-05,2020-02
SG,Senegal,4.632976308285265e-05,2020-02
GA,"Gambia, The",4.996778845398206e-05,2020-02
PU,Guinea-Bissau,5.173968211384423e-05,2020-02
SL,Sierra Leone,4.950346784481081e-05,2020-02
LI,Liberia,3.881735610320859e-05,2020-02
BN,Benin,5.307994270790001e-05,2020-02
NI,Nigeria,5.295622455309863e-05,2020-02
CM,Cameroon,4.934014726122412e-05,2020-02
EK,Equatorial Guinea,4.0665011304192206e-05,2020-02
TP,Sao Tome & Principe,3.826768029997295e-05,2020-02
GB,Gabon,3.923488779070158e-05,2020-02
CF,Rep of the Congo,4.073149803488076e-05,2020-02
CT,Central African Rep,5.615975584420567e-05,2020-02
CG,Dem Rep of the Congo,3.926446096633045e-05,2020-02
CD,Chad,4.640543045180101e-05,2020-03
MI,Malawi,3.8991143164054166e-05,2020-03
ZA,Zambia,3.8600900818214825e-05,2020-03
ZI,Zimbabwe,4.430225034755272e-05,2020-03
BC,Botswana,4.770598633640701e-05,2020-03
WA,Namibia,4.83211075785476e-05,2020-03
AO,Angola,3.925855031555332e-05,2020-03
BY,Burundi,3.397676969232293e-05,2020-03
RW,Rwanda,3.467793341393986e-05,2020-03
SF,South Africa,6.125032997795965e-05,2020-03
LT,Lesotho,5.329667876553441e-05,2020-03
WZ,Swaziland,7.04936204907242e-05,2020-03
MF,Mayotte,3.8923602997914445e-05,2020-03
NG,Niger,4.563097721679942e-05,2020-03
SU,Sudan,4.593491546377117e-05,2020-03
LY,Libya,5.4017080130959087e-05,2020-03
UU,Koualou Area,5.080185284621663e-05,2020-03
TS,Tunisia,5.825715033790349e-05,2020-03
EG,Egypt,6.0447733957989694e-05,2020-03
EG,Bir Tawil,5.002121526820898e-05,2020-03
SU,Halaib Triangle,4.968672944344612e-05,2020-03
ER,Eritrea,4.474479350261308e-05,2020-03
ET,Ethiopia,4.2116986529028886e-05,2020-03
DJ,Djibouti,4.2395761967568566e-05,2020-03
SO,Somalia,3.5375506554999565e-05,2020-03
OD,South Sudan,4.7117063007125474e-05,2020-03
UU,Abyei Area,5.054527920724139e-05,2020-03
KE,Kenya,3.410071034881322e-05,2020-03
UG,Uganda,3.771352279178421e-05,2020-03
TZ,Tanzania,3.372923967632871e-05,2020-03
MZ,Mozambique,4.284806199847919e-05,2020-03
CN,Comoros,3.66863763605803e-05,2020-03
MA,Madagascar,4.476909371590037e-05,2020-03
CV,Cabo Verde,4.119620099419503e-05,2020-03
WI,Western Sahara,5.3038661334056544e-05,2020-03
MR,Mauritania,4.750671274674173e-05,2020-03
MO,Morocco,5.770266728425724e-05,2020-03
SP,Spain (Canary Is),5.943270172289327e-05,2020-03
PO,Portugal (Madeira Is),5.7252809678805576e-05,2020-03
SP,Spain (Africa),7.684080415323009e-05,2020-03
AG,Algeria,5.497357230409593e-05,2020-03
ML,Mali,4.659479272401568e-05,2020-03
UV,Burkina Faso,4.744289477304034e-05,2020-03
TO,Togo,5.021495720792264e-05,2020-03
GH,Ghana,4.7677301088369336e-05,2020-03
IV,Cote d'Ivoire,4.3428420785372696e-05,2020-03
GV,Guinea,5.016746135851352e-05,2020-03
SG,Senegal,4.774114849933518e-05,2020-03
GA,"Gambia, The",5.044820320094904e-05,2020-03
PU,Guinea-Bissau,5.2515332386314654e-05,2020-03
SL,Sierra Leone,5.301641640999398e-05,2020-03
LI,Liberia,4.17058767083856e-05,2020-03
BN,Benin,5.282684283139167e-05,2020-03
NI,Nigeria,5.430335478996347e-05,2020-03
CM,Cameroon,4.565312986279537e-05,2020-03
EK,Equatorial Guinea,3.95200201352258e-05,2020-03
TP,Sao Tome & Principe,3.900855000324249e-05,2020-03
GB,Gabon,3.900198182406618e-05,2020-03
CF,Rep of the Congo,4.020173451875906e-05,2020-03
CT,Central African Rep,4.533397798814515e-05,2020-03
CG,Dem Rep of the Congo,3.837824743888468e-05,2020-03
CD,Chad,4.705898090481373e-05,2020-04
MI,Malawi,4.064544947906855e-05,2020-04
ZA,Zambia,3.951279587716049e-05,2020-04
ZI,Zimbabwe,4.3102776996333385e-05,2020-04
BC,Botswana,4.617553709515663e-05,2020-04
WA,Namibia,4.593120047754635e-05,2020-04
AO,Angola,3.937889173823987e-05,2020-04
BY,Burundi,3.508215504341784e-05,2020-04
RW,Rwanda,3.592370021793293e-05,2020-04
SF,South Africa,5.9870046513725246e-05,2020-04
LT,Lesotho,5.647348710979533e-05,2020-04
WZ,Swaziland,6.097202062067015e-05,2020-04
MF,Mayotte,3.872787851795289e-05,2020-04
NG,Niger,4.699144429472445e-05,2020-04
SU,Sudan,4.910301267551913e-05,2020-04
LY,Libya,5.528440195886824e-05,2020-04
UU,Koualou Area,5.591508977218696e-05,2020-04
TS,Tunisia,6.351441981969324e-05,2020-04
EG,Egypt,6.124575514371605e-05,2020-04
EG,Bir Tawil,5.437252694191252e-05,2020-04
SU,Halaib Triangle,5.374374811720308e-05,2020-04
ER,Eritrea,4.861390615235036e-05,2020-04
ET,Ethiopia,4.469806974472261e-05,2020-04
DJ,Djibouti,4.6916865357447256e-05,2020-04
SO,Somalia,3.8556649467384686e-05,2020-04
OD,South Sudan,4.867868150383039e-05,2020-04
UU,Abyei Area,5.422590446622843e-05,2020-04
KE,Kenya,3.82641033643907e-05,2020-04
UG,Uganda,4.064135765714617e-05,2020-04
TZ,Tanzania,3.522392324032678e-05,2020-04
MZ,Mozambique,4.179133307535215e-05,2020-04
CN,Comoros,3.819121489719943e-05,2020-04
MA,Madagascar,4.339646421986919e-05,2020-04
CV,Cabo Verde,4.4582152006736585e-05,2020-04
WI,Western Sahara,5.288799487059893e-05,2020-04
MR,Mauritania,4.865775592531361e-05,2020-04
MO,Morocco,6.096909761642724e-05,2020-04
SP,Spain (Canary Is),5.878867123067625e-05,2020-04
PO,Portugal (Madeira Is),5.780105999975428e-05,2020-04
SP,Spain (Africa),7.223686572393522e-05,2020-04
AG,Algeria,5.70744900399829e-05,2020-04
ML,Mali,4.843770843575487e-05,2020-04
UV,Burkina Faso,5.141306926928581e-05,2020-04
TO,Togo,4.726662223262869e-05,2020-04
GH,Ghana,4.645778348722957e-05,2020-04
IV,Cote d'Ivoire,4.302466421569325e-05,2020-04
GV,Guinea,4.994505976006633e-05,2020-04
SG,Senegal,4.828531074996357e-05,2020-04
GA,"Gambia, The",5.069938913039391e-05,2020-04
PU,Guinea-Bissau,4.784130779282784e-05,2020-04
SL,Sierra Leone,5.331786628643537e-05,2020-04
LI,Liberia,4.4307485291356845e-05,2020-04
BN,Benin,5.120966159996336e-05,2020-04
NI,Nigeria,5.508284121418487e-05,2020-04
CM,Cameroon,4.267575329988033e-05,2020-04
EK,Equatorial Guinea,3.913613933550901e-05,2020-04
TP,Sao Tome & Principe,3.7787261342360265e-05,2020-04
GB,Gabon,4.057013740460402e-05,2020-04
CF,Rep of the Congo,4.2670932515171536e-05,2020-04
CT,Central African Rep,4.227559343002748e-05,2020-04
CG,Dem Rep of the Congo,4.055307293326272e-05,2020-04
CD,Chad,5.2547919342773245e-05,2020-05
MI,Malawi,4.178054453345381e-05,2020-05
ZA,Zambia,4.18519074309979e-05,2020-05
ZI,Zimbabwe,4.400925228149472e-05,2020-05
BC,Botswana,4.933865280013384e-05,2020-05
WA,Namibia,4.680747523080208e-05,2020-05
AO,Angola,4.645213328857797e-05,2020-05
BY,Burundi,3.951302545307612e-05,2020-05
RW,Rwanda,3.950885994805104e-05,2020-05
SF,South Africa,6.39125738949109e-05,2020-05
LT,Lesotho,5.420804280879196e-05,2020-05
WZ,Swaziland,8.440012170690185e-05,2020-05
MF,Mayotte,3.916788178862302e-05,2020-05
NG,Niger,5.147042236429702e-05,2020-05
SU,Sudan,5.345260133706496e-05,2020-05
LY,Libya,5.933633797787958e-05,2020-05
UU,Koualou Area,5.0926486719183904e-05,2020-05
TS,Tunisia,6.98958717987901e-05,2020-05
EG,Egypt,6.559688177180997e-05,2020-05
EG,Bir Tawil,5.406453042417173e-05,2020-05
SU,Halaib Triangle,5.327555722244144e-05,2020-05
ER,Eritrea,5.343044048762699e-05,2020-05
ET,Ethiopia,4.435138789563494e-05,2020-05
DJ,Djibouti,4.889808310468338e-05,2020-05
SO,Somalia,4.103414458955992e-05,2020-05
OD,South Sudan,4.62393237135132e-05,2020-05
UU,Abyei Area,5.785987419565373e-05,2020-05
KE,Kenya,3.975151402871178e-05,2020-05
UG,Uganda,4.0873226288640766e-05,2020-05
TZ,Tanzania,3.816435263309181e-05,2020-05
MZ,Mozambique,4.277318733705206e-05,2020-05
CN,Comoros,3.832986048622352e-05,2020-05
MA,Madagascar,4.538100713449619e-05,2020-05
CV,Cabo Verde,4.526608186923039e-05,2020-05
WI,Western Sahara,5.666492198659709e-05,2020-05
MR,Mauritania,5.205012731118094e-05,2020-05
MO,Morocco,6.693921430614742e-05,2020-05
SP,Spain (Canary Is),6.550968565823678e-05,2020-05
PO,Portugal (Madeira Is),6.653794065127783e-05,2020-05
SP,Spain (Africa),8.229844041085393e-05,2020-05
AG,Algeria,6.076512462907602e-05,2020-05
ML,Mali,5.138963775798772e-05,2020-05
UV,Burkina Faso,5.176096831783433e-05,2020-05
TO,Togo,4.672332172651262e-05,2020-05
GH,Ghana,4.563185630231913e-05,2020-05
IV,Cote d'Ivoire,4.293679583762596e-05,2020-05
GV,Guinea,4.7942454750733946e-05,2020-05
SG,Senegal,5.115211268447792e-05,2020-05
GA,"Gambia, The",5.2392320361400726e-05,2020-05
PU,Guinea-Bissau,5.046771448307822e-05,2020-05
SL,Sierra Leone,4.361629179639029e-05,2020-05
LI,Liberia,4.146306686419383e-05,2020-05
BN,Benin,4.842407758240722e-05,2020-05
NI,Nigeria,5.48197163099868e-05,2020-05
CM,Cameroon,4.595881739511675e-05,2020-05
EK,Equatorial Guinea,4.182123709594204e-05,2020-05
TP,Sao Tome & Principe,4.34307367044656e-05,2020-05
GB,Gabon,4.664284048154288e-05,2020-05
CF,Rep of the Congo,4.962844028861018e-05,2020-05
CT,Central African Rep,4.414052177615345e-05,2020-05
CG,Dem Rep of the Congo,5.057063360978251e-05,2020-05
CD,Chad,5.453272599904732e-05,2020-06
MI,Malawi,4.639950282642207e-05,2020-06
ZA,Zambia,5.111044533485734e-05,2020-06
ZI,Zimbabwe,4.607081210543198e-05,2020-06
BC,Botswana,4.796641291961029e-05,2020-06
WA,Namibia,4.423825645093468e-05,2020-06
AO,Angola,6.549527267580976e-05,2020-06
BY,Burundi,4.743169097261248e-05,2020-06
RW,Rwanda,4.832480055809813e-05,2020-06
SF,South Africa,6.508787902758779e-05,2020-06
LT,Lesotho,5.518467582538176e-05,2020-06
WZ,Swaziland,0.0001055711227379,2020-06
MF,Mayotte,4.174517823962068e-05,2020-06
NG,Niger,5.60660891425711e-05,2020-06
SU,Sudan,5.519684823112898e-05,2020-06
LY,Libya,6.188898702023856e-05,2020-06
UU,Koualou Area,5.058623290657661e-05,2020-06
TS,Tunisia,7.165814300695067e-05,2020-06
EG,Egypt,6.741670016077912e-05,2020-06
EG,Bir Tawil,5.714222340532179e-05,2020-06
SU,Halaib Triangle,5.665396227936761e-05,2020-06
ER,Eritrea,5.359668272565242e-05,2020-06
ET,Ethiopia,4.395360191030258e-05,2020-06
DJ,Djibouti,4.940436908040989e-05,2020-06
SO,Somalia,4.1361893929033565e-05,2020-06
OD,South Sudan,4.44594030813789e-05,2020-06
UU,Abyei Area,5.257941991391478e-05,2020-06
KE,Kenya,4.153818907708173e-05,2020-06
UG,Uganda,4.401055309807976e-05,2020-06
TZ,Tanzania,4.523424046239181e-05,2020-06
MZ,Mozambique,4.5084488068213446e-05,2020-06
CN,Comoros,4.136879814571327e-05,2020-06
MA,Madagascar,4.537990795280708e-05,2020-06
CV,Cabo Verde,4.7883451388556296e-05,2020-06
WI,Western Sahara,5.516606323315686e-05,2020-06
MR,Mauritania,5.45259668000791e-05,2020-06
MO,Morocco,6.697715453166796e-05,2020-06
SP,Spain (Canary Is),6.241405850378563e-05,2020-06
PO,Portugal (Madeira Is),6.397348682387945e-05,2020-06
SP,Spain (Africa),8.477871295233387e-05,2020-06
AG,Algeria,6.231630617434935e-05,2020-06
ML,Mali,5.763014600064723e-05,2020-06
UV,Burkina Faso,5.654640515538671e-05,2020-06
TO,Togo,5.057714975003219e-05,2020-06
GH,Ghana,4.89498634481023e-05,2020-06
IV,Cote d'Ivoire,4.644091432130996e-05,2020-06
GV,Guinea,4.942898931732847e-05,2020-06
SG,Senegal,5.833461260444898e-05,2020-06
GA,"Gambia, The",5.707944521956658e-05,2020-06
PU,Guinea-Bissau,5.289695677653092e-05,2020-06
SL,Sierra Leone,4.608679740427655e-05,2020-06
LI,Liberia,4.4394299543483e-05,2020-06
BN,Benin,5.3008016915192e-05,2020-06
NI,Nigeria,5.884143126075314e-05,2020-06
CM,Cameroon,4.7630671490641895e-05,2020-06
EK,Equatorial Guinea,4.865366054812792e-05,2020-06
TP,Sao Tome & Principe,4.928395625448793e-05,2020-06
GB,Gabon,5.575673275034486e-05,2020-06
CF,Rep of the Congo,6.148568844473541e-05,2020-06
CT,Central African Rep,4.548517173115577e-05,2020-06
CG,Dem Rep of the Congo,6.632038849508612e-05,2020-06
CD,Chad,5.3568785166224144e-05,2020-07
MI,Malawi,4.939978836728003e-05,2020-07
ZA,Zambia,5.822309395237547e-05,2020-07
ZI,Zimbabwe,5.157410106082303e-05,2020-07
BC,Botswana,5.45529456292768e-05,2020-07
WA,Namibia,5.048077579063268e-05,2020-07
AO,Angola,7.444358058613644e-05,2020-07
BY,Burundi,5.005978604690751e-05,2020-07
RW,Rwanda,4.781490604686957e-05,2020-07
SF,South Africa,6.825723992281297e-05,2020-07
LT,Lesotho,5.408893220094674e-05,2020-07
WZ,Swaziland,9.159251346225772e-05,2020-07
MF,Mayotte,4.468963241666636e-05,2020-07
NG,Niger,5.669874017857027e-05,2020-07
SU,Sudan,5.40020442502758e-05,2020-07
LY,Libya,6.261286018436794e-05,2020-07
UU,Koualou Area,4.88291017668358e-05,2020-07
TS,Tunisia,7.211647120616661e-05,2020-07
EG,Egypt,6.672968905399856e-05,2020-07
EG,Bir Tawil,5.736451573899046e-05,2020-07
SU,Halaib Triangle,5.7456712507809765e-05,2020-07
ER,Eritrea,5.225100231563056e-05,2020-07
ET,Ethiopia,4.272944530156725e-05,2020-07
DJ,Djibouti,4.825371941630472e-05,2020-07
SO,Somalia,4.12935748195392e-05,2020-07
OD,South Sudan,4.2457856972356485e-05,2020-07
UU,Abyei Area,4.65804096408996e-05,2020-07
KE,Kenya,4.289645945186368e-05,2020-07
UG,Uganda,4.433635894675859e-05,2020-07
TZ,Tanzania,5.168149614736187e-05,2020-07
MZ,Mozambique,5.1165673444579e-05,2020-07
CN,Comoros,4.313765295011066e-05,2020-07
MA,Madagascar,5.0152326508694834e-05,2020-07
CV,Cabo Verde,4.92584521071762e-05,2020-07
WI,Western Sahara,5.738869879748478e-05,2020-07
MR,Mauritania,5.616553258308903e-05,2020-07
MO,Morocco,6.70918416366879e-05,2020-07
SP,Spain (Canary Is),6.296894386429138e-05,2020-07
PO,Portugal (Madeira Is),6.692992798107516e-05,2020-07
SP,Spain (Africa),8.679927155809969e-05,2020-07
AG,Algeria,6.321498589585659e-05,2020-07
ML,Mali,5.690024131774189e-05,2020-07
UV,Burkina Faso,5.3273407744220925e-05,2020-07
TO,Togo,4.5854331896117386e-05,2020-07
GH,Ghana,4.554354522149763e-05,2020-07
IV,Cote d'Ivoire,4.423490052290603e-05,2020-07
GV,Guinea,4.6382699418562615e-05,2020-07
SG,Senegal,5.583229535301341e-05,2020-07
GA,"Gambia, The",5.321687598950692e-05,2020-07
PU,Guinea-Bissau,4.721933880673615e-05,2020-07
SL,Sierra Leone,4.38852029127472e-05,2020-07
LI,Liberia,4.321507291559416e-05,2020-07
BN,Benin,4.690259589258138e-05,2020-07
NI,Nigeria,5.233703164538819e-05,2020-07
CM,Cameroon,4.462972820812964e-05,2020-07
EK,Equatorial Guinea,4.4887487545338085e-05,2020-07
TP,Sao Tome & Principe,4.707208566634344e-05,2020-07
GB,Gabon,5.282701790146165e-05,2020-07
CF,Rep of the Congo,6.114539460613874e-05,2020-07
CT,Central African Rep,4.278405791259325e-05,2020-07
CG,Dem Rep of the Congo,6.485350915680337e-05,2020-07
CD,Chad,5.0190362313932666e-05,2020-08
MI,Malawi,5.996628361613224e-05,2020-08
ZA,Zambia,7.854598579464538e-05,2020-08
ZI,Zimbabwe,6.385374643497512e-05,2020-08
BC,Botswana,5.97958427577527e-05,2020-08
WA,Namibia,5.798110097798759e-05,2020-08
AO,Angola,7.889913570655536e-05,2020-08
BY,Burundi,5.253499977424215e-05,2020-08
RW,Rwanda,4.888806588487324e-05,2020-08
SF,South Africa,6.64088076187052e-05,2020-08
LT,Lesotho,6.110159248682068e-05,2020-08
WZ,Swaziland,0.0001162128591516,2020-08
MF,Mayotte,4.728705869927301e-05,2020-08
NG,Niger,5.247757779783655e-05,2020-08
SU,Sudan,5.196600387345411e-05,2020-08
LY,Libya,5.992317263300441e-05,2020-08
UU,Koualou Area,4.692283609541674e-05,2020-08
TS,Tunisia,6.899411413629052e-05,2020-08
EG,Egypt,6.438038058957818e-05,2020-08
EG,Bir Tawil,5.79423384423369e-05,2020-08
SU,Halaib Triangle,5.66057303663401e-05,2020-08
ER,Eritrea,4.991735765962525e-05,2020-08
ET,Ethiopia,4.283169821496271e-05,2020-08
DJ,Djibouti,4.88469058350192e-05,2020-08
SO,Somalia,4.104473649218233e-05,2020-08
OD,South Sudan,4.237459294355042e-05,2020-08
UU,Abyei Area,4.491475123854215e-05,2020-08
KE,Kenya,4.1660563998046566e-05,2020-08
UG,Uganda,4.308889442889383e-05,2020-08
TZ,Tanzania,5.3644917870399454e-05,2020-08
MZ,Mozambique,6.69193152802167e-05,2020-08
CN,Comoros,4.578495838444696e-05,2020-08
MA,Madagascar,5.554240658613061e-05,2020-08
CV,Cabo Verde,4.704466009165201e-05,2020-08
WI,Western Sahara,5.4493976487806455e-05,2020-08
MR,Mauritania,5.290515507637342e-05,2020-08
MO,Morocco,6.335033292817512e-05,2020-08
SP,Spain (Canary Is),6.066797863661363e-05,2020-08
PO,Portugal (Madeira Is),6.405747348587957e-05,2020-08
SP,Spain (Africa),8.240813919110228e-05,2020-08
AG,Algeria,6.020585006817876e-05,2020-08
ML,Mali,5.247956465448351e-05,2020-08
UV,Burkina Faso,4.858082300333135e-05,2020-08
TO,Togo,4.688261635299049e-05,2020-08
GH,Ghana,4.629043582085481e-05,2020-08
IV,Cote d'Ivoire,4.3518331790088194e-05,2020-08
GV,Guinea,4.345827988229247e-05,2020-08
SG,Senegal,5.105197210229322e-05,2020-08
GA,"Gambia, The",4.952761280847943e-05,2020-08
PU,Guinea-Bissau,4.471946640586008e-05,2020-08
SL,Sierra Leone,4.163793190513666e-05,2020-08
LI,Liberia,4.113895700582736e-05,2020-08
BN,Benin,4.704736005343141e-05,2020-08
NI,Nigeria,5.053277209910951e-05,2020-08
CM,Cameroon,4.427026324898917e-05,2020-08
EK,Equatorial Guinea,4.367420782293557e-05,2020-08
TP,Sao Tome & Principe,4.363864878466347e-05,2020-08
GB,Gabon,4.679325448703276e-05,2020-08
CF,Rep of the Congo,5.31002807998839e-05,2020-08
CT,Central African Rep,4.170745216981856e-05,2020-08
CG,Dem Rep of the Congo,6.041719635566488e-05,2020-08
CD,Chad,4.976347007059151e-05,2020-09
MI,Malawi,7.088884539643434e-05,2020-09
ZA,Zambia,8.988142842426479e-05,2020-09
ZI,Zimbabwe,7.588326404762216e-05,2020-09
BC,Botswana,7.37389943651174e-05,2020-09
WA,Namibia,6.936437093666578e-05,2020-09
AO,Angola,8.195669793866258e-05,2020-09
BY,Burundi,4.829280362608605e-05,2020-09
RW,Rwanda,4.593227143880829e-05,2020-09
SF,South Africa,7.117239888032249e-05,2020-09
LT,Lesotho,6.395073521231743e-05,2020-09
WZ,Swaziland,8.03923252105206e-05,2020-09
MF,Mayotte,5.0072265913286295e-05,2020-09
NG,Niger,5.1098391008836506e-05,2020-09
SU,Sudan,5.077034395757804e-05,2020-09
LY,Libya,5.454408051802904e-05,2020-09
UU,Koualou Area,4.649180908471205e-05,2020-09
TS,Tunisia,6.236172142051844e-05,2020-09
EG,Egypt,5.993140611482872e-05,2020-09
EG,Bir Tawil,5.200203680641192e-05,2020-09
SU,Halaib Triangle,5.182971540920836e-05,2020-09
ER,Eritrea,4.873505029771808e-05,2020-09
ET,Ethiopia,4.144715304637602e-05,2020-09
DJ,Djibouti,4.6963932101781614e-05,2020-09
SO,Somalia,4.016928154943861e-05,2020-09
OD,South Sudan,4.183584766310913e-05,2020-09
UU,Abyei Area,4.478100797670611e-05,2020-09
KE,Kenya,4.085914513258108e-05,2020-09
UG,Uganda,4.154735044156576e-05,2020-09
TZ,Tanzania,5.431377200400139e-05,2020-09
MZ,Mozambique,8.198225462663979e-05,2020-09
CN,Comoros,4.715111698268536e-05,2020-09
MA,Madagascar,6.444765985187047e-05,2020-09
CV,Cabo Verde,4.547383360621056e-05,2020-09
WI,Western Sahara,4.965314589910936e-05,2020-09
MR,Mauritania,4.963059598731328e-05,2020-09
MO,Morocco,5.871830583444327e-05,2020-09
SP,Spain (Canary Is),5.710610003498096e-05,2020-09
PO,Portugal (Madeira Is),5.6407916621375655e-05,2020-09
SP,Spain (Africa),7.636832743901377e-05,2020-09
AG,Algeria,5.45929505173732e-05,2020-09
ML,Mali,5.0013069308475534e-05,2020-09
UV,Burkina Faso,4.8633762425372456e-05,2020-09
TO,Togo,4.616767613478559e-05,2020-09
GH,Ghana,4.541094653195721e-05,2020-09
IV,Cote d'Ivoire,4.2813756818399005e-05,2020-09
GV,Guinea,4.368070852446366e-05,2020-09
SG,Senegal,4.942746351047839e-05,2020-09
GA,"Gambia, The",4.961963084782088e-05,2020-09
PU,Guinea-Bissau,4.566605398135838e-05,2020-09
SL,Sierra Leone,4.221035921314616e-05,2020-09
LI,Liberia,4.100173186195815e-05,2020-09
BN,Benin,4.670187449452256e-05,2020-09
NI,Nigeria,4.958395669209389e-05,2020-09
CM,Cameroon,4.228924726688542e-05,2020-09
EK,Equatorial Guinea,4.152271535190488e-05,2020-09
TP,Sao Tome & Principe,4.159848034560012e-05,2020-09
