country_co,country_na,mean,month
GB,Gabon,3.871191341440493e-05,2023-03
CF,Rep of the Congo,3.9657733942272913e-05,2023-03
CT,Central African Rep,4.66481382397779e-05,2023-03
CG,Dem Rep of the Congo,3.853785300496753e-05,2023-03
CD,Chad,5.943559208285561e-05,2023-04
MI,Malawi,3.7723665457634856e-05,2023-04
ZA,Zambia,3.9228501358620274e-05,2023-04
ZI,Zimbabwe,4.4858176771384765e-05,2023-04
BC,Botswana,4.65327095494959e-05,2023-04
WA,Namibia,4.490089009379264e-05,2023-04
AO,Angola,3.981563588597358e-05,2023-04
BY,Burundi,3.518297468901554e-05,2023-04
RW,Rwanda,3.592666284606157e-05,2023-04
SF,South Africa,5.877882672579314e-05,2023-04
LT,Lesotho,5.12072865926908e-05,2023-04
WZ,Swaziland,9.446918173763238e-05,2023-04
MF,Mayotte,3.67765149901542e-05,2023-04
NG,Niger,5.822647809722628e-05,2023-04
SU,Sudan,6.018544693229962e-05,2023-04
LY,Libya,6.284465259502978e-05,2023-04
UU,Koualou Area,6.178378109609201e-05,2023-04
TS,Tunisia,7.343848835057439e-05,2023-04
EG,Egypt,6.98875501111075e-05,2023-04
EG,Bir Tawil,6.374563174940815e-05,2023-04
SU,Halaib Triangle,6.323288812987449e-05,2023-04
ER,Eritrea,5.863485215546368e-05,2023-04
ET,Ethiopia,4.802473227630534e-05,2023-04
DJ,Djibouti,5.325459725358978e-05,2023-04
SO,Somalia,4.1998753323798456e-05,2023-04
OD,South Sudan,5.1419442728866e-05,2023-04
UU,Abyei Area,6.323754670000718e-05,2023-04
KE,Kenya,3.850895446726011e-05,2023-04
UG,Uganda,3.961750610700874e-05,2023-04
TZ,Tanzania,3.532208269089511e-05,2023-04
MZ,Mozambique,4.147972110309495e-05,2023-04
CN,Comoros,3.7122800938755024e-05,2023-04
MA,Madagascar,4.2188024057874165e-05,2023-04
CV,Cabo Verde,5.532232597515956e-05,2023-04
WI,Western Sahara,6.307689157204554e-05,2023-04
MR,Mauritania,5.9747110757797664e-05,2023-04
MO,Morocco,7.147480244073472e-05,2023-04
SP,Spain (Canary Is),7.021976304033491e-05,2023-04
PO,Portugal (Madeira Is),7.297837740011063e-05,2023-04
SP,Spain (Africa),9.200947850709868e-05,2023-04
AG,Algeria,6.60280391585796e-05,2023-04
ML,Mali,5.958766444812302e-05,2023-04
UV,Burkina Faso,5.970835470752908e-05,2023-04
TO,Togo,5.367899376749516e-05,2023-04
GH,Ghana,5.1444793421006695e-05,2023-04
IV,Cote d'Ivoire,4.9357470227001226e-05,2023-04
GV,Guinea,6.359409615061364e-05,2023-04
SG,Senegal,6.160899935367045e-05,2023-04
GA,"Gambia, The",6.481471854494482e-05,2023-04
PU,Guinea-Bissau,5.832195088799983e-05,2023-04
SL,Sierra Leone,6.636042660461294e-05,2023-04
LI,Liberia,5.140936539948955e-05,2023-04
BN,Benin,5.799195012612849e-05,2023-04
NI,Nigeria,6.17393096332165e-05,2023-04
CM,Cameroon,4.700593288381336e-05,2023-04
EK,Equatorial Guinea,4.092950177740768e-05,2023-04
TP,Sao Tome & Principe,3.701724581967483e-05,2023-04
GB,Gabon,4.299510979540982e-05,2023-04
CF,Rep of the Congo,4.341160592530556e-05,2023-04
CT,Central African Rep,4.6418636129009055e-05,2023-04
CG,Dem Rep of the Congo,3.99996889343371e-05,2023-04
CD,Chad,5.936567826200133e-05,2023-05
MI,Malawi,4.1299577773895824e-05,2023-05
ZA,Zambia,4.552709296975236e-05,2023-05
ZI,Zimbabwe,4.606063157459167e-05,2023-05
BC,Botswana,4.708451485291755e-05,2023-05
WA,Namibia,4.446165324157353e-05,2023-05
AO,Angola,4.9549360019959546e-05,2023-05
BY,Burundi,4.015891615515216e-05,2023-05
RW,Rwanda,4.076184053888378e-05,2023-05
SF,South Africa,5.890872428786041e-05,2023-05
LT,Lesotho,5.113850328528096e-05,2023-05
WZ,Swaziland,0.0001000299017708,2023-05
MF,Mayotte,3.96921234304764e-05,2023-05
NG,Niger,5.903466517079287e-05,2023-05
SU,Sudan,5.8855195164091456e-05,2023-05
LY,Libya,6.594886574679855e-05,2023-05
UU,Koualou Area,5.97042919939313e-05,2023-05
TS,Tunisia,7.418762413973733e-05,2023-05
EG,Egypt,7.20559382266593e-05,2023-05
EG,Bir Tawil,6.012829014900855e-05,2023-05
SU,Halaib Triangle,6.021058127986815e-05,2023-05
ER,Eritrea,5.768672582717028e-05,2023-05
ET,Ethiopia,4.802375739584663e-05,2023-05
DJ,Djibouti,5.4120898490848e-05,2023-05
SO,Somalia,4.3067502809740166e-05,2023-05
OD,South Sudan,5.105090276546684e-05,2023-05
UU,Abyei Area,6.0844247716322514e-05,2023-05
KE,Kenya,4.048922333387212e-05,2023-05
UG,Uganda,4.240393294451737e-05,2023-05
TZ,Tanzania,3.8945711153229614e-05,2023-05
MZ,Mozambique,4.349509069664024e-05,2023-05
CN,Comoros,3.985578774104332e-05,2023-05
MA,Madagascar,4.669359859989424e-05,2023-05
CV,Cabo Verde,5.456458138890689e-05,2023-05
WI,Western Sahara,6.542313829133349e-05,2023-05
MR,Mauritania,5.9747975087244125e-05,2023-05
MO,Morocco,7.34813086159179e-05,2023-05
SP,Spain (Canary Is),7.31064567828858e-05,2023-05
PO,Portugal (Madeira Is),7.284617789385782e-05,2023-05
SP,Spain (Africa),0.0001025686880826,2023-05
AG,Algeria,6.786707148385458e-05,2023-05
ML,Mali,6.0523596655691776e-05,2023-05
UV,Burkina Faso,6.316984504690464e-05,2023-05
TO,Togo,5.396786567554764e-05,2023-05
GH,Ghana,5.208893879482182e-05,2023-05
IV,Cote d'Ivoire,4.994175088439777e-05,2023-05
GV,Guinea,5.611507955462797e-05,2023-05
SG,Senegal,6.45853726059421e-05,2023-05
GA,"Gambia, The",6.688488618166538e-05,2023-05
PU,Guinea-Bissau,6.077750000091041e-05,2023-05
SL,Sierra Leone,5.073904887463193e-05,2023-05
LI,Liberia,4.750617517392902e-05,2023-05
BN,Benin,5.695176984277554e-05,2023-05
NI,Nigeria,6.553429944937116e-05,2023-05
CM,Cameroon,4.933590641448447e-05,2023-05
EK,Equatorial Guinea,4.622869207518391e-05,2023-05
TP,Sao Tome & Principe,4.1706899657582735e-05,2023-05
GB,Gabon,4.867020933368191e-05,2023-05
CF,Rep of the Congo,5.40169348373265e-05,2023-05
CT,Central African Rep,4.743810666917052e-05,2023-05
CG,Dem Rep of the Congo,5.4320782888013405e-05,2023-05
CD,Chad,6.280659149323739e-05,2023-06
MI,Malawi,4.419418057652142e-05,2023-06
ZA,Zambia,5.403503749682626e-05,2023-06
ZI,Zimbabwe,5.1082240472045525e-05,2023-06
BC,Botswana,5.1200714945310695e-05,2023-06
WA,Namibia,4.734357681276368e-05,2023-06
AO,Angola,6.628320982397038e-05,2023-06
BY,Burundi,4.891611466223909e-05,2023-06
RW,Rwanda,4.8112517228320994e-05,2023-06
SF,South Africa,6.241551038991236e-05,2023-06
LT,Lesotho,5.478570282488392e-05,2023-06
WZ,Swaziland,0.0001452259619027,2023-06
MF,Mayotte,3.959060084246039e-05,2023-06
NG,Niger,6.553018431178337e-05,2023-06
SU,Sudan,6.343431517016472e-05,2023-06
LY,Libya,6.956246545018897e-05,2023-06
UU,Koualou Area,5.945300042280686e-05,2023-06
TS,Tunisia,7.924821064713237e-05,2023-06
EG,Egypt,7.410950976982175e-05,2023-06
EG,Bir Tawil,6.497639470980694e-05,2023-06
SU,Halaib Triangle,6.460091549503217e-05,2023-06
ER,Eritrea,6.214089733513237e-05,2023-06
ET,Ethiopia,4.811275828160522e-05,2023-06
DJ,Djibouti,5.654954400330681e-05,2023-06
SO,Somalia,4.4359049730931e-05,2023-06
OD,South Sudan,4.723363588556993e-05,2023-06
UU,Abyei Area,5.483305648625111e-05,2023-06
KE,Kenya,4.300990418744198e-05,2023-06
UG,Uganda,4.388571449317755e-05,2023-06
TZ,Tanzania,4.500110502018274e-05,2023-06
MZ,Mozambique,4.773283679771556e-05,2023-06
CN,Comoros,3.98589190014511e-05,2023-06
MA,Madagascar,4.811107684810061e-05,2023-06
CV,Cabo Verde,5.418514580513077e-05,2023-06
WI,Western Sahara,6.501222012844263e-05,2023-06
MR,Mauritania,6.174573258579559e-05,2023-06
MO,Morocco,7.470705937548543e-05,2023-06
SP,Spain (Canary Is),7.294710099383819e-05,2023-06
PO,Portugal (Madeira Is),7.381209656184517e-05,2023-06
SP,Spain (Africa),9.378441652168144e-05,2023-06
AG,Algeria,7.008711948829263e-05,2023-06
ML,Mali,6.360597658360257e-05,2023-06
UV,Burkina Faso,6.20510150901248e-05,2023-06
TO,Togo,5.196565775022875e-05,2023-06
GH,Ghana,4.979678715640011e-05,2023-06
IV,Cote d'Ivoire,4.770866841497894e-05,2023-06
GV,Guinea,5.315264328418992e-05,2023-06
SG,Senegal,6.487359690766357e-05,2023-06
GA,"Gambia, The",6.524471277818247e-05,2023-06
PU,Guinea-Bissau,5.8514783409007495e-05,2023-06
SL,Sierra Leone,4.991526498631877e-05,2023-06
LI,Liberia,4.4434478770317406e-05,2023-06
BN,Benin,5.483773511420704e-05,2023-06
NI,Nigeria,6.071202552362925e-05,2023-06
CM,Cameroon,4.819130154235577e-05,2023-06
EK,Equatorial Guinea,4.582738139848435e-05,2023-06
TP,Sao Tome & Principe,4.473128226391802e-05,2023-06
GB,Gabon,5.118019097442858e-05,2023-06
CF,Rep of the Congo,5.557431794682288e-05,2023-06
CT,Central African Rep,4.5593967354276254e-05,2023-06
CG,Dem Rep of the Congo,6.37129261406742e-05,2023-06
CD,Chad,5.932047862285208e-05,2023-07
MI,Malawi,4.5926330134057895e-05,2023-07
ZA,Zambia,5.821960100815758e-05,2023-07
ZI,Zimbabwe,5.297585080443423e-05,2023-07
BC,Botswana,5.774477930283618e-05,2023-07
WA,Namibia,5.306166534633935e-05,2023-07
AO,Angola,7.904669321410805e-05,2023-07
BY,Burundi,5.1981711769007465e-05,2023-07
RW,Rwanda,5.114602214554123e-05,2023-07
SF,South Africa,6.668304975513012e-05,2023-07
LT,Lesotho,5.45106874811772e-05,2023-07
WZ,Swaziland,0.0001543520870041,2023-07
MF,Mayotte,4.045201485442249e-05,2023-07
NG,Niger,6.302120966319973e-05,2023-07
SU,Sudan,5.953202950741875e-05,2023-07
LY,Libya,6.936515009679979e-05,2023-07
UU,Koualou Area,5.755573742185773e-05,2023-07
TS,Tunisia,7.746193798397788e-05,2023-07
EG,Egypt,7.616145297098142e-05,2023-07
EG,Bir Tawil,6.415540929681069e-05,2023-07
SU,Halaib Triangle,6.424969094902108e-05,2023-07
ER,Eritrea,5.688300328170856e-05,2023-07
ET,Ethiopia,4.637160110075264e-05,2023-07
DJ,Djibouti,5.447125163026712e-05,2023-07
SO,Somalia,4.31409377225314e-05,2023-07
OD,South Sudan,4.666486798470233e-05,2023-07
UU,Abyei Area,5.198773179339102e-05,2023-07
KE,Kenya,4.141113994986699e-05,2023-07
UG,Uganda,4.557078921525497e-05,2023-07
TZ,Tanzania,4.96233319806189e-05,2023-07
MZ,Mozambique,5.000519322431272e-05,2023-07
CN,Comoros,3.992034578364069e-05,2023-07
MA,Madagascar,5.095832522869955e-05,2023-07
CV,Cabo Verde,5.573324082083687e-05,2023-07
WI,Western Sahara,6.304006928492795e-05,2023-07
MR,Mauritania,6.215985388628168e-05,2023-07
MO,Morocco,7.257647626609125e-05,2023-07
SP,Spain (Canary Is),6.968119380673352e-05,2023-07
PO,Portugal (Madeira Is),7.467797274892682e-05,2023-07
SP,Spain (Africa),0.0001000961455037,2023-07
AG,Algeria,6.799355971570568e-05,2023-07
ML,Mali,6.286071873974592e-05,2023-07
UV,Burkina Faso,5.978367042145403e-05,2023-07
TO,Togo,5.3865491141053005e-05,2023-07
GH,Ghana,5.18697588867209e-05,2023-07
IV,Cote d'Ivoire,4.954758994181533e-05,2023-07
GV,Guinea,5.26455399515052e-05,2023-07
SG,Senegal,6.396424255011289e-05,2023-07
GA,"Gambia, The",6.212890981015787e-05,2023-07
PU,Guinea-Bissau,5.522165448513738e-05,2023-07
SL,Sierra Leone,4.932454104603452e-05,2023-07
LI,Liberia,4.647930369425301e-05,2023-07
BN,Benin,5.639737361576705e-05,2023-07
NI,Nigeria,6.103830879826291e-05,2023-07
CM,Cameroon,5.042836947911418e-05,2023-07
EK,Equatorial Guinea,4.953798532637901e-05,2023-07
TP,Sao Tome & Principe,5.035883318035495e-05,2023-07
GB,Gabon,5.627238610907584e-05,2023-07
CF,Rep of the Congo,6.609427007705818e-05,2023-07
CT,Central African Rep,4.869760688495942e-05,2023-07
CG,Dem Rep of the Congo,7.329980956500054e-05,2023-07
CD,Chad,5.699524763720647e-05,2023-08
MI,Malawi,5.289043181931646e-05,2023-08
ZA,Zambia,7.349339998119811e-05,2023-08
ZI,Zimbabwe,6.161038469536575e-05,2023-08
BC,Botswana,6.52994583523182e-05,2023-08
WA,Namibia,5.985007071606413e-05,2023-08
AO,Angola,8.552815273164756e-05,2023-08
BY,Burundi,5.494538689936111e-05,2023-08
RW,Rwanda,5.063319382031696e-05,2023-08
SF,South Africa,7.269680514766835e-05,2023-08
LT,Lesotho,6.339669743363186e-05,2023-08
WZ,Swaziland,9.769591108101932e-05,2023-08
MF,Mayotte,4.156368942578451e-05,2023-08
NG,Niger,6.025577979226887e-05,2023-08
SU,Sudan,5.752103816486854e-05,2023-08
LY,Libya,6.647080772987588e-05,2023-08
UU,Koualou Area,5.182034043009949e-05,2023-08
TS,Tunisia,7.645103139717271e-05,2023-08
EG,Egypt,7.114570300403274e-05,2023-08
EG,Bir Tawil,6.212486187895649e-05,2023-08
SU,Halaib Triangle,6.201709658804786e-05,2023-08
ER,Eritrea,5.526796752511584e-05,2023-08
ET,Ethiopia,4.48726495646514e-05,2023-08
DJ,Djibouti,5.231986742044055e-05,2023-08
SO,Somalia,4.226226476174734e-05,2023-08
OD,South Sudan,4.491504173585656e-05,2023-08
UU,Abyei Area,4.802903603805154e-05,2023-08
KE,Kenya,4.167834769648e-05,2023-08
UG,Uganda,4.45434890607502e-05,2023-08
TZ,Tanzania,5.3320276206738834e-05,2023-08
MZ,Mozambique,6.0491484936353566e-05,2023-08
CN,Comoros,4.1433192131347766e-05,2023-08
MA,Madagascar,5.339452945982509e-05,2023-08
CV,Cabo Verde,5.1919170511103645e-05,2023-08
WI,Western Sahara,5.972533490991778e-05,2023-08
MR,Mauritania,5.832958760048465e-05,2023-08
MO,Morocco,6.994512771309674e-05,2023-08
SP,Spain (Canary Is),6.850636000393275e-05,2023-08
PO,Portugal (Madeira Is),6.783794340226277e-05,2023-08
SP,Spain (Africa),0.0001009553951637,2023-08
AG,Algeria,6.668315203735868e-05,2023-08
ML,Mali,5.8855312252475177e-05,2023-08
UV,Burkina Faso,5.591030510769441e-05,2023-08
TO,Togo,5.010286097677443e-05,2023-08
GH,Ghana,4.937408968743687e-05,2023-08
IV,Cote d'Ivoire,4.725596100509749e-05,2023-08
GV,Guinea,4.7554278992643135e-05,2023-08
SG,Senegal,5.64074257615456e-05,2023-08
GA,"Gambia, The",5.410120953910353e-05,2023-08
PU,Guinea-Bissau,4.7877567035987984e-05,2023-08
SL,Sierra Leone,4.488341248910408e-05,2023-08
LI,Liberia,4.407647341196567e-05,2023-08
BN,Benin,5.18469088693967e-05,2023-08
NI,Nigeria,5.7048435727398125e-05,2023-08
CM,Cameroon,4.906776977707604e-05,2023-08
EK,Equatorial Guinea,4.9620807098760535e-05,2023-08
TP,Sao Tome & Principe,4.8925979573659685e-05,2023-08
GB,Gabon,5.33965336519532e-05,2023-08
CF,Rep of the Congo,6.073067287028271e-05,2023-08
CT,Central African Rep,4.5737450139881566e-05,2023-08
CG,Dem Rep of the Congo,6.816697808995477e-05,2023-08
CD,Chad,5.4423989301394505e-05,2023-09
MI,Malawi,7.161612422752135e-05,2023-09
ZA,Zambia,8.99521869585892e-05,2023-09
ZI,Zimbabwe,8.071153627283481e-05,2023-09
BC,Botswana,7.7828824800194e-05,2023-09
WA,Namibia,6.739830000890403e-05,2023-09
AO,Angola,8.389977868467906e-05,2023-09
BY,Burundi,4.676294940360276e-05,2023-09
RW,Rwanda,4.44806311852917e-05,2023-09
SF,South Africa,7.327566339455353e-05,2023-09
LT,Lesotho,6.741411554436807e-05,2023-09
WZ,Swaziland,0.0001061605028525,2023-09
MF,Mayotte,4.3191784196682336e-05,2023-09
NG,Niger,5.696918943742712e-05,2023-09
SU,Sudan,5.458816728491095e-05,2023-09
LY,Libya,6.07767355004827e-05,2023-09
UU,Koualou Area,4.899226921847169e-05,2023-09
TS,Tunisia,6.882556703861141e-05,2023-09
EG,Egypt,6.679355736809917e-05,2023-09
EG,Bir Tawil,5.7635544697583736e-05,2023-09
SU,Halaib Triangle,5.718561268370059e-05,2023-09
ER,Eritrea,5.294567312385386e-05,2023-09
ET,Ethiopia,4.313797865092269e-05,2023-09
DJ,Djibouti,4.92429961847137e-05,2023-09
SO,Somalia,4.165059093960282e-05,2023-09
OD,South Sudan,4.404247699414192e-05,2023-09
UU,Abyei Area,4.843709200800793e-05,2023-09
KE,Kenya,4.1190495150719306e-05,2023-09
UG,Uganda,4.140434944414448e-05,2023-09
TZ,Tanzania,5.2106303382110014e-05,2023-09
MZ,Mozambique,9.223203798693863e-05,2023-09
CN,Comoros,4.1804163011290686e-05,2023-09
MA,Madagascar,6.529733144963248e-05,2023-09
CV,Cabo Verde,4.86333148607729e-05,2023-09
WI,Western Sahara,5.455252970110218e-05,2023-09
MR,Mauritania,5.481472402877268e-05,2023-09
MO,Morocco,6.438140141358501e-05,2023-09
SP,Spain (Canary Is),6.246671020456307e-05,2023-09
PO,Portugal (Madeira Is),6.522522053111414e-05,2023-09
SP,Spain (Africa),8.275327666995885e-05,2023-09
AG,Algeria,5.947349546774592e-05,2023-09
ML,Mali,5.5866340501670605e-05,2023-09
UV,Burkina Faso,5.27938362562137e-05,2023-09
TO,Togo,4.927565750443588e-05,2023-09
GH,Ghana,4.878671621666672e-05,2023-09
IV,Cote d'Ivoire,4.700599285325483e-05,2023-09
GV,Guinea,4.87646222436967e-05,2023-09
SG,Senegal,5.580176930106192e-05,2023-09
GA,"Gambia, The",5.366232432503175e-05,2023-09
PU,Guinea-Bissau,4.964240045652898e-05,2023-09
SL,Sierra Leone,4.616596554443496e-05,2023-09
LI,Liberia,4.4747004266110445e-05,2023-09
BN,Benin,5.034959767659915e-05,2023-09
NI,Nigeria,5.419068673032448e-05,2023-09
CM,Cameroon,4.493825900696293e-05,2023-09
EK,Equatorial Guinea,4.357908667617836e-05,2023-09
TP,Sao Tome & Principe,4.4395517006078375e-05,2023-09
GB,Gabon,4.6497598269109125e-05,2023-09
CF,Rep of the Congo,5.057939343086032e-05,2023-09
CT,Central African Rep,4.345491435310621e-05,2023-09
CG,Dem Rep of the Congo,5.4670718547422175e-05,2023-09
CD,Chad,4.982055872000283e-05,2023-10
MI,Malawi,6.897311716819574e-05,2023-10
ZA,Zambia,6.969112420035641e-05,2023-10
ZI,Zimbabwe,7.087242279547645e-05,2023-10
BC,Botswana,7.165982378696432e-05,2023-10
WA,Namibia,6.36221135714245e-05,2023-10
AO,Angola,5.587053018900868e-05,2023-10
BY,Burundi,4.344669255709311e-05,2023-10
RW,Rwanda,4.090837553092987e-05,2023-10
SF,South Africa,7.500607402417797e-05,2023-10
LT,Lesotho,6.81151308707279e-05,2023-10
WZ,Swaziland,8.225081109944269e-05,2023-10
MF,Mayotte,4.379243634855207e-05,2023-10
NG,Niger,4.63602319419389e-05,2023-10
SU,Sudan,5.223874750186994e-05,2023-10
LY,Libya,5.24999442968546e-05,2023-10
UU,Koualou Area,4.483033618163582e-05,2023-10
TS,Tunisia,6.307808559468703e-05,2023-10
EG,Egypt,5.975280522771452e-05,2023-10
EG,Bir Tawil,5.156127243688527e-05,2023-10
SU,Halaib Triangle,5.150841882162933e-05,2023-10
ER,Eritrea,5.03097631553917e-05,2023-10
ET,Ethiopia,4.264797494120909e-05,2023-10
DJ,Djibouti,4.708448855998224e-05,2023-10
SO,Somalia,4.00859770343066e-05,2023-10
OD,South Sudan,4.584602493635373e-05,2023-10
UU,Abyei Area,5.745475784291609e-05,2023-10
KE,Kenya,4.151055120115533e-05,2023-10
UG,Uganda,4.177901624751076e-05,2023-10
TZ,Tanzania,5.077228201258225e-05,2023-10
MZ,Mozambique,7.32342822327693e-05,2023-10
CN,Comoros,4.339563051290408e-05,2023-10
MA,Madagascar,6.427409373144397e-05,2023-10
CV,Cabo Verde,4.403323626367074e-05,2023-10
WI,Western Sahara,4.943079534220812e-05,2023-10
MR,Mauritania,4.818359667115241e-05,2023-10
MO,Morocco,6.0097172188075664e-05,2023-10
SP,Spain (Canary Is),5.831689034652849e-05,2023-10
PO,Portugal (Madeira Is),6.158230823568517e-05,2023-10
SP,Spain (Africa),8.321089660404535e-05,2023-10
AG,Algeria,5.4002371279593606e-05,2023-10
ML,Mali,4.81524075943745e-05,2023-10
UV,Burkina Faso,4.770299869522512e-05,2023-10
TO,Togo,4.557595608307501e-05,2023-10
GH,Ghana,4.490729572202135e-05,2023-10
IV,Cote d'Ivoire,4.205039303639273e-05,2023-10
GV,Guinea,4.234882743472997e-05,2023-10
SG,Senegal,5.373374675648707e-05,2023-10
GA,"Gambia, The",4.939535506511771e-05,2023-10
PU,Guinea-Bissau,4.54489063515852e-05,2023-10
SL,Sierra Leone,4.104098869135452e-05,2023-10
LI,Liberia,3.980573667955922e-05,2023-10
BN,Benin,4.5827828748345245e-05,2023-10
NI,Nigeria,5.174046502454857e-05,2023-10
CM,Cameroon,4.422225494593459e-05,2023-10
EK,Equatorial Guinea,3.996620989750055e-05,2023-10
TP,Sao Tome & Principe,3.748182902747762e-05,2023-10
GB,Gabon,4.124815064539061e-05,2023-10
CF,Rep of the Congo,4.300894169318423e-05,2023-10
CT,Central African Rep,4.444188978891282e-05,2023-10
CG,Dem Rep of the Congo,4.6181010531014615e-05,2023-10
CD,Chad,5.042410270538432e-05,2023-11
MI,Malawi,5.0603603100542485e-05,2023-11
ZA,Zambia,4.94409071227453e-05,2023-11
ZI,Zimbabwe,5.886878733096804e-05,2023-11
BC,Botswana,6.679992413512954e-05,2023-11
WA,Namibia,6.0403901712103705e-05,2023-11
AO,Angola,4.356934071893146e-05,2023-11
BY,Burundi,3.8445444447491365e-05,2023-11
RW,Rwanda,3.880019743485747e-05,2023-11
SF,South Africa,7.202189965868457e-05,2023-11
LT,Lesotho,6.455384308768746e-05,2023-11
WZ,Swaziland,7.875487667274697e-05,2023-11
MF,Mayotte,4.4017595647646673e-05,2023-11
NG,Niger,4.364015998429594e-05,2023-11
SU,Sudan,4.993190540914294e-05,2023-11
LY,Libya,4.809748423624597e-05,2023-11
UU,Koualou Area,7.213780075604955e-05,2023-11
TS,Tunisia,5.810932409218438e-05,2023-11
EG,Egypt,5.6273136541258085e-05,2023-11
EG,Bir Tawil,4.911710501011291e-05,2023-11
SU,Halaib Triangle,4.633771790439477e-05,2023-11
ER,Eritrea,4.758532717000229e-05,2023-11
ET,Ethiopia,4.156092920060498e-05,2023-11
DJ,Djibouti,4.352444462606198e-05,2023-11
SO,Somalia,3.864052422860815e-05,2023-11
OD,South Sudan,5.097953432016376e-05,2023-11
UU,Abyei Area,6.159889970612673e-05,2023-11
KE,Kenya,3.903287876159356e-05,2023-11
UG,Uganda,4.115011096179216e-05,2023-11
TZ,Tanzania,4.15469220744966e-05,2023-11
MZ,Mozambique,5.555174321209184e-05,2023-11
CN,Comoros,4.313999902909714e-05,2023-11
MA,Madagascar,5.904359753065035e-05,2023-11
CV,Cabo Verde,4.191380468784135e-05,2023-11
WI,Western Sahara,4.703184038901744e-05,2023-11
MR,Mauritania,4.407268846241594e-05,2023-11
MO,Morocco,5.428450279045433e-05,2023-11
SP,Spain (Canary Is),5.688523004632289e-05,2023-11
PO,Portugal (Madeira Is),5.660283909085248e-05,2023-11
SP,Spain (Africa),9.73780072200662e-05,2023-11
AG,Algeria,5.0948292161778034e-05,2023-11
ML,Mali,4.787458131592705e-05,2023-11
UV,Burkina Faso,5.701746690830311e-05,2023-11
TO,Togo,5.158397128937166e-05,2023-11
GH,Ghana,5.2166464609539137e-05,2023-11
IV,Cote d'Ivoire,4.591100454512936e-05,2023-11
GV,Guinea,5.350931506989749e-05,2023-11
SG,Senegal,6.0504216038768366e-05,2023-11
GA,"Gambia, The",5.797994421344375e-05,2023-11
PU,Guinea-Bissau,5.31322561429504e-05,2023-11
SL,Sierra Leone,4.542677445189438e-05,2023-11
LI,Liberia,4.267791154551116e-05,2023-11
BN,Benin,5.460389490933669e-05,2023-11
NI,Nigeria,5.507661888136486e-05,2023-11
CM,Cameroon,4.704037610624223e-05,2023-11
EK,Equatorial Guinea,4.104232182847375e-05,2023-11
TP,Sao Tome & Principe,4.011167653118602e-05,2023-11
GB,Gabon,4.106094393985626e-05,2023-11
CF,Rep of the Congo,4.0674200213123855e-05,2023-11
CT,Central African Rep,5.041730558294791e-05,2023-11
CG,Dem Rep of the Congo,3.997798881128881e-05,2023-11
CD,Chad,4.792901762497463e-05,2023-12
MI,Malawi,4.474446520802888e-05,2023-12
ZA,Zambia,4.381775251132192e-05,2023-12
ZI,Zimbabwe,5.342687220433019e-05,2023-12
BC,Botswana,6.038073151975402e-05,2023-12
WA,Namibia,5.7052062523560245e-05,2023-12
AO,Angola,4.111074491321405e-05,2023-12
BY,Burundi,3.7652840100368406e-05,2023-12
RW,Rwanda,3.978453920054344e-05,2023-12
SF,South Africa,6.993414314847608e-05,2023-12
LT,Lesotho,6.849575269804022e-05,2023-12
WZ,Swaziland,7.450805394318408e-05,2023-12
MF,Mayotte,4.132529907623269e-05,2023-12
NG,Niger,4.211673725157281e-05,2023-12
SU,Sudan,4.5897270802669823e-05,2023-12
LY,Libya,4.490527807112128e-05,2023-12
UU,Koualou Area,7.894327219103113e-05,2023-12
TS,Tunisia,5.544901092600976e-05,2023-12
EG,Egypt,5.2726042217725135e-05,2023-12
EG,Bir Tawil,4.584902098861361e-05,2023-12
SU,Halaib Triangle,4.549935554551503e-05,2023-12
ER,Eritrea,4.433832801486144e-05,2023-12
ET,Ethiopia,4.36690261768022e-05,2023-12
DJ,Djibouti,4.230405806294788e-05,2023-12
SO,Somalia,3.870609500104743e-05,2023-12
OD,South Sudan,7.144643466760948e-05,2023-12
UU,Abyei Area,5.702576916176498e-05,2023-12
KE,Kenya,4.036029341865932e-05,2023-12
UG,Uganda,4.775849548503416e-05,2023-12
TZ,Tanzania,3.915564727816735e-05,2023-12
MZ,Mozambique,5.02979473618202e-05,2023-12
CN,Comoros,4.057165119603544e-05,2023-12
MA,Madagascar,5.430320687778255e-05,2023-12
CV,Cabo Verde,4.115450332079825e-05,2023-12
WI,Western Sahara,4.29713929737e-05,2023-12
MR,Mauritania,4.2114336427608784e-05,2023-12
MO,Morocco,5.024096280419618e-05,2023-12
SP,Spain (Canary Is),5.407930739491243e-05,2023-12
PO,Portugal (Madeira Is),5.317444515661784e-05,2023-12
SP,Spain (Africa),9.357275623001546e-05,2023-12
AG,Algeria,4.827965209509867e-05,2023-12
ML,Mali,4.354922333363141e-05,2023-12
UV,Burkina Faso,5.069167376465124e-05,2023-12
TO,Togo,6.24543071295805e-05,2023-12
GH,Ghana,6.60864851743863e-05,2023-12
IV,Cote d'Ivoire,5.526518924456508e-05,2023-12
GV,Guinea,5.963777379414241e-05,2023-12
SG,Senegal,5.224076447670896e-05,2023-12
GA,"Gambia, The",5.218110686175669e-05,2023-12
PU,Guinea-Bissau,5.206349133369196e-05,2023-12
SL,Sierra Leone,5.022478793419474e-05,2023-12
LI,Liberia,4.743922108450961e-05,2023-12
BN,Benin,5.64403454809898e-05,2023-12
NI,Nigeria,5.68921369438138e-05,2023-12
